"Subnational electricity consumption, Great Britain, 2014",,,,,,,,,,,,,,,,,,,,,,,
"This table shows the electricity consumption and the number of electric meters by local authority. Country/region totals are shown where the local authority is specified as ""All local authorities"". ",,,,,,,,,,,,,,,,,,,,,,,
"Some consumption within given countries/regions could not be allocated to specific local authorities. This consumption is shown in the rows where ""Unallocated"" is specified in the local authority column.",,,,,,,,,,,,,,,,,,,,,,,
"Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].",,,,,,,,,,,,,,,,,,,,,,,
Code,Country or region,Local authority,"Number of meters
(thousands):
Domestic Standard","Number of meters
(thousands):
Domestic E7 
","Number of meters
(thousands):
All Domestic
","Number of meters
(thousands):
All Non-Domestic","Number of meters
(thousands):
All meters","Total consumption
(GWh):
Domestic Standard","Total consumption
(GWh):
Domestic E7","Total consumption
(GWh):
All Domestic
","Total consumption
(GWh):
All Non-Domestic","Total consumption
(GWh):
All meters","Mean consumption
(kWh per meter):
Domestic Standard","Mean consumption
(kWh per meter):
Domestic E7","Mean consumption
(kWh per meter):
All Domestic
","Mean consumption
(kWh per meter):
All Non-Domestic","Mean consumption
(kWh per meter):
All meters","Median consumption
(kWh per meter):
Domestic Standard","Median consumption
(kWh per meter):
Domestic E7","Median consumption
(kWh per meter):
All Domestic
","Median consumption
(kWh per meter):
All Non-Domestic","Median consumption
(kWh per meter):
All meters","Mean domestic
consumption
(kWh per household)"
E07000198,West Midlands,Staffordshire Moorlands,38.6,4.6,43.2,4,47,147,28,175,333,508,"3,801","6,069","4,044","84,159","10,769","3,208","4,475","3,306","7,906","3,386","4,116"
E07000199,West Midlands,Tamworth,20.3,11.9,32.2,2,34,76,53,129,202,330,"3,725","4,439","3,989","90,790","9,588","3,279","3,676","3,421","12,904","3,501","4,029"
E07000218,West Midlands,North Warwickshire,17.9,9.6,27.4,3,30,71,47,118,406,524,"3,955","4,935","4,296","153,635","17,425","3,355","3,799","3,488","12,054","3,605","4,505"
E07000219,West Midlands,Nuneaton and Bedworth,34.2,21.6,55.8,3,59,120,90,210,243,453,"3,512","4,169","3,766","70,562","7,646","3,036","3,428","3,183","12,527","3,250","3,943"
E07000220,West Midlands,Rugby,27.3,17.6,44.8,4,48,102,81,183,505,688,"3,743","4,600","4,078","141,782","14,221","3,160","3,564","3,304","11,414","3,394","4,259"
E07000221,West Midlands,Stratford-on-Avon,38.7,16.2,54.9,6,61,168,106,275,380,655,"4,355","6,562","5,007","60,140","10,703","3,435","4,860","3,733","9,944","3,868","5,200"
E07000222,West Midlands,Warwick,36.0,24.9,61.0,6,67,134,120,254,407,661,"3,731","4,812","4,173","70,134","9,903","3,090","3,740","3,312","10,075","3,405","4,332"
E08000025,West Midlands,Birmingham,369.9,57.0,426.9,36,463,"1,355",296,"1,650","2,597","4,247","3,663","5,184","3,866","71,391","9,167","3,103","4,214","3,202","9,139","3,287","3,994"
E08000026,West Midlands,Coventry,94.5,42.7,137.2,9,146,322,179,501,813,"1,314","3,410","4,187","3,652","93,276","9,002","2,921","3,328","3,032","12,466","3,108","3,748"
E08000027,West Midlands,Dudley,119.1,16.5,135.6,10,145,432,81,513,559,"1,072","3,630","4,903","3,785","56,612","7,371","3,177","3,874","3,236","8,858","3,298","3,919"
E08000028,West Midlands,Sandwell,114.7,15.2,129.9,10,140,401,76,476,885,"1,362","3,494","4,975","3,667","84,630","9,702","3,017","3,881","3,084","9,882","3,163","3,879"
E08000029,West Midlands,Solihull,76.7,13.0,89.7,6,95,308,69,376,619,996,"4,010","5,287","4,195","110,850","10,448","3,464","4,160","3,539","10,478","3,599","4,300"
E08000030,West Midlands,Walsall,100.8,12.3,113.1,9,122,375,64,439,567,"1,005","3,718","5,180","3,877","65,735","8,257","3,222","4,147","3,285","8,204","3,350","4,025"
E08000031,West Midlands,Wolverhampton,92.6,14.2,106.8,9,115,331,74,405,600,"1,006","3,579","5,225","3,798","68,766","8,710","3,095","4,134","3,181","9,018","3,254","3,949"
E07000234,West Midlands,Bromsgrove,35.5,4.5,40.0,3,43,147,27,175,155,329,"4,153","6,063","4,369","46,757","7,601","3,521","4,709","3,613","9,031","3,693","4,477"
E07000235,West Midlands,Malvern Hills,27.8,6.1,33.9,3,37,116,41,157,140,297,"4,169","6,727","4,630","40,386","7,946","3,406","5,158","3,597","7,781","3,688","4,746"
E07000236,West Midlands,Redditch,32.2,3.5,35.7,2,38,120,17,137,228,365,"3,720","4,819","3,827","93,145","9,573","3,274","3,854","3,318","12,622","3,392","3,925"
E07000237,West Midlands,Worcester,38.3,5.9,44.2,4,48,137,30,167,267,434,"3,563","5,089","3,767","75,570","9,086","3,079","4,155","3,169","9,281","3,242","3,901"
E07000238,West Midlands,Wychavon,43.0,9.5,52.5,5,58,181,61,243,393,636,"4,214","6,465","4,620","74,201","10,997","3,464","5,025","3,647","9,649","3,757","4,780"
E07000239,West Midlands,Wyre Forest,39.1,5.5,44.7,3,48,150,29,179,205,385,"3,834","5,315","4,018","58,780","7,994","3,251","4,176","3,334","8,732","3,402","4,110"
E06000055,East,Bedford,48.8,21.2,70.0,6,76,180,105,285,434,719,"3,684","4,958","4,070","74,467","9,483","3,061","3,756","3,238","10,436","3,321","4,292"
E06000056,East,Central Bedfordshire,79.0,33.6,112.6,8,121,308,168,476,578,"1,054","3,900","5,010","4,231","68,514","8,712","3,281","3,863","3,429","9,917","3,501","4,352"
E06000032,East,Luton,57.2,19.8,77.0,5,82,206,87,293,436,729,"3,597","4,386","3,800","82,121","8,856","3,060","3,461","3,147","10,597","3,210","3,852"
E06000031,East,Peterborough,56.8,23.5,80.4,7,87,196,100,296,631,927,"3,454","4,255","3,688","93,694","10,644","2,945","3,324","3,049","10,627","3,123","3,938"
E06000033,East,Southend-on-Sea,56.7,22.8,79.5,7,86,213,99,312,307,619,"3,752","4,357","3,926","46,407","7,186","3,164","3,500","3,246","8,537","3,332","4,133"
E06000034,East,Thurrock,44.5,22.1,66.6,4,71,177,106,283,682,965,"3,970","4,810","4,248","152,061","13,584","3,403","4,005","3,567","11,111","3,643","4,439"
E07000008,East,Cambridge,36.0,14.5,50.6,6,56,120,61,181,565,746,"3,327","4,212","3,581","96,095","13,217","2,666","3,268","2,812","10,921","2,942","3,971"
E07000009,East,East Cambridgeshire,25.0,11.9,36.9,4,40,98,69,167,217,384,"3,939","5,765","4,528","61,371","9,509","3,263","4,295","3,525","8,800","3,616","4,644"
E07000010,East,Fenland,29.4,14.1,43.5,4,48,116,73,188,352,540,"3,938","5,138","4,328","88,127","11,373","3,261","3,917","3,439","9,117","3,530","4,538"
E07000011,East,Huntingdonshire,49.0,25.2,74.2,7,81,188,124,312,559,871,"3,836","4,920","4,204","81,759","10,747","3,223","3,724","3,370","9,266","3,454","4,355"
E07000012,East,South Cambridgeshire,43.3,20.9,64.2,6,70,175,121,296,504,800,"4,056","5,780","4,618","88,204","11,449","3,337","4,281","3,575","10,788","3,679","4,809"
E07000066,East,Basildon,54.9,21.7,76.6,6,82,214,105,318,451,769,"3,889","4,828","4,155","77,294","9,333","3,308","3,889","3,445","10,470","3,511","4,267"
E07000067,East,Braintree,41.6,21.4,63.0,6,69,166,116,283,309,592,"3,999","5,431","4,486","55,599","8,628","3,315","4,187","3,554","9,383","3,643","4,523"
E07000068,East,Brentwood,24.6,8.2,32.8,3,36,108,44,151,157,308,"4,368","5,345","4,611","57,070","8,675","3,477","4,154","3,623","11,981","3,737","4,812"
E07000069,East,Castle Point,27.5,10.1,37.6,2,40,115,50,165,94,258,"4,176","4,936","4,381","41,859","6,482","3,589","4,052","3,700","9,530","3,769","4,479"
E07000070,East,Chelmsford,49.0,23.3,72.3,6,78,202,123,325,411,737,"4,129","5,285","4,502","71,304","9,439","3,452","4,157","3,644","10,854","3,726","4,586"
E07000071,East,Colchester,53.5,24.2,77.7,7,84,201,121,322,394,716,"3,754","4,986","4,138","58,115","8,473","3,135","3,891","3,324","8,171","3,395","4,310"
E07000072,East,Epping Forest,43.8,11.3,55.1,5,60,198,64,262,216,479,"4,522","5,686","4,761","42,526","7,948","3,604","4,333","3,725","8,510","3,809","4,939"
E07000073,East,Harlow,26.8,9.6,36.5,3,39,94,37,132,237,368,"3,523","3,848","3,609","79,571","9,344","3,060","3,113","3,073","8,158","3,117","3,757"
E07000074,East,Maldon,17.3,9.8,27.1,3,30,78,59,137,147,284,"4,513","6,081","5,080","55,660","9,572","3,618","4,678","3,936","9,298","4,038","5,200"
E07000075,East,Rochford,25.6,9.3,34.9,2,37,108,46,154,136,290,"4,203","4,960","4,404","57,215","7,781","3,591","4,083","3,710","10,298","3,792","4,506"
E07000076,East,Tendring,46.5,21.7,68.1,5,74,167,108,275,237,512,"3,589","4,988","4,034","43,411","6,952","2,993","3,873","3,213","7,775","3,283","4,353"
E07000077,East,Uttlesford,23.8,11.0,34.7,4,38,109,67,176,236,412,"4,583","6,139","5,074","65,310","10,745","3,619","4,520","3,857","9,949","3,977","5,335"
E07000095,East,Broxbourne,28.4,12.0,40.4,3,43,114,57,171,260,431,"4,026","4,734","4,236","84,061","9,924","3,440","3,918","3,567","9,307","3,635","4,426"
E07000096,East,Dacorum,47.0,15.4,62.4,5,68,186,78,263,336,599,"3,948","5,030","4,216","64,730","8,864","3,271","3,919","3,401","8,979","3,467","4,262"
E07000242,East,East Hertfordshire,39.9,21.0,60.9,5,66,173,117,289,286,575,"4,332","5,552","4,753","52,139","8,672","3,493","4,306","3,717","10,340","3,815","4,922"
E07000098,East,Hertsmere,30.5,11.7,42.1,4,46,133,58,191,287,478,"4,370","4,976","4,538","80,277","10,453","3,483","3,861","3,578","11,227","3,669","4,715"
E07000099,East,North Hertfordshire,40.7,15.2,55.9,5,61,158,80,238,306,544,"3,887","5,263","4,261","57,816","8,899","3,230","4,156","3,425","10,390","3,522","4,354"
E07000240,East,St Albans,46.5,12.9,59.4,5,64,194,67,261,256,516,"4,173","5,171","4,389","54,189","8,057","3,451","4,130","3,575","10,652","3,662","4,552"
E07000243,East,Stevenage,29.3,6.8,36.0,3,39,102,29,132,293,425,"3,497","4,309","3,650","114,493","11,002","3,037","3,561","3,120","9,079","3,167","3,683"
E07000102,East,Three Rivers,26.9,10.0,36.9,3,40,119,52,171,175,345,"4,430","5,160","4,628","65,730","8,732","3,568","4,006","3,671","9,843","3,746","4,707"
E07000103,East,Watford,27.6,11.8,39.4,4,43,102,50,152,360,513,"3,705","4,252","3,868","101,411","11,946","3,048","3,499","3,168","10,782","3,257","3,961"
E07000241,East,Welwyn Hatfield,36.2,10.4,46.5,4,50,141,50,190,449,639,"3,888","4,805","4,092","123,647","12,741","3,198","3,725","3,292","10,030","3,369","4,205"
E07000143,East,Breckland,34.6,24.0,58.7,6,65,138,133,270,386,656,"3,979","5,522","4,611","65,943","10,176","3,268","4,125","3,550","9,913","3,662","4,823"
E07000144,East,Broadland,37.9,17.9,55.7,4,60,143,94,237,250,487,"3,778","5,275","4,258","61,068","8,144","3,163","3,895","3,351","9,100","3,420","4,383"
E07000145,East,Great Yarmouth,28.2,16.9,45.1,4,49,101,84,185,203,388,"3,590","4,953","4,100","47,218","7,858","3,011","3,619","3,212","9,036","3,305","4,352"
E07000146,East,King’s Lynn and West Norfolk,41.0,30.6,71.6,7,78,164,180,344,777,"1,122","3,999","5,897","4,810","117,813","14,343","3,188","4,395","3,597","9,357","3,701","5,407"
E07000147,East,North Norfolk,30.5,23.8,54.2,6,60,112,137,250,286,536,"3,686","5,784","4,605","48,145","8,908","2,940","4,180","3,352","7,422","3,456","5,328"
E07000148,East,Norwich,46.8,17.9,64.7,7,72,140,67,207,435,642,"2,995","3,747","3,202","61,517","8,943","2,488","2,878","2,577","8,085","2,664","3,392"
E07000149,East,South Norfolk,35.1,22.4,57.5,5,62,137,132,269,289,558,"3,912","5,895","4,685","57,386","8,930","3,199","4,343","3,551","8,477","3,641","4,894"
E07000200,East,Babergh,24.3,15.1,39.4,4,43,97,90,187,231,418,"3,979","5,952","4,737","59,063","9,633","3,235","4,366","3,581","9,171","3,680","4,847"
E07000201,East,Forest Heath,17.6,10.5,28.2,3,31,67,63,130,291,421,"3,798","6,000","4,623","98,247","13,533","3,034","4,208","3,360","9,879","3,484","5,047"
E07000202,East,Ipswich,39.9,20.3,60.2,5,65,135,89,224,296,520,"3,377","4,413","3,726","60,412","7,987","2,912","3,469","3,059","10,605","3,145","3,850"
E07000203,East,Mid Suffolk,24.3,18.4,42.7,4,47,101,112,213,278,490,"4,136","6,087","4,976","65,653","10,442","3,374","4,537","3,781","9,023","3,900","5,076"
E07000204,East,St Edmundsbury,30.6,16.8,47.4,5,52,115,89,204,358,562,"3,748","5,323","4,306","76,492","10,801","3,122","3,965","3,367","10,979","3,475","4,380"
E07000205,East,Suffolk Coastal,37.2,22.1,59.4,6,65,140,131,270,363,633,"3,749","5,904","4,552","63,841","9,729","3,091","4,313","3,429","9,188","3,530","4,948"
E07000206,East,Waveney,36.0,19.6,55.6,5,60,123,94,217,325,542,"3,433","4,774","3,907","69,533","8,993","2,915","3,544","3,099","8,556","3,174","4,224"
E09000007,London,Camden,95.6,6.7,102.2,26,128,325,36,361,"1,398","1,759","3,406","5,330","3,532","54,685","13,763","2,392","3,941","2,442","5,559","2,568","3,566"
E09000001,London,City of London,5.5,1.0,6.5,7,14,23,6,29,"2,303","2,331","4,126","5,585","4,355","322,913","170,447","2,993","4,730","3,197","22,177","5,999","8,277"
E09000012,London,Hackney,97.4,8.5,105.9,16,122,311,43,354,560,914,"3,193","5,107","3,346","34,463","7,488","2,456","4,091","2,528","5,249","2,616","3,263"
E09000013,London,Hammersmith and Fulham,78.0,6.1,84.1,13,97,259,33,292,695,987,"3,324","5,403","3,476","52,042","10,127","2,487","4,423","2,559","3,680","2,595","3,668"
E09000014,London,Haringey,79.0,27.6,106.7,9,116,271,101,372,413,785,"3,431","3,659","3,490","44,076","6,764","2,670","2,689","2,675","6,973","2,734","3,547"
E09000019,London,Islington,95.4,6.6,102.0,18,120,289,38,326,894,"1,221","3,025","5,680","3,198","50,551","10,194","2,335","4,811","2,407","4,961","2,481","3,310"
E09000020,London,Kensington and Chelsea,81.5,6.7,88.2,18,107,345,38,383,"1,127","1,510","4,228","5,701","4,340","61,010","14,153","2,604","4,047","2,674","3,899","2,730","4,965"
E09000022,London,Lambeth,128.3,8.8,137.1,18,155,400,50,451,682,"1,132","3,122","5,696","3,288","38,663","7,320","2,462","4,678","2,532","3,762","2,564","3,359"
E09000023,London,Lewisham,112.1,10.2,122.3,11,134,369,54,423,329,752,"3,291","5,312","3,459","29,221","5,632","2,716","4,555","2,802","4,431","2,836","3,489"
E09000025,London,Newham,99.3,8.9,108.2,10,118,339,47,386,"1,070","1,456","3,417","5,291","3,571","105,513","12,307","2,816","4,468","2,891","6,642","2,956","3,628"
E09000028,London,Southwark,117.3,13.9,131.2,17,149,372,83,455,"1,210","1,665","3,172","5,942","3,465","69,538","11,201","2,513","5,217","2,657","6,829","2,767","3,650"
E09000030,London,Tower Hamlets,100.1,15.2,115.4,16,132,318,94,412,"2,302","2,713","3,176","6,154","3,569","141,105","20,607","2,467","5,464","2,661","9,994","2,834","3,638"
E09000032,London,Wandsworth,127.5,11.2,138.7,16,154,442,65,507,486,993,"3,468","5,805","3,656","30,844","6,429","2,607","4,842","2,698","4,297","2,736","3,842"
E09000033,London,Westminster,110.7,11.9,122.6,41,164,429,72,502,"3,372","3,874","3,880","6,049","4,091","81,966","23,653","2,461","4,651","2,573","9,279","2,952","4,596"
E09000002,London,Barking and Dagenham,60.3,14.3,74.5,6,80,209,65,273,400,673,"3,460","4,539","3,666","71,351","8,396","2,977","3,506","3,057","8,176","3,108","3,770"
E09000003,London,Barnet,100.9,43.4,144.3,12,157,428,206,634,532,"1,166","4,241","4,748","4,394","43,223","7,444","3,246","3,590","3,335","8,263","3,414","4,500"
E09000004,London,Bexley,87.7,9.0,96.7,7,103,340,52,392,424,816,"3,874","5,798","4,053","63,281","7,891","3,368","5,101","3,463","8,278","3,519","4,130"
E09000005,London,Brent,95.2,19.7,114.9,14,128,342,94,436,673,"1,110","3,591","4,789","3,797","49,638","8,638","2,857","3,704","2,969","5,298","3,014","3,867"
E09000006,London,Bromley,119.7,18.0,137.7,11,149,478,94,572,443,"1,016","3,996","5,219","4,156","40,745","6,836","3,281","4,215","3,382","6,752","3,433","4,248"
E09000008,London,Croydon,119.2,31.4,150.6,12,163,462,148,610,646,"1,256","3,878","4,707","4,051","53,674","7,723","3,192","3,707","3,282","7,237","3,335","4,102"
E09000009,London,Ealing,120.2,11.2,131.4,12,144,430,60,490,928,"1,418","3,580","5,344","3,730","75,652","9,870","2,925","4,538","3,000","7,875","3,067","3,938"
E09000010,London,Enfield,86.5,38.5,125.0,9,134,333,175,508,551,"1,060","3,850","4,545","4,064","62,673","7,917","3,218","3,593","3,320","10,098","3,390","4,104"
E09000011,London,Greenwich,101.9,7.1,109.0,9,118,343,39,382,455,837,"3,364","5,566","3,507","50,984","7,100","2,817","4,761","2,878","6,326","2,923","3,663"
E09000015,London,Harrow,64.6,23.7,88.3,6,94,252,110,362,256,618,"3,903","4,633","4,098","41,480","6,539","3,184","3,562","3,274","9,793","3,347","4,226"
E09000016,London,Havering,80.4,22.1,102.5,7,110,316,103,419,404,823,"3,924","4,688","4,089","55,350","7,493","3,328","3,825","3,421","9,259","3,493","4,208"
E09000017,London,Hillingdon,92.3,16.0,108.3,8,117,357,81,439,"1,095","1,534","3,874","5,070","4,051","130,840","13,148","3,257","4,244","3,362","11,063","3,444","4,199"
E09000018,London,Hounslow,89.9,9.7,99.6,8,108,337,54,391,976,"1,366","3,747","5,548","3,922","115,237","12,642","3,049","5,019","3,153","9,261","3,225","4,001"
E09000021,London,Kingston upon Thames,54.4,11.7,66.2,6,73,217,57,274,328,602,"3,988","4,840","4,139","51,893","8,307","3,245","3,820","3,322","7,439","3,382","4,181"
E09000024,London,Merton,76.1,6.7,82.8,7,90,287,38,325,471,796,"3,775","5,590","3,923","62,864","8,812","3,035","4,739","3,117","6,865","3,182","4,098"
E09000026,London,Redbridge,93.1,8.6,101.7,8,110,367,49,416,274,690,"3,938","5,764","4,091","34,000","6,289","3,300","5,073","3,392","6,951","3,443","4,036"
E09000027,London,Richmond upon Thames,71.8,11.4,83.2,8,92,291,58,349,351,700,"4,055","5,119","4,201","41,645","7,647","3,148","3,883","3,227","6,411","3,292","4,299"
E09000029,London,Sutton,64.0,17.4,81.4,6,88,250,89,338,375,713,"3,900","5,092","4,155","60,366","8,135","3,256","4,287","3,421","6,208","3,468","4,230"
E09000031,London,Waltham Forest,87.9,11.9,99.8,9,109,304,58,362,343,705,"3,454","4,923","3,629","38,623","6,487","2,882","3,859","2,959","6,006","3,014","3,653"
E06000036,South East,Bracknell Forest,42.3,5.0,47.3,3,50,175,29,205,339,544,"4,145","5,871","4,326","115,772","10,828","3,498","5,217","3,614","10,372","3,670","4,301"
E06000043,South East,Brighton and Hove,90.4,36.1,126.5,14,141,306,151,457,569,"1,026","3,387","4,174","3,612","39,917","7,287","2,734","3,264","2,863","5,214","2,907","3,717"
E06000046,South East,Isle of Wight,60.4,10.8,71.2,7,79,212,64,276,288,564,"3,507","5,925","3,874","38,855","7,176","2,888","4,939","3,047","5,659","3,110","4,445"
E06000035,South East,Medway,87.0,25.0,112.0,8,120,326,111,438,434,872,"3,752","4,452","3,908","56,698","7,289","3,220","3,590","3,294","8,691","3,349","3,996"
E06000042,South East,Milton Keynes,70.5,35.2,105.7,8,114,257,154,411,"1,024","1,434","3,642","4,371","3,884","129,587","12,624","3,081","3,478","3,196","13,369","3,282","4,027"
E06000044,South East,Portsmouth,80.1,9.8,89.9,7,97,269,52,322,668,990,"3,362","5,359","3,579","92,723","10,195","2,865","4,544","2,965","8,574","3,031","3,710"
E06000038,South East,Reading,58.5,9.4,67.9,6,74,211,55,267,502,768,"3,613","5,890","3,928","78,217","10,337","3,014","5,268","3,189","9,146","3,271","4,183"
E06000039,South East,Slough,45.2,6.7,51.9,5,56,163,37,201,870,"1,071","3,617","5,578","3,870","189,370","18,964","3,058","5,104","3,211","10,877","3,279","3,860"
E06000045,South East,Southampton,89.2,16.4,105.7,9,114,307,95,402,577,979,"3,439","5,802","3,806","65,502","8,553","2,925","4,930","3,101","8,082","3,164","4,093"
E06000037,South East,West Berkshire,57.3,9.5,66.7,7,74,259,72,331,588,919,"4,520","7,586","4,955","84,813","12,470","3,677","6,425","3,886","10,169","3,996","5,198"
E06000040,South East,Windsor and Maidenhead,57.0,5.4,62.4,6,69,258,36,293,451,744,"4,515","6,584","4,694","69,482","10,789","3,549","5,465","3,648","10,018","3,750","4,933"
E06000041,South East,Wokingham,59.9,4.1,64.0,4,68,262,26,288,412,700,"4,373","6,396","4,502","98,841","10,271","3,677","5,544","3,754","11,392","3,823","4,650"
E07000004,South East,Aylesbury Vale,51.9,24.1,76.0,6,82,208,134,342,315,656,"4,006","5,550","4,497","49,305","7,968","3,289","4,201","3,519","10,032","3,607","4,700"
E07000005,South East,Chiltern,31.7,7.1,38.8,3,42,153,43,196,154,350,"4,834","6,021","5,051","47,253","8,316","3,839","4,507","3,947","10,133","4,043","5,246"
E07000006,South East,South Bucks,26.6,1.7,28.3,3,31,136,12,149,215,364,"5,131","7,224","5,255","73,728","11,662","3,928","5,764","4,003","11,508","4,139","5,467"
E07000007,South East,Wycombe,62.5,9.2,71.7,7,78,268,61,329,380,709,"4,292","6,637","4,592","56,403","9,044","3,527","5,567","3,698","9,737","3,792","4,797"
E07000061,South East,Eastbourne,34.6,13.3,47.9,5,53,113,58,172,200,372,"3,268","4,388","3,580","42,945","7,070","2,710","3,472","2,869","5,755","2,919","3,754"
E07000062,South East,Hastings,29.7,13.1,42.7,4,47,105,56,161,157,317,"3,527","4,290","3,760","38,679","6,781","2,920","3,385","3,044","5,050","3,085","3,873"
E07000063,South East,Lewes,31.3,13.0,44.3,4,48,117,69,185,161,347,"3,729","5,293","4,188","40,042","7,177","3,061","4,070","3,289","7,633","3,359","4,282"
E07000064,South East,Rother,30.3,14.4,44.7,5,49,118,82,200,163,362,"3,891","5,681","4,469","34,902","7,339","3,106","4,314","3,409","6,406","3,480","4,790"
E07000065,South East,Wealden,46.1,20.8,66.9,7,74,195,130,325,222,547,"4,231","6,251","4,860","33,028","7,431","3,340","4,647","3,662","8,100","3,761","4,966"
E07000084,South East,Basingstoke and Deane,67.8,6.3,74.0,6,80,272,44,316,539,855,"4,011","7,003","4,265","96,105","10,736","3,303","6,016","3,421","10,006","3,490","4,411"
E07000085,South East,East Hampshire,46.1,5.2,51.3,5,56,203,37,240,223,464,"4,414","7,140","4,689","45,749","8,256","3,583","5,880","3,721","9,014","3,814","4,981"
E07000086,South East,Eastleigh,50.0,4.0,54.0,4,58,187,23,210,324,534,"3,746","5,640","3,888","90,338","9,262","3,212","4,985","3,290","11,318","3,359","3,927"
E07000087,South East,Fareham,45.4,3.7,49.1,3,52,172,20,192,245,437,"3,793","5,388","3,914","74,190","8,333","3,255","4,728","3,325","10,998","3,400","4,009"
E07000088,South East,Gosport,32.1,5.1,37.2,2,40,111,28,139,148,287,"3,456","5,514","3,737","64,922","7,274","3,015","4,899","3,150","7,094","3,194","3,833"
E07000089,South East,Hart,34.7,2.9,37.6,3,41,155,18,173,174,347,"4,471","6,235","4,606","59,384","8,557","3,763","5,438","3,843","10,017","3,923","4,746"
E07000090,South East,Havant,50.0,4.5,54.5,3,58,187,24,211,221,433,"3,744","5,438","3,883","63,560","7,468","3,222","4,626","3,285","8,987","3,342","4,062"
E07000091,South East,New Forest,73.7,7.6,81.3,8,89,292,49,341,440,781,"3,963","6,416","4,193","58,476","8,793","3,244","5,308","3,347","7,878","3,427","4,367"
E07000092,South East,Rushmoor,35.0,3.5,38.5,3,41,130,18,149,263,411,"3,725","5,254","3,864","89,225","9,926","3,182","4,764","3,269","11,461","3,355","4,009"
E07000093,South East,Test Valley,46.3,5.7,52.0,5,57,195,44,239,343,583,"4,224","7,670","4,603","64,767","10,170","3,432","6,603","3,601","9,342","3,703","4,877"
E07000094,South East,Winchester,45.1,5.5,50.6,6,57,192,39,232,404,636,"4,272","7,081","4,579","67,773","11,249","3,374","5,860","3,525","8,342","3,625","4,808"
E07000105,South East,Ashford,37.1,14.1,51.2,5,56,150,78,228,291,519,"4,043","5,513","4,448","56,835","9,215","3,270","4,151","3,469","9,492","3,581","4,556"
E07000106,South East,Canterbury,50.3,14.8,65.1,6,71,185,72,257,319,577,"3,687","4,871","3,955","52,196","8,100","3,017","3,748","3,153","8,435","3,240","4,096"
E07000107,South East,Dartford,36.1,6.4,42.5,4,46,136,32,168,277,445,"3,769","4,981","3,951","75,940","9,640","3,198","4,145","3,307","10,383","3,378","4,035"
E07000108,South East,Dover,39.4,11.4,50.8,4,55,137,52,189,250,439,"3,486","4,554","3,726","56,157","7,947","2,883","3,498","3,001","6,730","3,059","3,859"
E07000109,South East,Gravesham,32.9,9.3,42.2,3,45,125,43,168,323,491,"3,806","4,613","3,984","104,911","10,842","3,194","3,697","3,294","8,036","3,358","4,059"
E07000110,South East,Maidstone,49.7,17.1,66.8,6,73,198,90,287,381,669,"3,972","5,251","4,299","62,259","9,166","3,241","3,992","3,404","9,576","3,494","4,363"
E07000111,South East,Sevenoaks,35.3,13.5,48.8,5,54,164,85,249,222,471,"4,651","6,307","5,109","45,533","8,778","3,690","4,687","3,911","8,583","4,008","5,193"
E07000112,South East,Shepway,35.4,14.2,49.6,5,55,128,70,199,238,437,"3,627","4,928","3,999","48,733","8,013","2,979","3,742","3,154","5,611","3,204","4,092"
E07000113,South East,Swale,45.0,13.9,58.9,5,64,176,66,241,418,660,"3,899","4,725","4,094","84,324","10,326","3,290","3,726","3,379","8,718","3,452","4,189"
E07000114,South East,Thanet,50.1,16.0,66.0,6,72,175,69,244,294,538,"3,504","4,308","3,698","52,034","7,506","2,910","3,393","3,009","5,807","3,057","3,991"
E07000115,South East,Tonbridge and Malling,39.1,11.9,51.0,4,55,160,64,224,303,527,"4,098","5,375","4,396","70,922","9,540","3,406","4,086","3,535","10,701","3,620","4,517"
E07000116,South East,Tunbridge Wells,32.1,15.9,48.0,5,53,135,92,227,300,527,"4,203","5,799","4,731","55,145","9,859","3,331","4,409","3,621","8,144","3,719","4,739"
E07000177,South East,Cherwell,51.0,9.4,60.5,6,66,212,61,272,469,741,"4,146","6,422","4,501","82,824","11,201","3,415","5,187","3,579","11,664","3,694","4,707"
E07000178,South East,Oxford,50.9,7.0,58.0,6,64,182,39,222,667,889,"3,581","5,630","3,829","102,741","13,799","2,956","4,895","3,076","10,390","3,191","3,997"
E07000179,South East,South Oxfordshire,50.6,9.3,59.9,6,66,228,65,293,496,789,"4,507","6,978","4,891","83,034","11,977","3,608","5,697","3,808","8,909","3,907","5,302"
E07000180,South East,Vale of White Horse,47.6,6.2,53.8,5,59,197,44,241,491,732,"4,136","7,160","4,485","94,113","12,400","3,397","6,246","3,562","9,083","3,647","4,724"
E07000181,South East,West Oxfordshire,41.5,6.2,47.7,5,53,181,45,226,301,527,"4,355","7,335","4,741","58,589","9,987","3,537","6,191","3,727","8,671","3,833","5,041"
E07000207,South East,Elmbridge,46.0,10.1,56.1,5,61,232,59,291,282,573,"5,046","5,854","5,191","53,646","9,341","3,819","4,478","3,920","8,590","4,006","5,420"
E07000208,South East,Epsom and Ewell,25.8,5.6,31.4,2,34,108,28,136,104,240,"4,186","5,025","4,336","47,280","7,153","3,540","4,072","3,614","8,636","3,670","4,456"
E07000209,South East,Guildford,44.7,11.9,56.6,5,62,197,67,264,371,635,"4,411","5,632","4,669","67,970","10,236","3,508","4,405","3,663","9,674","3,754","4,805"
