"Subnational electricity consumption, Great Britain, 2016",,,,,,,,,,,,,,,,,,,,,,,
"This table shows the electricity consumption and the number of electric meters by local authority. Country/region totals are shown where the local authority is specified as ""All local authorities"". ",,,,,,,,,,,,,,,,,,,,,,,
"Some consumption within given countries/regions could not be allocated to specific local authorities. This consumption is shown in the rows where ""Unallocated"" is specified in the local authority column.",,,,,,,,,,,,,,,,,,,,,,,
"Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].",,,,,,,,,,,,,,,,,,,,,,,
Code,Country or region,Local authority,"Number of meters
(thousands):
Domestic Standard","Number of meters
(thousands):
Domestic E7 
","Number of meters
(thousands):
All Domestic
","Number of meters
(thousands):
All Non-Domestic","Number of meters
(thousands):
All meters","Total consumption
(GWh):
Domestic Standard","Total consumption
(GWh):
Domestic E7","Total consumption
(GWh):
All Domestic
","Total consumption
(GWh):
All Non-Domestic","Total consumption
(GWh):
All meters","Mean consumption
(kWh per meter):
Domestic Standard","Mean consumption
(kWh per meter):
Domestic E7","Mean consumption
(kWh per meter):
All Domestic
","Mean consumption
(kWh per meter):
All Non-Domestic","Mean consumption
(kWh per meter):
All meters","Median consumption
(kWh per meter):
Domestic Standard","Median consumption
(kWh per meter):
Domestic E7","Median consumption
(kWh per meter):
All Domestic
","Median consumption
(kWh per meter):
All Non-Domestic","Median consumption
(kWh per meter):
All meters","Mean domestic
consumption
(kWh per household)"
E07000167,Yorkshire and The Humber,Ryedale,21.7,3.8,25.4,4.0,29.4,85.4,25.1,110.5,199.4,310.0,"3,939.7","6,665.4","4,343.8","50,270.8","10,537.8","3,065.8","5,126.7","3,208.1","7,469.0","3,353.8","4,669.5"
E07000168,Yorkshire and The Humber,Scarborough,50.8,7.7,58.5,6.5,65.0,165.6,40.7,206.3,295.5,501.8,"3,261.3","5,283.7","3,528.0","45,503.0","7,724.0","2,631.0","3,848.5","2,717.0","6,204.3","2,803.1","4,153.6"
E07000169,Yorkshire and The Humber,Selby,33.7,4.4,38.0,3.4,41.5,127.9,25.9,153.7,297.3,451.0,"3,798.1","5,907.1","4,040.7","86,344.2","10,871.4","3,145.6","4,200.9","3,215.3","8,289.0","3,298.4","4,250.0"
E08000016,Yorkshire and The Humber,Barnsley,107.1,2.2,109.2,6.6,115.8,344.6,12.1,356.7,558.6,915.3,"3,219.3","5,529.1","3,265.4","85,234.5","7,905.0","2,744.8","3,795.4","2,756.4","8,446.8","2,812.2","3,373.0"
E08000017,Yorkshire and The Humber,Doncaster,130.2,4.1,134.4,8.9,143.3,431.4,21.5,453.0,799.3,"1,252.2","3,312.5","5,191.6","3,370.4","89,874.3","8,739.4","2,822.0","3,863.7","2,841.7","9,458.6","2,910.1","3,519.0"
E08000018,Yorkshire and The Humber,Rotherham,113.1,3.7,116.8,7.1,123.8,361.8,18.4,380.2,628.3,"1,008.6","3,198.7","5,026.6","3,256.2","88,925.8","8,144.3","2,760.9","3,662.5","2,777.6","9,314.7","2,839.0","3,448.9"
E08000019,Yorkshire and The Humber,Sheffield,226.4,13.3,239.7,17.1,256.7,716.3,66.3,782.6,"1,426.1","2,208.7","3,164.1","4,993.0","3,265.5","83,611.3","8,603.6","2,676.7","4,004.7","2,719.2","9,634.0","2,793.4","3,294.3"
E08000032,Yorkshire and The Humber,Bradford,198.6,15.5,214.1,15.9,230.0,672.4,81.0,753.4,"1,023.1","1,776.5","3,385.8","5,221.1","3,518.8","64,480.0","7,724.6","2,860.7","4,075.5","2,907.1","8,571.2","2,979.7","3,750.0"
E08000033,Yorkshire and The Humber,Calderdale,87.9,7.0,95.0,7.4,102.4,300.5,39.5,339.9,482.2,822.2,"3,417.1","5,604.2","3,579.3","65,177.6","8,031.4","2,843.3","4,591.9","2,912.7","8,747.6","2,994.1","3,713.9"
E08000034,Yorkshire and The Humber,Kirklees,173.1,10.4,183.5,13.3,196.8,579.9,53.8,633.7,876.4,"1,510.1","3,350.5","5,156.2","3,453.2","65,694.8","7,671.6","2,818.4","3,924.4","2,851.4","9,113.3","2,924.8","3,566.8"
E08000035,Yorkshire and The Humber,Leeds,312.8,34.0,346.9,25.8,372.6,"1,055.7",176.1,"1,231.7","1,969.2","3,200.9","3,374.4","5,174.9","3,551.0","76,403.9","8,589.9","2,834.0","4,220.1","2,903.3","10,305.6","2,987.4","3,759.0"
E08000036,Yorkshire and The Humber,Wakefield,145.2,8.7,153.9,10.5,164.4,460.8,45.9,506.7,"1,142.1","1,648.8","3,174.5","5,255.5","3,292.5","109,132.1","10,031.2","2,722.0","4,247.8","2,762.0","9,563.7","2,829.7","3,493.6"
E06000015,East Midlands,Derby,67.8,41.9,109.7,7.7,117.4,218.9,158.0,376.9,645.2,"1,022.0","3,228.4","3,771.2","3,435.7","83,397.2","8,703.5","2,759.1","3,064.4","2,870.0","11,010.4","2,945.7","3,629.4"
E06000016,East Midlands,Leicester,93.5,39.4,132.9,12.5,145.4,301.9,152.0,453.8,887.7,"1,341.5","3,227.2","3,856.6","3,413.8","71,083.0","9,224.5","2,673.3","3,022.8","2,768.2","9,715.6","2,869.3","3,644.2"
E06000017,East Midlands,Rutland,9.7,7.3,17.0,1.8,18.8,36.2,38.1,74.3,263.7,338.0,"3,748.6","5,187.9","4,369.9","142,846.5","17,938.9","3,015.2","3,781.0","3,312.5","9,653.1","3,437.7","4,613.7"
E06000018,East Midlands,Nottingham,92.7,38.5,131.2,11.9,143.1,295.4,154.6,450.1,777.3,"1,227.4","3,187.3","4,015.7","3,430.4","65,367.0","8,578.0","2,669.9","3,153.0","2,801.0","9,371.1","2,891.3","3,501.2"
E06000061,East Midlands,North Northamptonshire,103.1,44.1,147.3,10.9,158.2,358.9,200.9,559.8,"1,025.3","1,585.1","3,480.4","4,551.6","3,801.6","93,954.3","10,021.6","2,945.7","3,509.9","3,094.4","10,669.9","3,166.9","3,987.5"
E06000062,East Midlands,West Northamptonshire,108.6,62.6,171.2,13.6,184.7,401.1,301.4,702.5,"1,055.5","1,758.0","3,693.2","4,818.4","4,104.4","77,837.0","9,517.0","3,055.0","3,640.8","3,240.5","10,956.3","3,330.3","4,311.3"
E07000032,East Midlands,Amber Valley,36.6,20.1,56.6,4.1,60.7,122.9,88.9,211.8,361.1,572.9,"3,362.1","4,427.8","3,740.0","88,939.2","9,438.3","2,830.5","3,436.3","3,014.8","10,545.2","3,102.2","3,906.8"
E07000033,East Midlands,Bolsover,27.2,8.4,35.5,2.1,37.6,87.9,32.5,120.4,223.8,344.2,"3,234.1","3,882.2","3,386.8","107,337.3","9,145.9","2,771.3","3,116.3","2,852.5","10,476.1","2,915.7","3,535.0"
E07000034,East Midlands,Chesterfield,35.9,13.0,48.9,4.2,53.1,108.3,47.9,156.2,233.3,389.6,"3,013.7","3,685.1","3,192.0","55,985.1","7,334.6","2,595.0","3,010.9","2,687.8","8,230.2","2,759.9","3,285.1"
E07000035,East Midlands,Derbyshire Dales,19.8,14.0,33.8,4.6,38.4,69.9,73.9,143.8,263.4,407.2,"3,528.8","5,291.7","4,257.7","56,823.3","10,602.2","2,829.6","3,863.3","3,192.1","9,161.2","3,360.8","4,565.6"
E07000036,East Midlands,Erewash,32.2,19.2,51.4,3.6,55.0,106.0,76.4,182.4,216.4,398.9,"3,297.3","3,972.8","3,550.1","60,137.4","7,254.1","2,802.8","3,207.1","2,950.9","9,482.0","3,026.3","3,621.2"
E07000037,East Midlands,High Peak,37.5,3.8,41.3,3.6,44.9,134.3,22.5,156.8,581.7,738.5,"3,577.8","5,968.0","3,795.6","162,862.7","16,456.3","3,026.6","4,338.2","3,098.6","9,669.5","3,199.3","3,903.4"
E07000038,East Midlands,North East Derbyshire,35.6,9.4,44.9,3.0,47.9,118.6,40.1,158.7,248.5,407.3,"3,334.7","4,279.2","3,531.7","84,133.4","8,502.3","2,817.8","3,317.0","2,910.3","8,607.9","2,970.6","3,596.9"
E07000039,East Midlands,South Derbyshire,27.2,15.2,42.3,2.7,45.1,96.8,69.8,166.6,364.8,531.4,"3,560.0","4,606.9","3,934.5","132,691.3","11,783.6","2,994.4","3,508.6","3,156.5","10,510.2","3,234.4","3,979.3"
E07000129,East Midlands,Blaby,25.6,16.3,41.8,2.4,44.3,88.2,67.8,156.0,249.8,405.8,"3,451.2","4,164.5","3,728.8","102,807.7","9,168.1","2,935.9","3,387.5","3,106.4","14,792.5","3,185.2","3,840.3"
E07000130,East Midlands,Charnwood,45.7,27.3,73.0,5.3,78.3,152.3,111.9,264.1,438.9,703.0,"3,329.0","4,104.4","3,618.6","82,296.2","8,975.6","2,790.0","3,265.3","2,958.7","10,733.1","3,041.4","3,739.0"
E07000131,East Midlands,Harborough,22.8,15.6,38.4,3.6,41.9,87.8,77.9,165.7,199.0,364.7,"3,854.4","4,999.6","4,319.6","55,674.2","8,696.3","3,162.1","3,817.3","3,408.4","10,575.4","3,526.2","4,459.8"
E07000132,East Midlands,Hinckley and Bosworth,29.2,20.6,49.8,3.7,53.5,101.6,88.7,190.3,251.0,441.3,"3,481.5","4,302.9","3,821.5","68,461.0","8,252.8","2,918.6","3,354.4","3,081.5","9,907.7","3,161.6","3,965.3"
E07000133,East Midlands,Melton,12.7,10.0,22.6,2.2,24.8,46.3,48.8,95.1,181.4,276.5,"3,659.1","4,898.8","4,205.1","83,439.8","11,154.0","2,978.9","3,712.9","3,268.7","9,240.7","3,362.3","4,313.2"
E07000134,East Midlands,North West Leicestershire,26.8,16.4,43.3,3.5,46.8,95.0,77.1,172.1,386.2,558.3,"3,539.0","4,693.5","3,977.4","110,506.4","11,940.1","2,983.8","3,585.8","3,190.9","11,233.0","3,287.9","4,160.9"
E07000135,East Midlands,Oadby and Wigston,14.3,8.9,23.2,1.5,24.7,47.7,35.1,82.7,101.9,184.6,"3,325.5","3,944.5","3,562.3","67,511.1","7,463.3","2,805.4","3,195.0","2,939.1","11,341.1","3,011.2","3,921.0"
E07000136,East Midlands,Boston,17.6,11.7,29.3,2.6,31.9,62.6,55.7,118.2,201.1,319.4,"3,557.3","4,746.4","4,032.9","76,714.7","9,999.4","2,907.9","3,611.5","3,157.0","9,432.1","3,250.4","4,217.9"
E07000137,East Midlands,East Lindsey,41.6,24.8,66.4,7.9,74.3,155.8,131.7,287.5,429.0,716.6,"3,744.8","5,310.4","4,329.6","54,398.7","9,644.3","3,010.8","3,830.9","3,256.4","7,203.0","3,356.2","4,583.6"
E07000138,East Midlands,Lincoln,28.9,14.7,43.6,3.7,47.2,87.3,53.4,140.7,262.9,403.6,"3,026.9","3,632.8","3,231.4","71,168.4","8,542.9","2,554.3","2,937.5","2,669.1","10,159.5","2,772.8","3,450.8"
E07000139,East Midlands,North Kesteven,30.1,20.2,50.3,4.1,54.4,106.8,95.6,202.5,270.2,472.6,"3,546.5","4,742.9","4,026.3","65,987.2","8,690.6","2,972.0","3,535.1","3,170.1","8,398.1","3,245.0","4,144.3"
E07000140,East Midlands,South Holland,22.8,17.4,40.3,3.8,44.1,87.7,86.8,174.6,332.3,506.8,"3,840.7","4,982.6","4,335.0","87,489.5","11,502.1","3,106.1","3,728.4","3,339.6","8,388.3","3,438.5","4,509.5"
E07000141,East Midlands,South Kesteven,37.7,24.9,62.7,5.5,68.1,134.4,125.1,259.5,386.2,645.7,"3,561.3","5,021.2","4,142.0","70,558.8","9,477.3","2,958.6","3,757.8","3,224.4","9,635.2","3,321.4","4,277.4"
E07000142,East Midlands,West Lindsey,33.2,8.9,42.1,4.0,46.1,122.1,46.0,168.1,212.1,380.3,"3,682.3","5,151.5","3,993.8","52,550.7","8,242.9","3,068.8","3,782.7","3,186.0","6,120.7","3,245.5","4,127.7"
E07000170,East Midlands,Ashfield,41.2,14.2,55.4,3.3,58.6,136.2,56.6,192.8,379.2,572.0,"3,305.0","3,999.1","3,482.5","115,759.4","9,755.5","2,827.5","3,196.4","2,913.7","10,854.0","2,979.4","3,611.2"
E07000171,East Midlands,Bassetlaw,37.4,13.9,51.3,4.5,55.7,131.1,64.9,195.9,352.9,548.8,"3,505.9","4,667.1","3,820.6","79,043.7","9,844.5","2,948.3","3,527.1","3,077.5","8,944.5","3,164.2","4,001.6"
E07000172,East Midlands,Broxtowe,32.7,16.8,49.6,3.1,52.7,106.7,68.1,174.9,160.8,335.7,"3,261.8","4,043.0","3,527.3","51,185.1","6,368.1","2,786.4","3,307.1","2,950.3","8,044.9","3,003.2","3,658.0"
E07000173,East Midlands,Gedling,33.1,19.4,52.5,2.7,55.2,113.3,82.5,195.8,151.5,347.3,"3,423.1","4,251.8","3,729.4","55,544.6","6,287.9","2,908.6","3,436.4","3,087.8","9,599.3","3,137.9","3,846.0"
E07000174,East Midlands,Mansfield,36.8,12.0,48.8,3.2,52.1,116.9,45.0,161.9,231.0,392.9,"3,174.5","3,742.8","3,314.3","71,728.4","7,545.1","2,723.6","3,038.2","2,803.6","10,179.7","2,861.6","3,498.2"
E07000175,East Midlands,Newark and Sherwood,35.1,18.0,53.1,4.6,57.7,126.0,83.1,209.1,324.4,533.4,"3,588.1","4,624.5","3,938.8","70,619.1","9,249.0","2,962.4","3,498.3","3,124.4","9,582.6","3,225.9","4,087.0"
E07000176,East Midlands,Rushcliffe,30.1,18.8,48.9,3.3,52.2,107.5,86.2,193.8,209.4,403.2,"3,578.3","4,579.1","3,963.8","63,515.1","7,726.7","2,977.8","3,565.7","3,182.9","9,077.5","3,250.6","4,092.9"
E06000019,West Midlands,"Herefordshire, County of",67.1,15.4,82.5,10.6,93.1,265.4,100.3,365.7,603.3,969.0,"3,953.4","6,519.2","4,431.6","56,959.2","10,406.9","3,196.8","5,171.2","3,408.9","6,812.7","3,513.7","4,509.0"
E06000020,West Midlands,Telford and Wrekin,67.8,6.0,73.8,5.4,79.2,229.7,29.4,259.0,608.6,867.7,"3,387.7","4,914.9","3,511.4","111,860.9","10,954.4","2,929.9","3,729.1","2,971.0","9,877.7","3,043.3","3,753.9"
E06000021,West Midlands,Stoke-on-Trent,104.6,9.1,113.7,8.2,121.9,330.6,42.8,373.5,575.7,949.2,"3,159.7","4,726.0","3,284.6","70,285.6","7,786.8","2,747.7","3,666.1","2,790.7","8,841.6","2,854.1","3,434.0"
E06000051,West Midlands,Shropshire,118.5,20.1,138.7,16.4,155.1,450.0,131.6,581.6,857.6,"1,439.2","3,796.4","6,534.0","4,194.0","52,198.3","9,279.0","3,101.6","5,080.3","3,260.1","7,498.3","3,369.4","4,293.7"
E07000192,West Midlands,Cannock Chase,38.0,4.6,42.6,3.2,45.8,136.3,23.4,159.8,188.6,348.3,"3,583.4","5,127.8","3,749.1","58,983.0","7,603.8","3,117.7","4,180.2","3,197.9","9,848.4","3,276.2","3,807.1"
E07000193,West Midlands,East Staffordshire,30.5,20.0,50.5,4.6,55.1,107.2,87.8,195.0,472.4,667.4,"3,513.0","4,393.7","3,861.3","102,490.2","12,110.5","2,899.2","3,383.3","3,072.3","11,319.7","3,179.2","3,991.1"
E07000194,West Midlands,Lichfield,37.6,6.4,44.0,3.7,47.7,144.9,35.7,180.6,252.5,433.1,"3,855.6","5,604.8","4,109.1","68,219.7","9,088.2","3,203.3","4,214.1","3,314.8","9,295.8","3,392.9","4,243.5"
E07000195,West Midlands,Newcastle-under-Lyme,50.4,4.7,55.1,3.7,58.8,170.2,24.9,195.2,269.0,464.2,"3,379.0","5,264.4","3,541.1","72,081.6","7,888.1","2,895.9","3,967.2","2,953.4","8,779.3","3,016.8","3,573.1"
E07000196,West Midlands,South Staffordshire,41.9,4.5,46.4,3.1,49.5,161.2,26.0,187.2,260.9,448.1,"3,851.0","5,754.1","4,036.7","83,851.2","9,054.0","3,230.1","4,236.0","3,295.7","9,765.9","3,368.0","4,067.4"
E07000197,West Midlands,Stafford,50.4,8.4,58.8,5.1,63.8,183.4,44.9,228.3,363.5,591.7,"3,638.1","5,367.5","3,883.9","71,845.0","9,269.8","3,048.9","4,026.1","3,141.4","9,694.6","3,229.7","3,954.2"
E07000198,West Midlands,Staffordshire Moorlands,39.2,4.4,43.6,3.9,47.6,143.4,26.4,169.8,330.2,500.0,"3,656.8","5,992.2","3,892.6","83,822.7","10,511.9","3,044.1","4,310.5","3,129.6","7,596.8","3,210.7","3,964.3"
E07000199,West Midlands,Tamworth,21.2,11.1,32.3,2.2,34.5,76.0,48.1,124.1,196.5,320.6,"3,577.9","4,334.3","3,837.5","90,257.4","9,287.9","3,117.2","3,586.4","3,258.0","12,333.2","3,338.0","3,859.3"
E07000218,West Midlands,North Warwickshire,18.8,9.1,27.9,2.6,30.5,71.1,44.2,115.4,417.7,533.0,"3,779.1","4,879.8","4,136.8","159,053.4","17,469.7","3,181.7","3,763.7","3,339.9","11,439.2","3,447.5","4,338.0"
E07000219,West Midlands,Nuneaton and Bedworth,36.6,20.2,56.8,3.5,60.2,124.5,82.7,207.3,225.1,432.4,"3,403.4","4,103.2","3,652.0","64,846.8","7,178.8","2,900.3","3,352.8","3,054.4","10,890.8","3,118.9","3,833.2"
E07000220,West Midlands,Rugby,29.1,16.6,45.7,3.6,49.4,105.6,76.3,181.8,497.4,679.2,"3,626.6","4,585.2","3,975.1","137,750.3","13,763.4","3,021.7","3,522.7","3,178.1","10,914.2","3,268.0","4,147.5"
E07000221,West Midlands,Stratford-on-Avon,41.5,15.5,57.0,6.3,63.3,174.7,100.4,275.1,362.9,638.1,"4,212.1","6,476.7","4,828.5","57,262.7","10,077.0","3,235.8","4,803.5","3,539.7","8,861.5","3,663.4","5,128.3"
E07000222,West Midlands,Warwick,38.5,24.0,62.5,5.8,68.3,136.3,115.1,251.5,394.2,645.7,"3,544.9","4,788.8","4,023.4","67,459.9","9,447.8","2,926.1","3,686.8","3,171.1","9,204.0","3,260.0","4,246.5"
E07000234,West Midlands,Bromsgrove,36.6,4.4,40.9,3.3,44.2,145.5,26.1,171.6,155.4,327.0,"3,979.6","5,973.7","4,192.6","46,941.1","7,392.3","3,340.8","4,750.7","3,433.5","8,790.3","3,517.4","4,316.1"
E07000235,West Midlands,Malvern Hills,28.7,5.8,34.6,3.5,38.1,117.0,39.2,156.2,138.4,294.7,"4,070.9","6,717.2","4,517.7","39,881.8","7,743.5","3,275.6","5,113.0","3,446.8","7,563.9","3,543.1","4,666.0"
E07000236,West Midlands,Redditch,32.9,3.3,36.2,2.5,38.6,117.9,15.9,133.8,224.8,358.7,"3,583.4","4,866.2","3,699.3","91,625.8","9,284.7","3,103.1","3,862.1","3,151.4","11,465.1","3,222.0","3,815.8"
E07000237,West Midlands,Worcester,39.7,5.7,45.4,3.6,48.9,136.1,28.2,164.3,249.9,414.1,"3,431.0","4,938.3","3,620.5","70,205.3","8,463.1","2,934.0","4,044.8","3,031.4","8,172.3","3,100.0","3,787.1"
E07000238,West Midlands,Wychavon,45.3,9.1,54.4,5.4,59.7,184.5,57.9,242.4,400.0,642.4,"4,073.2","6,378.3","4,457.8","74,698.6","10,756.0","3,293.2","4,917.5","3,460.9","8,998.2","3,558.8","4,649.4"
E07000239,West Midlands,Wyre Forest,39.9,5.3,45.2,3.5,48.7,148.5,28.3,176.8,199.4,376.2,"3,717.3","5,357.6","3,909.0","57,317.4","7,723.3","3,112.8","4,184.8","3,195.9","7,887.7","3,256.0","3,989.8"
E08000025,West Midlands,Birmingham,375.4,54.6,430.1,36.4,466.5,"1,322.7",277.6,"1,600.3","2,535.0","4,135.3","3,523.1","5,080.0","3,720.9","69,693.3","8,865.3","2,967.5","4,128.3","3,064.3","8,520.3","3,147.2","3,814.5"
E08000026,West Midlands,Coventry,98.8,40.2,139.0,8.8,147.8,325.5,167.6,493.2,813.3,"1,306.5","3,293.5","4,174.0","3,547.9","92,506.3","8,839.7","2,801.2","3,309.7","2,926.1","11,011.1","3,000.0","3,519.7"
E08000027,West Midlands,Dudley,121.5,15.3,136.8,9.8,146.6,425.4,73.6,499.0,548.8,"1,047.8","3,499.6","4,824.0","3,647.4","55,802.2","7,145.2","3,040.4","3,834.1","3,101.9","8,100.4","3,161.8","3,777.3"
E08000028,West Midlands,Sandwell,117.0,14.4,131.4,10.4,141.8,392.3,70.3,462.6,805.3,"1,267.9","3,352.3","4,880.3","3,519.8","77,489.0","8,940.3","2,875.6","3,814.0","2,940.8","8,825.1","3,007.2","3,707.9"
E08000029,West Midlands,Solihull,78.8,12.3,91.1,5.8,96.9,302.2,63.9,366.1,649.0,"1,015.1","3,835.8","5,180.4","4,017.9","112,785.0","10,478.7","3,279.7","4,088.5","3,354.5","9,537.6","3,416.9","4,128.7"
E08000030,West Midlands,Walsall,103.3,11.8,115.0,8.6,123.7,369.4,60.2,429.7,549.2,978.8,"3,577.5","5,117.7","3,735.0","63,500.6","7,913.9","3,074.5","4,079.1","3,141.5","7,379.4","3,194.5","3,887.0"
E08000031,West Midlands,Wolverhampton,94.7,13.6,108.3,8.5,116.8,325.3,72.2,397.5,546.0,943.5,"3,435.1","5,304.6","3,670.1","64,596.4","8,080.3","2,951.9","4,232.0","3,048.7","8,495.9","3,112.4","3,812.2"
E06000031,East,Peterborough,60.5,22.1,82.6,6.7,89.4,202.3,93.2,295.5,596.5,891.9,"3,342.1","4,213.7","3,575.4","88,390.4","9,978.5","2,805.4","3,269.6","2,919.8","9,636.2","2,996.1","3,828.5"
E06000032,East,Luton,59.5,18.6,78.0,5.3,83.3,204.8,81.9,286.7,416.4,703.1,"3,443.3","4,410.9","3,673.6","78,482.6","8,435.1","2,901.8","3,439.4","3,005.5","9,472.0","3,066.8","3,680.1"
E06000033,East,Southend-on-Sea,59.0,21.3,80.3,6.6,86.9,211.9,92.3,304.2,303.9,608.1,"3,590.4","4,337.9","3,788.5","45,779.1","6,995.1","3,005.8","3,459.7","3,109.5","8,210.2","3,189.5","3,980.0"
E06000034,East,Thurrock,47.3,20.5,67.7,4.5,72.3,179.8,100.4,280.2,680.5,960.7,"3,803.7","4,910.0","4,137.9","149,799.5","13,296.0","3,225.7","4,097.1","3,437.7","10,390.0","3,508.2","4,307.1"
E06000055,East,Bedford,52.1,20.1,72.3,5.8,78.1,185.5,100.8,286.3,424.5,710.8,"3,556.4","5,004.1","3,959.8","72,716.1","9,097.3","2,928.3","3,749.9","3,109.8","9,617.1","3,191.2","4,175.9"
E06000056,East,Central Bedfordshire,84.4,31.6,116.1,8.5,124.5,315.8,160.0,475.7,582.7,"1,058.5","3,739.8","5,055.8","4,098.6","68,866.4","8,499.4","3,123.0","3,860.6","3,288.7","9,119.2","3,357.2","4,204.7"
E07000008,East,Cambridge,39.0,13.8,52.8,6.0,58.8,121.6,57.6,179.1,556.6,735.8,"3,117.0","4,176.5","3,393.6","92,096.1","12,506.1","2,486.0","3,235.2","2,644.8","9,621.0","2,760.7","3,965.0"
E07000009,East,East Cambridgeshire,25.8,11.3,37.1,3.6,40.7,98.9,65.7,164.6,219.0,383.6,"3,830.8","5,829.7","4,438.1","61,368.4","9,433.8","3,132.9","4,291.5","3,400.4","8,007.9","3,488.0","4,509.3"
E07000010,East,Fenland,31.0,13.3,44.3,4.0,48.2,119.4,68.4,187.8,323.3,511.1,"3,851.1","5,161.3","4,243.6","81,603.9","10,599.4","3,150.7","3,915.7","3,334.2","8,119.4","3,412.5","4,438.8"
E07000011,East,Huntingdonshire,51.4,23.9,75.2,6.8,82.1,191.8,118.8,310.6,524.8,835.4,"3,734.0","4,975.3","4,127.8","76,879.9","10,178.9","3,092.9","3,723.3","3,260.6","8,669.0","3,338.5","4,261.6"
E07000012,East,South Cambridgeshire,45.3,20.0,65.3,5.7,71.0,179.2,116.9,296.0,490.9,787.0,"3,953.5","5,848.0","4,533.3","86,175.8","11,084.7","3,192.7","4,317.0","3,449.1","9,792.4","3,540.7","4,703.4"
E07000066,East,Basildon,58.1,19.7,77.8,5.8,83.6,219.4,96.5,315.9,446.4,762.3,"3,776.2","4,891.3","4,058.9","76,719.6","9,112.8","3,180.2","3,870.7","3,329.5","9,857.6","3,394.5","4,176.1"
E07000067,East,Braintree,43.3,20.2,63.5,5.6,69.1,168.1,110.4,278.6,284.8,563.4,"3,882.4","5,460.0","4,384.6","51,230.1","8,154.4","3,181.9","4,218.8","3,436.5","8,825.7","3,520.0","4,396.9"
E07000068,East,Brentwood,25.3,7.7,33.0,2.8,35.8,105.9,42.2,148.1,136.7,284.8,"4,190.6","5,447.9","4,485.4","49,289.6","7,957.9","3,321.4","4,225.5","3,503.3","10,863.1","3,620.6","4,675.1"
E07000069,East,Castle Point,28.5,9.3,37.8,2.2,40.0,115.8,46.6,162.4,84.6,247.0,"4,061.5","5,020.7","4,297.2","38,105.4","6,174.2","3,446.8","4,060.7","3,578.7","9,512.5","3,644.8","4,381.0"
E07000070,East,Chelmsford,51.8,22.1,73.8,5.8,79.6,206.1,116.5,322.6,397.3,719.9,"3,981.7","5,279.4","4,369.7","68,390.8","9,040.0","3,276.6","4,152.7","3,478.8","10,099.6","3,560.8","4,478.5"
E07000071,East,Colchester,56.2,23.0,79.1,6.9,86.0,203.1,114.0,317.1,374.6,691.7,"3,617.1","4,963.2","4,007.8","54,618.7","8,044.4","2,987.5","3,884.2","3,187.0","7,585.3","3,254.2","4,101.2"
E07000072,East,Epping Forest,44.7,10.8,55.5,5.1,60.6,196.5,61.2,257.7,199.7,457.3,"4,392.9","5,684.8","4,643.4","39,338.5","7,551.2","3,459.8","4,310.1","3,585.9","7,884.9","3,663.4","4,804.4"
E07000073,East,Harlow,28.2,8.7,36.9,2.9,39.8,95.9,33.5,129.4,233.9,363.3,"3,403.1","3,851.1","3,508.8","80,100.6","9,128.6","2,922.7","3,057.3","2,951.5","7,737.9","2,999.7","3,655.2"
E07000074,East,Maldon,18.2,9.3,27.5,2.6,30.2,79.8,56.6,136.4,131.1,267.5,"4,386.0","6,069.6","4,956.1","49,700.4","8,869.6","3,473.3","4,674.4","3,801.4","8,601.3","3,901.1","5,087.0"
E07000075,East,Rochford,26.4,8.7,35.1,2.4,37.5,107.8,43.6,151.4,122.4,273.8,"4,084.3","5,004.7","4,312.8","51,636.8","7,305.6","3,453.9","4,032.3","3,577.6","9,552.1","3,655.7","4,394.9"
E07000076,East,Tendring,48.5,20.2,68.7,5.5,74.2,171.1,101.5,272.6,228.4,501.0,"3,527.0","5,020.4","3,966.4","41,860.1","6,754.2","2,892.3","3,896.3","3,111.2","7,375.7","3,183.4","4,216.4"
E07000077,East,Uttlesford,25.5,10.4,35.9,3.7,39.5,112.7,64.8,177.5,222.5,400.1,"4,424.6","6,218.5","4,945.6","60,887.3","10,115.8","3,466.1","4,539.0","3,717.7","9,707.1","3,825.5","5,224.0"
E07000095,East,Broxbourne,29.4,11.2,40.6,3.1,43.7,113.4,53.8,167.2,249.6,416.8,"3,857.4","4,794.9","4,116.5","80,528.6","9,532.8","3,283.4","3,941.0","3,421.9","8,772.0","3,482.0","4,279.1"
E07000096,East,Dacorum,49.1,14.7,63.7,5.2,68.9,187.9,74.5,262.4,355.0,617.4,"3,829.6","5,077.7","4,116.8","68,379.4","8,958.1","3,137.1","3,915.2","3,282.3","8,426.9","3,343.4","4,158.1"
E07000098,East,Hertsmere,31.8,11.1,42.9,3.5,46.4,132.7,55.3,188.1,276.9,465.0,"4,176.2","4,990.6","4,386.8","79,026.4","10,026.4","3,334.2","3,864.1","3,456.1","10,570.3","3,546.7","4,591.0"
E07000099,East,North Hertfordshire,42.1,14.5,56.6,5.2,61.9,158.2,76.8,235.0,283.6,518.6,"3,759.7","5,283.1","4,151.0","54,064.0","8,384.3","3,085.8","4,162.4","3,298.7","9,677.3","3,398.5","4,237.3"
E07000102,East,Three Rivers,27.7,9.5,37.2,2.6,39.9,118.7,49.3,167.9,169.7,337.6,"4,279.2","5,192.9","4,512.2","64,383.7","8,470.7","3,453.9","4,052.0","3,586.4","9,457.6","3,659.5","4,520.3"
