"Subnational electricity consumption, Great Britain, 2018",,,,,,,,,,,,,,,,,,,,,,,
"This table shows the electricity consumption and the number of electric meters by local authority. Country/region totals are shown where the local authority is specified as ""All local authorities"". ",,,,,,,,,,,,,,,,,,,,,,,
"Some consumption within given countries/regions could not be allocated to specific local authorities. This consumption is shown in the rows where ""Unallocated"" is specified in the local authority column.",,,,,,,,,,,,,,,,,,,,,,,
"Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].",,,,,,,,,,,,,,,,,,,,,,,
Code,Country or region,Local authority,"Number of meters
(thousands):
Domestic Standard","Number of meters
(thousands):
Domestic E7 
","Number of meters
(thousands):
All Domestic
","Number of meters
(thousands):
All Non-Domestic","Number of meters
(thousands):
All meters","Total consumption
(GWh):
Domestic Standard","Total consumption
(GWh):
Domestic E7","Total consumption
(GWh):
All Domestic
","Total consumption
(GWh):
All Non-Domestic","Total consumption
(GWh):
All meters","Mean consumption
(kWh per meter):
Domestic Standard","Mean consumption
(kWh per meter):
Domestic E7","Mean consumption
(kWh per meter):
All Domestic
","Mean consumption
(kWh per meter):
All Non-Domestic","Mean consumption
(kWh per meter):
All meters","Median consumption
(kWh per meter):
Domestic Standard","Median consumption
(kWh per meter):
Domestic E7","Median consumption
(kWh per meter):
All Domestic
","Median consumption
(kWh per meter):
All Non-Domestic","Median consumption
(kWh per meter):
All meters","Mean domestic
consumption
(kWh per household)"
E12000008,South East,All local authorities,"3,279.2",637.3,"3,916.4",349.2,"4,265.6","12,098.5","3,371.4","15,469.9","22,022.3","37,492.2","3,689.5","5,290.3","3,950.0","63,073.3","8,789.5","2,931.6","4,050.2","3,056.8","7,343.5","3,130.0","4,121.1"
E12000009,South West,All local authorities,"2,213.7",352.1,"2,565.8",263.9,"2,829.7","7,768.1","2,194.5","9,962.6","13,473.1","23,435.7","3,509.2","6,232.0","3,882.8","51,052.7","8,282.0","2,830.6","5,143.3","2,986.0","6,641.0","3,069.7","4,153.1"
W92000004,Wales,All local authorities,"1,330.3",94.2,"1,424.4",131.8,"1,556.3","4,298.9",575.6,"4,874.5","9,893.2","14,767.8","3,231.6","6,113.1","3,422.1","75,043.6","9,489.3","2,724.9","4,737.5","2,784.9","6,864.8","2,865.9","3,587.5"
S92000003,Scotland (inc unallocated),All local authorities,"2,417.0",406.8,"2,823.8",230.4,"3,054.2","7,774.7","1,942.2","9,716.9","14,891.7","24,608.6","3,216.7","4,774.1","3,441.0","64,625.2","8,057.2","2,654.4","3,547.1","2,713.8","8,090.3","2,792.7","3,922.4"
Unallocated Great Britain,Great Britain (unallocated),Unallocated,22.7,1.3,24.1,21.8,45.9,77.6,7.4,85.0,"3,989.9","4,074.9","3,408.9","5,550.5","3,527.7","182,931.9","88,785.4","2,274.2","4,294.2","2,348.3","5,635.0","2,734.8",
Unallocated England and Wales,England and Wales (unallocated),Unallocated,17.4,1.2,18.6,19.0,37.6,62.5,6.6,69.1,"3,612.9","3,682.0","3,583.2","5,620.7","3,712.0","190,333.2","97,913.4","2,312.5","4,312.7","2,412.4","5,697.9","2,847.6",
Unallocated Scotland,Scotland (unallocated),Unallocated,5.3,0.2,5.5,2.8,8.3,15.0,0.8,15.8,377.0,392.9,"2,835.6","5,030.6","2,899.5","133,270.9","47,384.0","2,156.1","4,262.4","2,187.8","5,262.1","2,393.9",
E06000001,North East,Hartlepool,41.9,1.9,43.8,3.2,47.0,123.1,8.1,131.2,311.2,442.4,"2,939.3","4,276.2","2,997.1","97,023.6","9,415.2","2,533.1","3,226.4","2,547.4","5,879.4","2,590.7","3,146.6"
E06000002,North East,Middlesbrough,59.5,3.4,62.9,4.4,67.3,174.3,13.1,187.4,302.5,489.9,"2,929.9","3,869.7","2,980.3","68,260.9","7,278.6","2,543.9","2,814.2","2,553.4","8,107.9","2,615.5","3,278.4"
E06000003,North East,Redcar and Cleveland,61.7,3.2,64.9,3.9,68.8,180.5,13.9,194.4,599.4,793.8,"2,927.0","4,342.1","2,996.8","152,634.5","11,540.2","2,537.2","3,192.3","2,555.4","7,620.4","2,602.6","3,141.7"
E06000004,North East,Stockton-on-Tees,83.5,3.7,87.2,5.6,92.8,255.5,15.4,270.9,973.5,"1,244.5","3,060.6","4,176.0","3,107.9","172,704.0","13,408.0","2,643.4","3,114.9","2,654.3","9,435.1","2,718.7","3,298.7"
E06000005,North East,Darlington,47.7,3.2,50.9,3.9,54.8,145.5,15.8,161.2,246.9,408.1,"3,050.9","4,881.1","3,167.0","63,858.4","7,450.1","2,583.0","3,622.0","2,615.3","7,372.9","2,679.4","3,371.8"
E06000047,North East,County Durham,236.0,8.1,244.1,16.6,260.8,697.5,43.3,740.8,"1,141.2","1,882.0","2,955.3","5,342.8","3,034.7","68,625.3","7,217.6","2,516.6","3,798.3","2,535.0","7,317.1","2,595.5","3,187.1"
E06000057,North East,Northumberland,144.3,12.4,156.7,14.4,171.1,469.8,69.4,539.2,946.2,"1,485.4","3,254.7","5,614.6","3,441.0","65,686.6","8,681.1","2,662.9","4,092.6","2,713.9","7,044.9","2,796.6","3,763.8"
E08000021,North East,Newcastle upon Tyne,117.9,11.0,128.9,10.4,139.3,343.9,51.5,395.4,832.4,"1,227.8","2,916.0","4,681.1","3,066.8","80,424.6","8,815.4","2,439.1","3,793.0","2,493.6","8,251.7","2,563.7","3,200.9"
E08000022,North East,North Tyneside,94.4,5.4,99.7,6.0,105.7,265.9,23.5,289.4,449.6,739.0,"2,817.7","4,385.6","2,901.9","75,462.5","6,992.7","2,446.8","3,374.4","2,471.1","7,557.3","2,519.8","3,063.8"
E08000023,North East,South Tyneside,70.2,1.8,72.0,4.2,76.2,193.0,8.0,201.0,208.7,409.7,"2,750.6","4,371.3","2,791.5","50,198.3","5,379.0","2,385.8","3,439.8","2,397.7","6,691.6","2,442.9","2,912.7"
E08000024,North East,Sunderland,124.5,5.0,129.4,8.3,137.7,357.3,21.8,379.1,847.4,"1,226.4","2,870.1","4,390.7","2,928.4","102,043.2","8,903.5","2,485.6","3,383.4","2,502.0","8,135.4","2,559.9","3,114.8"
E08000037,North East,Gateshead,89.0,5.0,94.0,6.6,100.6,255.8,22.4,278.2,546.4,824.5,"2,873.3","4,467.8","2,958.3","83,096.7","8,195.6","2,481.4","3,441.5","2,504.6","9,656.4","2,576.2","3,090.4"
E06000006,North West,Halton,55.2,1.5,56.7,3.7,60.4,174.8,7.6,182.4,523.9,706.4,"3,169.5","5,053.6","3,219.6","141,644.8","11,701.7","2,775.6","4,024.4","2,792.2","8,777.9","2,847.3","3,302.0"
E06000007,North West,Warrington,88.0,3.7,91.7,6.5,98.2,289.2,19.9,309.2,591.8,900.9,"3,287.9","5,347.3","3,371.6","91,633.6","9,178.4","2,818.4","4,312.3","2,854.5","9,989.6","2,922.8","3,431.6"
E06000008,North West,Blackburn with Darwen,57.0,3.6,60.7,5.1,65.8,184.6,18.6,203.2,388.1,591.4,"3,237.2","5,126.9","3,350.2","75,981.0","8,990.6","2,736.7","3,701.6","2,771.8","9,008.5","2,857.4","3,551.1"
E06000009,North West,Blackpool,60.1,7.1,67.1,7.1,74.3,195.4,35.8,231.2,287.5,518.8,"3,253.7","5,071.0","3,444.9","40,278.3","6,985.8","2,706.8","3,987.1","2,784.1","6,581.6","2,863.5","3,676.7"
E06000049,North West,Cheshire East,160.9,13.8,174.6,14.6,189.2,586.4,86.0,672.5,"1,026.5","1,699.0","3,645.2","6,253.4","3,850.6","70,411.0","8,979.0","2,942.8","4,761.7","3,021.6","9,431.8","3,116.0","4,037.2"
E06000050,North West,Cheshire West and Chester,147.3,8.8,156.1,12.1,168.3,505.0,52.3,557.4,"1,583.9","2,141.2","3,427.9","5,929.9","3,569.4","130,821.9","12,726.1","2,866.9","4,743.7","2,920.6","9,686.9","3,006.8","3,779.2"
E07000026,North West,Allerdale,42.4,4.3,46.8,5.7,52.4,140.5,29.3,169.8,276.2,446.1,"3,313.1","6,746.4","3,632.1","48,891.0","8,511.3","2,767.7","5,002.1","2,859.6","7,974.8","2,978.7","3,906.8"
E07000027,North West,Barrow-in-Furness,31.3,1.8,33.2,2.5,35.6,93.8,9.0,102.8,351.6,454.4,"2,993.7","4,941.6","3,100.4","141,608.6","12,749.0","2,584.6","3,417.8","2,613.0","6,160.3","2,657.8","3,292.4"
E07000028,North West,Carlisle,47.2,4.4,51.6,5.4,57.0,155.2,28.2,183.4,384.6,568.0,"3,288.0","6,416.0","3,554.0","70,761.6","9,958.4","2,709.2","5,103.7","2,800.5","7,600.2","2,894.1","3,721.6"
E07000029,North West,Copeland,30.0,3.2,33.2,2.9,36.1,98.4,21.4,119.8,103.2,223.0,"3,279.6","6,640.9","3,605.3","35,549.5","6,172.9","2,785.5","4,905.7","2,877.3","7,331.2","2,952.2","4,014.1"
E07000030,North West,Eden,20.6,5.2,25.8,4.5,30.3,80.0,39.7,119.7,255.4,375.1,"3,888.6","7,654.9","4,646.9","56,680.4","12,394.1","3,043.1","6,297.7","3,352.6","7,962.0","3,538.6","5,008.7"
E07000031,North West,South Lakeland,45.7,8.8,54.5,8.0,62.5,163.2,62.7,225.9,344.0,569.9,"3,571.5","7,128.8","4,145.7","43,077.4","9,122.4","2,793.8","5,482.3","2,993.2","7,710.1","3,148.3","4,737.5"
E07000117,North West,Burnley,39.2,2.0,41.2,3.3,44.5,120.8,10.4,131.2,206.8,337.9,"3,079.0","5,232.7","3,182.9","63,154.2","7,596.6","2,633.1","4,057.0","2,667.1","8,370.3","2,734.2","3,456.2"
E07000118,North West,Chorley,47.6,2.8,50.4,3.5,53.9,162.7,16.2,178.9,197.2,376.2,"3,420.2","5,713.4","3,549.5","56,854.8","6,981.3","2,885.0","4,389.6","2,928.1","8,991.9","2,998.2","3,611.3"
E07000119,North West,Fylde,33.9,4.7,38.6,3.5,42.1,118.6,26.9,145.5,222.3,367.8,"3,497.5","5,750.6","3,770.7","64,072.7","8,745.9","2,840.1","4,928.8","2,971.4","7,116.3","3,058.3","3,863.6"
E07000120,North West,Hyndburn,34.7,1.9,36.6,3.0,39.6,105.6,9.3,114.8,177.9,292.7,"3,044.3","4,796.7","3,136.9","59,002.9","7,388.0","2,623.5","3,323.1","2,646.9","7,558.4","2,718.9","3,290.7"
E07000121,North West,Lancaster,57.2,6.0,63.2,5.8,69.0,185.1,35.5,220.6,314.0,534.7,"3,234.4","5,911.9","3,488.9","54,228.3","7,745.7","2,670.7","4,667.3","2,767.0","7,356.4","2,848.4","3,702.3"
E07000122,North West,Pendle,37.9,2.3,40.2,3.3,43.5,119.9,11.9,131.8,227.1,358.9,"3,165.4","5,181.0","3,280.6","68,277.9","8,249.0","2,626.9","3,626.8","2,659.4","6,549.3","2,723.1","3,430.8"
E07000123,North West,Preston,56.6,5.0,61.7,5.8,67.4,183.7,26.2,209.9,338.4,548.3,"3,244.3","5,196.6","3,404.2","58,671.8","8,132.2","2,705.5","4,020.9","2,764.2","8,366.4","2,859.8","3,613.9"
E07000124,North West,Ribble Valley,24.4,2.1,26.4,2.9,29.4,93.6,15.4,109.1,325.8,434.8,"3,842.0","7,484.1","4,126.0","111,716.8","14,814.4","3,008.5","5,446.1","3,092.9","8,488.2","3,214.6","4,194.9"
E07000125,North West,Rossendale,30.2,1.8,31.9,2.6,34.5,103.8,10.0,113.8,183.6,297.4,"3,442.2","5,649.2","3,564.8","70,785.8","8,616.3","2,871.7","4,312.9","2,920.2","7,399.5","2,987.6","3,732.7"
E07000126,North West,South Ribble,46.8,2.5,49.3,3.5,52.8,156.5,14.6,171.1,286.5,457.7,"3,346.5","5,824.5","3,472.8","81,151.9","8,666.8","2,876.6","4,656.6","2,919.6","9,222.5","2,995.3","3,609.3"
E07000127,North West,West Lancashire,45.2,3.4,48.6,3.9,52.6,165.6,19.3,184.9,367.9,552.7,"3,659.8","5,690.3","3,801.5","93,174.3","10,512.7","3,059.6","4,156.9","3,094.9","9,483.5","3,184.0","3,972.8"
E07000128,North West,Wyre,46.2,4.6,50.8,4.4,55.2,157.4,26.8,184.1,305.0,489.1,"3,409.7","5,760.3","3,624.7","68,789.7","8,856.0","2,837.6","4,595.0","2,918.5","7,216.5","2,996.8","3,739.8"
E08000001,North West,Bolton,115.4,9.2,124.7,8.4,133.0,373.4,48.2,421.6,519.8,941.4,"3,235.1","5,215.8","3,381.9","61,975.6","7,075.7","2,757.4","4,083.5","2,811.7","8,343.6","2,875.5","3,525.2"
E08000002,North West,Bury,78.3,5.6,83.9,5.6,89.5,259.4,28.9,288.3,340.4,628.7,"3,314.0","5,141.2","3,436.6","61,161.7","7,027.1","2,802.0","4,051.9","2,845.4","8,486.2","2,913.0","3,577.0"
E08000003,North West,Manchester,202.5,23.4,225.9,19.5,245.4,651.4,131.5,782.9,"1,830.2","2,613.1","3,216.0","5,626.8","3,465.5","94,092.4","10,649.6","2,640.5","4,888.0","2,774.4","9,367.5","2,874.3","3,631.4"
E08000004,North West,Oldham,92.5,4.1,96.6,6.5,103.0,293.8,20.6,314.4,433.9,748.3,"3,176.4","5,043.8","3,255.5","67,273.4","7,263.5","2,722.6","3,870.7","2,747.6","8,634.7","2,809.7","3,375.9"
E08000005,North West,Rochdale,89.2,4.8,94.0,6.4,100.4,288.2,24.7,312.9,486.8,799.7,"3,230.9","5,150.2","3,328.8","75,780.4","7,964.1","2,751.5","4,109.3","2,784.4","8,940.2","2,852.2","3,430.6"
E08000006,North West,Salford,107.8,11.5,119.4,8.3,127.7,355.1,61.2,416.3,592.9,"1,009.2","3,292.6","5,311.3","3,487.5","71,611.1","7,905.7","2,744.4","4,516.2","2,839.6","9,068.7","2,912.4","3,708.0"
E08000007,North West,Stockport,119.6,10.4,130.0,9.0,139.0,405.4,53.8,459.2,526.7,985.9,"3,388.7","5,187.4","3,532.1","58,469.5","7,092.2","2,890.7","4,246.8","2,952.5","9,099.1","3,024.8","3,661.4"
E08000008,North West,Tameside,97.5,5.1,102.6,6.4,109.1,304.6,25.9,330.5,415.2,745.7,"3,124.0","5,050.3","3,220.4","64,531.0","6,837.3","2,682.8","3,891.2","2,711.0","8,857.1","2,768.6","3,381.9"
E08000009,North West,Trafford,91.6,8.0,99.6,8.3,107.8,323.1,42.8,365.9,"1,003.4","1,369.3","3,527.8","5,364.9","3,674.9","121,429.7","12,698.2","2,943.3","4,419.8","3,007.0","10,423.3","3,099.6","3,773.3"
E08000010,North West,Wigan,137.5,7.6,145.1,8.6,153.6,435.8,37.3,473.1,631.0,"1,104.1","3,170.1","4,908.7","3,261.2","73,631.5","7,186.2","2,743.8","3,770.5","2,772.7","8,563.2","2,828.5","3,316.7"
E08000011,North West,Knowsley,65.6,1.5,67.1,3.1,70.2,203.9,7.3,211.2,495.9,707.1,"3,107.2","4,855.6","3,146.3","159,504.0","10,068.6","2,754.4","3,500.6","2,764.2","9,441.3","2,812.0","3,358.5"
E08000012,North West,Liverpool,209.2,11.3,220.6,15.5,236.1,623.2,60.6,683.8,"1,205.6","1,889.4","2,978.8","5,347.2","3,100.6","77,599.3","8,003.0","2,513.7","4,395.8","2,560.5","7,913.6","2,628.7","3,119.5"
E08000013,North West,St. Helens,80.1,2.3,82.4,4.8,87.2,248.4,10.9,259.3,465.0,724.3,"3,101.9","4,740.5","3,147.5","95,918.9","8,304.2","2,688.0","3,688.8","2,702.9","8,232.1","2,752.3","3,280.1"
E08000014,North West,Sefton,121.2,5.9,127.2,8.3,135.4,388.9,29.4,418.3,413.2,831.5,"3,208.5","4,957.5","3,290.1","49,977.4","6,140.3","2,730.0","4,143.0","2,764.9","7,050.7","2,821.3","3,476.3"
E08000015,North West,Wirral,142.9,6.5,149.4,9.3,158.7,457.8,31.9,489.6,516.8,"1,006.5","3,203.6","4,871.3","3,276.6","55,541.5","6,340.3","2,752.5","3,838.4","2,779.1","6,999.5","2,837.2","3,417.4"
E06000010,Yorkshire and The Humber,"Kingston upon Hull, City of",113.0,8.3,121.3,8.9,130.1,328.6,36.7,365.3,740.8,"1,106.1","2,908.1","4,443.6","3,012.7","83,279.7","8,498.7","2,480.7","3,315.0","2,509.5","9,544.7","2,585.0","3,222.1"
E06000011,Yorkshire and The Humber,East Riding of Yorkshire,143.9,12.0,155.9,14.1,170.0,495.3,68.7,564.0,"1,028.1","1,592.0","3,441.2","5,739.4","3,617.6","72,927.5","9,365.4","2,804.5","4,310.4","2,862.9","7,217.3","2,943.6","3,824.5"
E06000012,Yorkshire and The Humber,North East Lincolnshire,69.3,3.4,72.7,5.1,77.8,220.4,17.4,237.8,602.3,840.1,"3,182.5","5,070.5","3,271.5","118,823.2","10,804.5","2,700.0","3,735.1","2,729.6","7,758.2","2,787.6","3,371.7"
E06000013,Yorkshire and The Humber,North Lincolnshire,71.5,3.3,74.8,6.3,81.1,235.4,19.0,254.4,951.9,"1,206.3","3,290.6","5,758.2","3,399.4","150,858.3","14,866.9","2,752.2","4,415.3","2,789.4","7,683.6","2,862.1","3,484.5"
E06000014,Yorkshire and The Humber,York,80.9,9.0,89.9,7.8,97.7,261.4,43.4,304.8,436.4,741.2,"3,232.6","4,795.5","3,389.8","56,023.0","7,586.2","2,660.9","3,732.8","2,719.5","9,005.6","2,810.9","3,505.9"
E07000163,Yorkshire and The Humber,Craven,24.1,3.0,27.0,3.8,30.9,85.4,22.4,107.8,148.2,256.0,"3,545.4","7,554.3","3,984.9","38,819.3","8,294.6","2,786.5","5,760.0","2,916.5","7,961.2","3,073.8","4,160.1"
E07000164,Yorkshire and The Humber,Hambleton,36.1,5.1,41.3,5.6,46.8,137.7,31.3,169.0,292.5,461.6,"3,814.5","6,082.6","4,097.3","52,312.1","9,852.7","2,974.7","4,763.8","3,091.1","7,918.8","3,230.0","4,190.3"
E07000165,Yorkshire and The Humber,Harrogate,65.4,6.7,72.1,8.4,80.5,249.6,42.1,291.7,505.5,797.2,"3,816.3","6,257.6","4,044.0","60,459.8","9,904.3","2,927.0","4,652.2","3,007.6","7,584.9","3,122.5","4,196.0"
E07000166,Yorkshire and The Humber,Richmondshire,19.9,3.4,23.4,3.2,26.6,74.2,22.5,96.7,126.9,223.6,"3,719.9","6,554.6","4,136.2","39,851.0","8,418.5","2,935.5","4,989.5","3,063.3","6,876.1","3,187.7","4,322.4"
E07000167,Yorkshire and The Humber,Ryedale,22.2,3.6,25.8,4.1,29.9,84.2,23.2,107.4,208.1,315.5,"3,789.8","6,509.1","4,166.1","50,671.9","10,556.8","2,878.2","5,015.7","3,025.4","6,882.0","3,171.0","4,418.9"
E07000168,Yorkshire and The Humber,Scarborough,51.7,7.1,58.8,6.9,65.7,160.0,37.0,197.0,295.2,492.2,"3,095.2","5,189.6","3,348.9","43,069.7","7,492.8","2,448.0","3,780.3","2,534.4","5,552.4","2,616.7","3,927.3"
E07000169,Yorkshire and The Humber,Selby,35.2,4.0,39.2,3.5,42.8,127.3,23.5,150.7,304.6,455.3,"3,612.3","5,873.1","3,842.5","86,023.8","10,647.9","2,926.8","4,052.7","2,989.5","7,543.7","3,071.4","4,061.9"
E08000016,Yorkshire and The Humber,Barnsley,108.9,2.0,110.9,6.9,117.7,337.0,10.9,348.0,573.7,921.6,"3,096.0","5,491.2","3,139.0","83,465.6","7,828.6","2,599.8","3,815.7","2,611.2","7,520.9","2,669.2","3,228.5"
E08000017,Yorkshire and The Humber,Doncaster,132.4,3.9,136.2,9.5,145.8,422.0,19.5,441.5,835.7,"1,277.2","3,188.2","5,046.4","3,241.1","87,531.1","8,761.2","2,675.2","3,758.7","2,693.7","7,982.2","2,764.1","3,386.0"
E08000018,Yorkshire and The Humber,Rotherham,113.9,3.4,117.3,7.5,124.8,351.5,16.5,368.0,641.9,"1,009.9","3,085.9","4,890.6","3,137.8","85,371.3","8,092.8","2,634.4","3,496.5","2,648.5","7,808.6","2,708.8","3,304.3"
E08000019,Yorkshire and The Humber,Sheffield,228.7,12.4,241.1,18.3,259.4,694.1,61.7,755.8,"1,420.6","2,176.4","3,035.7","4,975.1","3,135.5","77,649.9","8,391.7","2,538.8","3,942.3","2,581.6","8,285.6","2,658.8","3,130.1"
E08000032,Yorkshire and The Humber,Bradford,201.4,14.3,215.7,16.6,232.3,658.4,72.5,730.9,992.5,"1,723.5","3,269.1","5,074.4","3,388.6","59,932.2","7,420.3","2,719.7","3,857.0","2,760.3","7,715.7","2,839.0","3,607.5"
E08000033,Yorkshire and The Humber,Calderdale,88.7,6.6,95.4,7.8,103.1,291.0,36.5,327.5,486.9,814.5,"3,279.0","5,523.6","3,434.6","62,812.8","7,898.7","2,676.5","4,489.6","2,740.1","7,714.6","2,823.8","3,535.2"
E08000034,Yorkshire and The Humber,Kirklees,175.1,9.8,184.9,14.0,198.9,563.2,49.0,612.1,856.4,"1,468.6","3,216.4","5,013.8","3,311.4","61,115.3","7,384.3","2,666.4","3,830.2","2,697.1","7,897.2","2,773.4","3,411.7"
E08000035,Yorkshire and The Humber,Leeds,318.3,31.5,349.8,27.0,376.8,"1,028.0",162.6,"1,190.7","2,078.9","3,269.5","3,229.7","5,162.1","3,403.8","77,060.1","8,677.4","2,678.2","4,183.5","2,744.5","9,118.1","2,832.2","3,599.5"
E08000036,Yorkshire and The Humber,Wakefield,148.8,8.1,156.9,11.0,167.9,452.9,42.9,495.8,"1,136.0","1,631.7","3,044.0","5,266.3","3,159.3","103,732.1","9,720.2","2,582.4","4,179.1","2,618.4","8,307.5","2,685.9","3,339.8"
E06000015,East Midlands,Derby,72.1,38.1,110.1,8.2,118.3,226.2,141.4,367.5,654.2,"1,021.7","3,138.9","3,713.4","3,337.5","80,190.1","8,638.2","2,644.1","2,966.0","2,746.7","9,372.3","2,824.3","3,529.8"
E06000016,East Midlands,Leicester,98.4,35.8,134.2,13.1,147.3,310.8,137.0,447.8,890.0,"1,337.8","3,158.9","3,822.8","3,336.2","67,873.4","9,079.7","2,576.3","2,938.4","2,661.2","8,518.1","2,761.1","3,593.1"
E06000017,East Midlands,Rutland,10.4,6.9,17.3,1.9,19.2,37.8,35.8,73.6,267.8,341.4,"3,625.9","5,209.0","4,254.6","139,716.5","17,775.4","2,867.7","3,704.3","3,150.9","9,115.6","3,281.4","4,444.0"
E06000018,East Midlands,Nottingham,96.9,34.5,131.5,12.4,143.9,300.2,136.6,436.8,790.0,"1,226.8","3,097.0","3,956.0","3,322.6","63,610.8","8,526.4","2,568.6","3,058.4","2,680.7","8,166.2","2,771.4","3,361.8"
E06000061,East Midlands,North Northamptonshire,110.1,40.0,150.1,11.5,161.6,366.6,181.2,547.9,"1,046.8","1,594.7","3,330.2","4,526.6","3,649.2","91,201.8","9,867.4","2,780.0","3,409.9","2,916.8","9,225.0","2,993.4","3,801.2"
