"Subnational electricity consumption, Great Britain, 2013",,,,,,,,,,,,,,,,,,,,,,,
"This table shows the electricity consumption and the number of electric meters by local authority. Country/region totals are shown where the local authority is specified as ""All local authorities"". ",,,,,,,,,,,,,,,,,,,,,,,
"Some consumption within given countries/regions could not be allocated to specific local authorities. This consumption is shown in the rows where ""Unallocated"" is specified in the local authority column.",,,,,,,,,,,,,,,,,,,,,,,
"Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].",,,,,,,,,,,,,,,,,,,,,,,
Code,Country or region,Local authority,"Number of meters
(thousands):
Domestic Standard","Number of meters
(thousands):
Domestic E7 
","Number of meters
(thousands):
All Domestic
","Number of meters
(thousands):
All Non-Domestic","Number of meters
(thousands):
All meters","Total consumption
(GWh):
Domestic Standard","Total consumption
(GWh):
Domestic E7","Total consumption
(GWh):
All Domestic
","Total consumption
(GWh):
All Non-Domestic","Total consumption
(GWh):
All meters","Mean consumption
(kWh per meter):
Domestic Standard","Mean consumption
(kWh per meter):
Domestic E7","Mean consumption
(kWh per meter):
All Domestic
","Mean consumption
(kWh per meter):
All Non-Domestic","Mean consumption
(kWh per meter):
All meters","Median consumption
(kWh per meter):
Domestic Standard","Median consumption
(kWh per meter):
Domestic E7","Median consumption
(kWh per meter):
All Domestic
","Median consumption
(kWh per meter):
All Non-Domestic","Median consumption
(kWh per meter):
All meters","Mean domestic
consumption
(kWh per household)"
S92000003,Scotland,All local authorities,"2,294.7",470.7,"2,765.3",214,"2,979","8,171","2,482","10,653","15,220","25,873","3,561","5,273","3,852","71,204","8,685","3,033","4,159","3,133","9,360","3,216","4,438"
Unallocated,Unallocated,All local authorities,45.6,4.0,49.6,24,73,160,20,180,"4,737","4,917","3,513","4,842","3,621","201,441","67,211","2,721","3,928","2,780","8,207","3,101",
E06000047,North East,County Durham,227.4,10.2,237.6,15,253,746,58,804,"1,168","1,971","3,281","5,649","3,383","76,227","7,794","2,871","4,271","2,895","8,425","2,953","3,573"
E06000005,North East,Darlington,45.2,4.0,49.3,3,53,153,20,173,246,419,"3,387","5,008","3,519","70,944","7,953","2,939","3,954","2,979","8,654","3,049","3,718"
E06000001,North East,Hartlepool,40.0,2.2,42.3,3,45,132,10,142,315,458,"3,296","4,590","3,365","107,861","10,124","2,892","3,468","2,913","6,922","2,958","3,491"
E06000002,North East,Middlesbrough,56.4,4.3,60.8,4,65,185,19,205,290,495,"3,285","4,477","3,370","71,631","7,632","2,896","3,547","2,924","9,629","2,987","3,605"
E06000057,North East,Northumberland,136.1,14.9,151.0,13,164,488,86,574,909,"1,483","3,583","5,787","3,801","68,801","9,029","3,050","4,381","3,114","7,533","3,190","4,127"
E06000003,North East,Redcar and Cleveland,58.9,4.1,63.0,4,67,194,19,213,814,"1,027","3,295","4,656","3,383","225,724","15,435","2,916","3,521","2,934","8,428","2,986","3,564"
E06000004,North East,Stockton-on-Tees,79.8,4.4,84.2,5,89,273,20,292,"1,019","1,312","3,416","4,479","3,471","196,805","14,666","3,022","3,360","3,032","10,603","3,095","3,666"
E08000037,North East,Gateshead,87.1,5.8,92.9,6,99,279,27,307,535,842,"3,204","4,754","3,301","87,161","8,498","2,815","3,934","2,847","11,337","2,918","3,454"
E08000021,North East,Newcastle upon Tyne,112.8,12.5,125.2,10,135,371,65,437,901,"1,338","3,294","5,231","3,487","93,294","9,918","2,807","4,301","2,883","10,218","2,957","3,696"
E08000022,North East,North Tyneside,90.1,6.2,96.3,5,102,287,29,316,488,804,"3,189","4,655","3,283","89,020","7,900","2,799","3,780","2,829","9,076","2,883","3,446"
E08000023,North East,South Tyneside,68.3,2.1,70.4,4,74,212,10,222,243,465,"3,102","4,895","3,156","62,172","6,259","2,735","4,043","2,754","8,946","2,800","3,300"
E08000024,North East,Sunderland,120.2,5.7,126.0,8,134,390,27,417,839,"1,256","3,244","4,637","3,308","109,059","9,392","2,866","3,714","2,884","9,454","2,937","3,479"
E06000008,North West,Blackburn with Darwen,55.4,4.4,59.9,5,65,196,24,220,391,611,"3,545","5,325","3,677","79,890","9,432","3,074","3,938","3,113","9,750","3,200","3,870"
E06000009,North West,Blackpool,58.8,8.1,66.9,7,74,215,45,260,304,564,"3,653","5,490","3,877","46,312","7,667","3,108","4,519","3,210","8,427","3,313","4,074"
E06000049,North West,Cheshire East,149.4,15.4,164.8,14,178,603,100,703,"1,092","1,795","4,036","6,496","4,266","80,372","10,063","3,366","5,095","3,462","10,786","3,563","4,365"
E06000050,North West,Cheshire West and Chester,137.8,9.5,147.3,11,158,522,62,584,"1,718","2,303","3,791","6,465","3,965","154,280","14,529","3,264","5,181","3,333","11,524","3,423","4,109"
E06000006,North West,Halton,52.4,1.7,54.1,3,58,185,9,195,504,699,"3,537","5,541","3,600","147,093","12,147","3,175","4,323","3,195","11,026","3,255","3,643"
E06000007,North West,Warrington,84.7,4.1,88.8,6,95,308,23,331,600,931,"3,633","5,583","3,723","99,645","9,817","3,173","4,573","3,216","11,239","3,292","3,822"
E07000026,North West,Allerdale,40.3,4.9,45.2,5,51,147,35,183,454,637,"3,653","7,193","4,037","85,476","12,601","3,122","5,790","3,257","8,899","3,390","4,309"
E07000027,North West,Barrow-in-Furness,30.8,2.2,33.0,2,35,101,12,112,381,493,"3,269","5,235","3,401","179,395","14,043","2,892","3,877","2,936","9,096","2,996","3,633"
E07000028,North West,Carlisle,44.5,5.0,49.4,5,54,160,34,194,408,603,"3,603","6,869","3,932","81,000","11,067","3,068","5,611","3,188","9,153","3,301","4,014"
E07000029,North West,Copeland,29.1,3.6,32.7,3,35,104,26,130,104,234,"3,571","7,302","3,982","38,698","6,615","3,134","5,797","3,263","8,339","3,342","4,306"
E07000030,North West,Eden,19.1,5.6,24.7,4,29,78,46,124,235,359,"4,093","8,168","5,023","54,042","12,344","3,373","6,784","3,765","8,228","3,965","5,359"
E07000031,North West,South Lakeland,43.6,9.8,53.4,7,61,166,72,238,327,565,"3,806","7,387","4,463","43,763","9,289","3,133","5,892","3,386","8,267","3,545","5,093"
E08000001,North West,Bolton,111.8,10.8,122.6,8,131,399,60,459,561,"1,020","3,572","5,506","3,743","70,923","7,817","3,115","4,480","3,188","9,394","3,254","3,927"
E08000002,North West,Bury,75.7,6.5,82.2,5,87,278,36,314,351,665,"3,677","5,469","3,819","66,540","7,601","3,201","4,493","3,259","9,561","3,329","3,999"
E08000003,North West,Manchester,192.7,24.8,217.5,18,236,673,144,817,"1,904","2,720","3,492","5,788","3,754","104,638","11,541","2,942","5,135","3,093","11,097","3,198","3,967"
E08000004,North West,Oldham ,89.7,4.7,94.4,6,101,312,26,338,441,779,"3,474","5,564","3,578","70,731","7,739","3,062","4,325","3,094","8,655","3,158","3,754"
E08000005,North West,Rochdale,85.9,5.5,91.4,6,97,304,30,334,501,835,"3,535","5,542","3,655","82,442","8,565","3,108","4,442","3,156","9,723","3,224","3,813"
E08000006,North West,Salford,97.9,12.9,110.8,8,119,351,71,422,648,"1,069","3,583","5,474","3,804","83,173","9,013","3,066","4,707","3,177","9,844","3,254","4,019"
E08000007,North West,Stockport,115.5,11.6,127.2,9,136,434,65,499,637,"1,135","3,754","5,571","3,920","73,001","8,356","3,270","4,708","3,349","9,867","3,424","4,079"
E08000008,North West,Tameside,94.1,6.0,100.1,6,106,325,33,358,451,808,"3,455","5,396","3,572","71,981","7,600","3,053","4,336","3,097","9,542","3,157","3,759"
E08000009,North West,Trafford,88.5,8.7,97.2,8,105,345,50,395,"1,002","1,397","3,894","5,730","4,058","127,316","13,291","3,288","4,772","3,368","10,726","3,462","4,150"
E08000010,North West,Wigan,131.8,8.8,140.5,8,149,461,45,506,638,"1,144","3,500","5,129","3,602","78,266","7,696","3,116","4,027","3,150","9,666","3,206","3,677"
E07000117,North West,Burnley,37.8,2.3,40.1,3,43,128,13,141,198,339,"3,391","5,687","3,520","63,835","7,842","3,008","4,578","3,057","9,387","3,130","3,793"
E07000118,North West,Chorley,44.2,3.2,47.3,3,51,166,19,185,193,378,"3,761","6,010","3,912","59,363","7,470","3,263","4,670","3,315","10,110","3,387","4,002"
E07000119,North West,Fylde,31.8,5.1,36.8,3,40,123,31,153,224,377,"3,857","6,037","4,157","70,175","9,424","3,255","5,163","3,410","8,475","3,505","4,322"
E07000120,North West,Hyndburn,33.6,2.4,36.0,3,39,114,13,127,171,298,"3,399","5,284","3,524","57,427","7,631","2,973","3,879","3,014","8,699","3,088","3,728"
E07000121,North West,Lancaster,54.4,6.6,61.0,5,66,193,41,234,322,556,"3,555","6,174","3,839","58,784","8,367","3,020","4,981","3,133","8,618","3,228","4,047"
E07000122,North West,Pendle,36.7,2.8,39.5,3,43,127,15,142,246,388,"3,458","5,453","3,599","76,606","9,087","2,948","3,938","2,990","7,326","3,058","3,788"
E07000123,North West,Preston,53.7,5.6,59.3,6,65,192,30,223,407,630,"3,583","5,392","3,753","73,223","9,712","3,072","4,410","3,142","9,565","3,250","3,884"
E07000124,North West,Ribble Valley,22.3,2.3,24.6,3,27,93,18,111,313,425,"4,190","7,778","4,529","113,764","15,524","3,448","5,903","3,572","9,242","3,706","4,539"
E07000125,North West,Rossendale,29.1,2.0,31.2,3,34,109,12,121,221,342,"3,726","6,086","3,880","87,914","10,148","3,212","4,816","3,270","8,286","3,350","4,136"
E07000126,North West,South Ribble,44.7,2.8,47.5,3,51,167,17,184,286,470,"3,729","6,053","3,868","86,292","9,249","3,273","4,933","3,327","10,036","3,406","3,982"
E07000127,North West,West Lancashire,43.4,4.0,47.4,4,51,175,25,200,315,515,"4,040","6,261","4,227","83,894","10,075","3,471","5,128","3,541","10,442","3,634","4,406"
E07000128,North West,Wyre,44.1,5.1,49.3,4,53,168,31,199,297,496,"3,799","6,130","4,041","70,522","9,270","3,254","5,018","3,351","8,169","3,437","4,189"
E08000011,North West,Knowsley ,62.8,1.7,64.5,3,67,223,9,232,532,764,"3,549","5,262","3,595","191,740","11,347","3,191","3,850","3,203","12,007","3,251","3,782"
E08000012,North West,Liverpool,200.0,12.2,212.2,14,227,668,71,739,"1,243","1,983","3,341","5,851","3,485","86,682","8,753","2,876","4,914","2,938","9,646","3,007","3,546"
E08000014,North West,Sefton,118.8,6.5,125.3,8,133,425,35,461,491,952,"3,582","5,460","3,679","62,780","7,150","3,121","4,521","3,164","8,680","3,225","3,904"
E08000013,North West,St. Helens,76.7,2.5,79.2,4,84,263,13,276,502,778,"3,429","5,045","3,481","113,283","9,296","3,060","3,930","3,077","10,498","3,139","3,613"
E08000015,North West,Wirral,139.8,7.4,147.2,9,156,495,39,534,579,"1,112","3,543","5,221","3,627","66,731","7,138","3,096","4,172","3,128","9,130","3,188","3,792"
E06000011,Yorkshire and The Humber,East Riding of Yorkshire,137.8,14.0,151.8,12,164,511,84,595,985,"1,580","3,710","6,019","3,923","78,925","9,619","3,134","4,594","3,211","8,302","3,290","4,136"
E06000010,Yorkshire and The Humber,"Kingston upon Hull, City of",108.4,9.9,118.3,8,126,348,43,391,705,"1,097","3,212","4,377","3,309","90,132","8,697","2,791","3,310","2,817","11,392","2,896","3,493"
E06000012,Yorkshire and The Humber,North East Lincolnshire,68.0,4.2,72.2,5,77,237,22,259,591,850,"3,481","5,182","3,581","123,113","11,035","3,039","3,999","3,070","9,768","3,133","3,710"
E06000013,Yorkshire and The Humber,North Lincolnshire,69.6,4.0,73.5,6,79,248,23,271,982,"1,253","3,557","5,862","3,682","169,595","15,796","3,081","4,631","3,122","8,957","3,195","3,812"
E06000014,Yorkshire and The Humber,York,77.5,10.2,87.7,7,95,270,50,320,453,773,"3,484","4,905","3,650","63,989","8,159","2,957","3,798","3,016","10,171","3,102","3,798"
E07000163,Yorkshire and The Humber,Craven,23.0,3.4,26.4,4,30,87,26,114,144,258,"3,793","7,721","4,302","40,721","8,609","3,068","5,935","3,226","8,341","3,374","4,579"
E07000164,Yorkshire and The Humber,Hambleton,33.8,5.9,39.6,5,45,140,36,176,308,483,"4,136","6,129","4,430","58,727","10,773","3,395","4,974","3,516","8,315","3,654","4,530"
E07000165,Yorkshire and The Humber,Harrogate,62.5,7.9,70.3,8,78,256,50,306,509,815,"4,102","6,297","4,348","64,496","10,419","3,293","4,898","3,400","8,472","3,521","4,504"
E07000166,Yorkshire and The Humber,Richmondshire,18.8,4.1,22.8,3,26,76,27,103,124,227,"4,030","6,676","4,501","43,065","8,820","3,319","5,108","3,470","7,495","3,587","4,815"
E07000167,Yorkshire and The Humber,Ryedale,20.7,4.1,24.8,4,29,83,27,110,195,305,"4,013","6,558","4,431","51,109","10,675","3,217","5,088","3,390","7,152","3,535","4,799"
E07000168,Yorkshire and The Humber,Scarborough,48.9,8.5,57.4,6,64,165,45,210,299,509,"3,384","5,270","3,663","47,838","8,001","2,778","3,944","2,875","6,582","2,959","4,265"
E07000169,Yorkshire and The Humber,Selby,31.9,4.8,36.7,3,40,126,30,156,388,544,"3,958","6,187","4,249","118,990","13,605","3,344","4,631","3,440","8,325","3,518","4,440"
E08000016,Yorkshire and The Humber,Barnsley,104.6,2.4,107.0,6,113,345,13,358,563,921,"3,294","5,588","3,346","86,957","8,117","2,860","3,988","2,874","8,057","2,924","3,495"
E08000017,Yorkshire and The Humber,Doncaster,126.9,4.6,131.4,9,140,439,24,463,840,"1,303","3,457","5,255","3,520","96,241","9,293","2,988","4,017","3,011","9,122","3,073","3,656"
E08000018,Yorkshire and The Humber,Rotherham ,110.8,4.0,114.8,7,122,371,21,392,661,"1,053","3,349","5,179","3,412","93,707","8,645","2,919","3,881","2,940","9,044","2,993","3,607"
E08000019,Yorkshire and The Humber,Sheffield,222.9,14.0,236.9,17,254,741,72,813,"1,594","2,407","3,325","5,133","3,432","94,642","9,485","2,843","4,176","2,891","9,723","2,961","3,506"
E08000032,Yorkshire and The Humber,Bradford ,194.2,16.7,210.9,15,226,689,91,780,"1,112","1,892","3,549","5,421","3,698","73,691","8,372","3,029","4,336","3,086","9,256","3,161","3,926"
E08000033,Yorkshire and The Humber,Calderdale,86.7,7.6,94.2,7,101,309,43,352,501,854,"3,570","5,664","3,738","71,519","8,432","3,005","4,681","3,083","9,214","3,167","3,931"
E08000034,Yorkshire and The Humber,Kirklees ,170.2,11.3,181.6,13,194,593,59,653,874,"1,527","3,486","5,249","3,596","67,950","7,853","2,976","4,093","3,015","9,186","3,089","3,741"
E08000035,Yorkshire and The Humber,Leeds ,304.9,36.5,341.4,24,366,"1,076",192,"1,268","2,140","3,408","3,530","5,256","3,715","88,449","9,322","2,994","4,339","3,075","10,968","3,157","3,947"
E08000036,Yorkshire and The Humber,Wakefield,139.4,9.4,148.8,10,159,464,51,515,"1,114","1,629","3,326","5,456","3,461","110,129","10,249","2,903","4,383","2,950","9,643","3,012","3,640"
E06000015,East Midlands,Derby,62.4,45.9,108.2,7,116,206,177,383,714,"1,098","3,303","3,868","3,543","96,173","9,493","2,864","3,196","2,999","11,598","3,078","3,754"
E06000016,East Midlands,Leicester,87.9,42.6,130.5,12,143,287,165,452,"1,011","1,463","3,266","3,877","3,466","83,342","10,261","2,756","3,119","2,863","10,501","2,967","3,707"
E06000018,East Midlands,Nottingham,88.1,42.5,130.6,11,142,292,171,463,794,"1,257","3,310","4,027","3,543","69,892","8,852","2,797","3,242","2,928","9,997","3,018","3,698"
E06000017,East Midlands,Rutland,8.3,7.9,16.2,2,18,33,42,74,278,352,"3,946","5,294","4,604","158,716","19,658","3,238","3,989","3,585","9,871","3,708","4,875"
E07000032,East Midlands,Amber Valley,33.6,21.8,55.4,4,59,117,99,216,387,603,"3,471","4,542","3,893","96,351","10,150","2,966","3,628","3,204","10,927","3,288","4,054"
E07000033,East Midlands,Bolsover,25.3,9.3,34.6,2,37,85,37,122,215,337,"3,350","3,998","3,523","108,678","9,215","2,910","3,264","3,005","10,121","3,063","3,686"
E07000034,East Midlands,Chesterfield,34.3,14.3,48.6,4,53,108,54,162,255,417,"3,135","3,768","3,322","63,123","7,912","2,727","3,159","2,843","9,004","2,914","3,446"
E07000035,East Midlands,Derbyshire Dales,18.3,15.0,33.3,4,38,66,80,146,274,420,"3,616","5,334","4,388","61,032","11,121","2,943","4,024","3,365","9,265","3,544","4,712"
E07000036,East Midlands,Erewash,29.7,20.9,50.6,3,54,100,85,185,232,416,"3,363","4,058","3,650","66,383","7,693","2,907","3,339","3,076","9,989","3,148","3,764"
E07000037,East Midlands,High Peak,36.6,4.0,40.7,3,44,137,24,161,585,746,"3,728","6,067","3,959","168,088","16,910","3,202","4,526","3,279","9,785","3,384","4,101"
E07000038,East Midlands,North East Derbyshire,33.7,10.3,44.0,3,47,116,46,162,264,427,"3,445","4,480","3,688","93,138","9,102","2,976","3,507","3,084","9,060","3,146","3,747"
E07000039,East Midlands,South Derbyshire,23.6,16.4,40.0,3,43,87,76,163,353,517,"3,697","4,650","4,088","133,786","12,126","3,175","3,674","3,364","10,237","3,441","4,072"
E07000129,East Midlands,Blaby,22.5,17.6,40.1,2,42,81,75,157,242,399,"3,611","4,287","3,907","103,998","9,388","3,123","3,594","3,321","14,800","3,401","3,994"
E07000130,East Midlands,Charnwood,41.2,29.3,70.5,5,76,142,124,266,426,692,"3,439","4,230","3,768","83,313","9,154","2,931","3,441","3,127","10,904","3,212","3,912"
E07000131,East Midlands,Harborough,20.0,16.7,36.7,3,40,80,85,165,205,370,"3,990","5,102","4,495","59,029","9,202","3,377","3,989","3,620","10,505","3,749","4,619"
E07000132,East Midlands,Hinckley and Bosworth,25.6,22.4,48.0,3,51,91,97,189,244,432,"3,558","4,354","3,929","69,897","8,393","3,041","3,490","3,241","10,468","3,322","4,094"
E07000133,East Midlands,Melton,11.6,10.8,22.4,2,24,43,53,96,180,276,"3,686","4,912","4,277","84,914","11,278","3,056","3,847","3,404","9,371","3,496","4,401"
E07000134,East Midlands,North West Leicestershire,23.5,17.8,41.3,3,45,87,84,171,394,565,"3,678","4,751","4,139","117,487","12,650","3,129","3,717","3,367","12,226","3,469","4,321"
E07000135,East Midlands,Oadby and Wigston,13.1,9.7,22.8,1,24,45,40,84,109,194,"3,405","4,106","3,702","74,976","7,987","2,958","3,406","3,137","11,549","3,219","3,964"
E07000136,East Midlands,Boston,16.1,12.7,28.8,3,31,59,61,120,214,334,"3,683","4,810","4,179","84,191","10,680","3,084","3,731","3,339","10,576","3,427","4,383"
E07000137,East Midlands,East Lindsey,38.7,26.8,65.5,8,73,147,141,288,375,663,"3,802","5,272","4,403","49,482","9,076","3,117","3,933","3,396","7,415","3,490","4,709"
E07000138,East Midlands,Lincoln,27.1,15.8,42.9,4,46,85,58,144,285,429,"3,153","3,687","3,350","81,111","9,236","2,684","3,051","2,810","10,878","2,908","3,579"
E07000139,East Midlands,North Kesteven,26.8,21.9,48.7,4,53,98,104,202,284,486,"3,669","4,736","4,149","74,079","9,259","3,126","3,637","3,335","8,862","3,405","4,309"
E07000140,East Midlands,South Holland,20.6,19.0,39.5,4,43,80,93,172,337,509,"3,867","4,895","4,360","90,123","11,761","3,256","3,775","3,479","8,724","3,574","4,594"
E07000141,East Midlands,South Kesteven,34.2,26.9,61.0,5,66,125,135,260,394,653,"3,649","5,024","4,254","73,823","9,846","3,098","3,853","3,392","9,380","3,482","4,438"
E07000142,East Midlands,West Lindsey,31.3,9.7,41.0,4,45,119,51,169,234,403,"3,788","5,236","4,130","61,241","8,992","3,208","3,975","3,362","7,161","3,431","4,326"
E07000150,East Midlands,Corby,21.0,6.3,27.4,2,29,73,26,99,373,472,"3,462","4,097","3,610","176,041","16,006","3,072","3,401","3,142","11,843","3,209","3,794"
E07000151,East Midlands,Daventry,17.9,16.1,33.9,3,37,77,89,165,255,421,"4,294","5,521","4,874","81,290","11,347","3,580","4,210","3,834","11,434","3,944","5,176"
E07000152,East Midlands,East Northamptonshire,23.1,15.0,38.1,3,41,89,73,162,168,330,"3,855","4,890","4,262","61,604","8,089","3,250","3,864","3,459","9,992","3,539","4,480"
E07000153,East Midlands,Kettering,27.6,14.7,42.4,3,45,98,65,164,239,403,"3,560","4,430","3,863","80,277","8,881","3,064","3,566","3,225","11,045","3,292","4,048"
E07000154,East Midlands,Northampton,60.7,35.0,95.7,7,103,213,144,357,606,963,"3,515","4,098","3,728","88,859","9,391","3,005","3,394","3,133","11,147","3,203","3,989"
E07000155,East Midlands,South Northamptonshire,20.5,16.8,37.3,3,40,87,95,181,234,416,"4,218","5,653","4,864","76,012","10,293","3,537","4,301","3,832","11,093","3,942","5,112"
E07000156,East Midlands,Wellingborough,21.8,11.8,33.6,3,36,76,52,128,241,369,"3,513","4,386","3,820","89,766","10,168","3,029","3,496","3,180","11,392","3,267","3,993"
E07000170,East Midlands,Ashfield,38.1,15.7,53.8,3,57,131,64,195,389,584,"3,441","4,100","3,633","121,634","10,257","2,978","3,390","3,089","11,429","3,151","3,781"
E07000171,East Midlands,Bassetlaw,35.3,15.2,50.5,4,55,127,71,199,369,568,"3,605","4,709","3,937","85,858","10,368","3,084","3,689","3,240","9,037","3,317","4,141"
E07000172,East Midlands,Broxtowe,30.9,18.3,49.1,3,52,104,75,179,175,354,"3,371","4,113","3,647","58,150","6,791","2,898","3,470","3,097","8,716","3,148","3,790"
E07000173,East Midlands,Gedling,30.7,21.2,52.0,3,55,108,92,200,153,353,"3,516","4,320","3,844","57,875","6,463","3,017","3,544","3,219","10,029","3,274","4,009"
E07000174,East Midlands,Mansfield,34.5,13.3,47.7,3,51,112,51,163,230,394,"3,255","3,860","3,423","74,330","7,745","2,846","3,231","2,948","10,397","3,015","3,619"
E07000175,East Midlands,Newark and Sherwood,32.2,19.5,51.7,4,56,118,91,209,400,608,"3,659","4,674","4,041","91,059","10,853","3,091","3,668","3,291","9,808","3,388","4,214"
E07000176,East Midlands,Rushcliffe,27.8,20.2,48.0,3,51,103,94,197,225,421,"3,687","4,653","4,093","71,267","8,236","3,117","3,731","3,358","9,562","3,431","4,238"
E06000019,West Midlands,"Herefordshire, County of",65.1,16.4,81.4,10,92,262,106,368,585,952,"4,020","6,489","4,516","57,804","10,404","3,326","5,217","3,557","6,673","3,652","4,636"
E06000051,West Midlands,Shropshire,113.1,21.3,134.4,16,150,443,141,585,871,"1,455","3,920","6,625","4,349","55,260","9,692","3,282","5,271","3,463","7,524","3,569","4,442"
E06000021,West Midlands,Stoke-on-Trent,102.0,9.9,111.9,8,120,335,50,385,597,982,"3,287","5,031","3,441","74,546","8,186","2,893","3,960","2,952","9,367","3,016","3,593"
E06000020,West Midlands,Telford and Wrekin,63.7,6.5,70.2,5,75,228,33,261,598,859,"3,579","5,069","3,717","115,086","11,398","3,149","3,919","3,200","10,106","3,273","3,896"
E07000192,West Midlands,Cannock Chase,36.9,4.9,41.8,3,45,138,26,164,192,356,"3,729","5,352","3,919","61,948","7,918","3,303","4,519","3,403","9,488","3,483","3,988"
E07000193,West Midlands,East Staffordshire,27.5,21.6,49.1,4,54,99,97,197,489,685,"3,616","4,503","4,007","110,081","12,803","3,053","3,530","3,246","11,256","3,349","4,119"
E07000194,West Midlands,Lichfield,36.1,6.9,43.1,4,47,145,40,185,261,446,"4,005","5,749","4,287","72,700","9,558","3,414","4,428","3,539","9,274","3,611","4,417"
E07000195,West Midlands,Newcastle-under-Lyme,49.4,5.1,54.5,4,58,174,27,200,267,468,"3,517","5,237","3,677","73,618","8,048","3,047","4,047","3,103","8,915","3,168","3,772"
E07000196,West Midlands,South Staffordshire,40.7,4.9,45.6,3,49,162,28,191,225,416,"3,989","5,848","4,188","75,346","8,572","3,394","4,411","3,474","9,359","3,541","4,226"
E07000197,West Midlands,Stafford,47.6,9.0,56.6,5,61,181,50,231,386,617,"3,806","5,552","4,083","79,735","10,044","3,261","4,277","3,376","9,767","3,457","4,100"
