"Subnational electricity consumption, Great Britain, 2012",,,,,,,,,,,,,,,,,,,,,,,
"This table shows the electricity consumption and the number of electric meters by local authority. Country/region totals are shown where the local authority is specified as ""All local authorities"". ",,,,,,,,,,,,,,,,,,,,,,,
"Some consumption within given countries/regions could not be allocated to specific local authorities. This consumption is shown in the rows where ""Unallocated"" is specified in the local authority column.",,,,,,,,,,,,,,,,,,,,,,,
"Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].",,,,,,,,,,,,,,,,,,,,,,,
Code,Country or region,Local authority,"Number of meters
(thousands):
Domestic Standard","Number of meters
(thousands):
Domestic E7 
","Number of meters
(thousands):
All Domestic
","Number of meters
(thousands):
All Non-Domestic","Number of meters
(thousands):
All meters","Total consumption
(GWh):
Domestic Standard","Total consumption
(GWh):
Domestic E7","Total consumption
(GWh):
All Domestic
","Total consumption
(GWh):
All Non-Domestic","Total consumption
(GWh):
All meters","Mean consumption
(kWh per meter):
Domestic Standard","Mean consumption
(kWh per meter):
Domestic E7","Mean consumption
(kWh per meter):
All Domestic
","Mean consumption
(kWh per meter):
All Non-Domestic","Mean consumption
(kWh per meter):
All meters","Median consumption
(kWh per meter):
Domestic Standard","Median consumption
(kWh per meter):
Domestic E7","Median consumption
(kWh per meter):
All Domestic
","Median consumption
(kWh per meter):
All Non-Domestic","Median consumption
(kWh per meter):
All meters","Mean domestic
consumption
(kWh per household)"
E12000009,South West,All local authorities,"2,045.9",399.3,"2,445.3",246,"2,692","7,705","2,763","10,468","13,944","24,412","3,766","6,920","4,281","56,601","9,070","3,130","5,879","3,357","7,672","3,447","4,598"
W92000004,Wales,All local authorities,"1,271.8",108.8,"1,380.7",124,"1,505","4,458",771,"5,229","10,038","15,267","3,505","7,087","3,787","81,024","10,147","3,012","5,669","3,102","8,257","3,193","3,987"
S92000003,Scotland,All local authorities,"2,278.4",482.8,"2,761.1",213,"2,974","8,164","2,794","10,958","15,219","26,177","3,583","5,788","3,969","71,381","8,801","3,028","4,582","3,159","10,079","3,251","4,592"
Unallocated,Unallocated,All local authorities,45.3,4.1,49.4,25,74,168,23,191,"5,263","5,453","3,697","5,670","3,860","211,349","73,371","2,827","4,814","2,920","9,557","3,302",
E06000047,North East,County Durham,226.5,10.6,237.1,15,252,740,65,805,"1,158","1,963","3,266","6,130","3,394","75,539","7,775","2,849","4,614","2,881","8,863","2,940","3,596"
E06000005,North East,Darlington,45.1,4.1,49.2,3,53,153,22,175,254,429,"3,385","5,459","3,558","72,990","8,143","2,913","4,257","2,968","9,254","3,036","3,767"
E06000001,North East,Hartlepool,39.9,2.3,42.2,3,45,131,11,142,335,477,"3,276","4,941","3,367","113,539","10,572","2,861","3,782","2,887","7,575","2,933","3,517"
E06000002,North East,Middlesbrough,56.2,4.5,60.7,4,65,186,22,208,384,592,"3,307","4,817","3,419","93,114","9,126","2,902","3,877","2,940","10,526","3,008","3,654"
E06000057,North East,Northumberland,135.6,15.2,150.8,13,164,488,98,585,918,"1,503","3,597","6,399","3,880","69,813","9,168","3,035","4,841","3,117","8,176","3,203","4,220"
E06000003,North East,Redcar and Cleveland,58.6,4.2,62.8,4,66,195,22,217,735,952,"3,327","5,132","3,449","203,023","14,332","2,920","3,980","2,951","9,213","3,005","3,636"
E06000004,North East,Stockton-on-Tees,79.4,4.5,83.9,5,89,273,23,295,831,"1,126","3,436","4,993","3,520","160,115","12,638","3,009","3,743","3,030","11,565","3,093","3,726"
E08000037,North East,Gateshead,87.0,5.9,92.9,6,99,279,31,310,539,849,"3,205","5,204","3,333","87,041","8,566","2,805","4,319","2,847","11,751","2,920","3,493"
E08000021,North East,Newcastle upon Tyne,112.3,12.7,125.0,10,135,370,72,442,876,"1,318","3,299","5,654","3,538","90,399","9,791","2,787","4,682","2,882","10,983","2,964","3,786"
E08000022,North East,North Tyneside,89.8,6.3,96.1,5,102,286,32,319,499,818,"3,190","5,137","3,318","91,326","8,051","2,787","4,190","2,828","9,878","2,884","3,490"
E08000023,North East,South Tyneside,68.1,2.2,70.3,4,74,211,11,222,243,465,"3,092","5,256","3,159","62,320","6,272","2,709","4,386","2,732","9,545","2,782","3,307"
E08000024,North East,Sunderland,119.8,5.9,125.7,8,133,389,30,419,838,"1,257","3,249","5,084","3,334","108,557","9,424","2,860","4,034","2,885","10,169","2,941","3,509"
E06000008,North West,Blackburn with Darwen,55.0,4.6,59.6,5,64,197,26,223,423,646,"3,586","5,710","3,749","87,158","10,023","3,078","4,317","3,130","10,753","3,227","3,920"
E06000009,North West,Blackpool,58.8,8.3,67.2,7,74,218,50,268,311,579,"3,703","6,021","3,991","47,464","7,861","3,113","4,961","3,237","9,101","3,349","4,190"
E06000049,North West,Cheshire East,148.6,15.6,164.2,14,178,604,110,714,"1,091","1,805","4,064","7,040","4,347","79,773","10,146","3,358","5,487","3,467","11,530","3,578","4,454"
E06000050,North West,Cheshire West and Chester,137.1,9.7,146.8,11,158,525,69,594,"1,788","2,383","3,831","7,164","4,050","160,184","15,088","3,255","5,742","3,341","12,661","3,439","4,201"
E06000006,North West,Halton,52.2,1.7,53.9,3,57,186,11,197,525,722,"3,565","6,083","3,647","153,590","12,584","3,179","4,904","3,207","12,094","3,271","3,691"
E06000007,North West,Warrington,84.1,4.1,88.1,6,94,309,25,334,604,938,"3,670","6,181","3,787","101,583","9,968","3,185","5,060","3,237","12,200","3,316","3,900"
E07000026,North West,Allerdale,39.9,5.0,44.9,5,50,146,39,185,444,629,"3,664","7,787","4,125","84,840","12,539","3,109","6,241","3,253","9,626","3,397","4,382"
E07000027,North West,Barrow-in-Furness,30.6,2.3,32.9,2,35,101,13,114,379,493,"3,294","5,720","3,461","182,381","14,101","2,902","4,180","2,952","10,087","3,024","3,675"
E07000028,North West,Carlisle,44.2,5.1,49.3,5,54,159,38,197,411,608,"3,596","7,471","3,997","81,467","11,191","3,040","6,121","3,176","10,382","3,301","4,083"
E07000029,North West,Copeland,28.9,3.7,32.6,3,35,103,29,132,104,236,"3,565","7,838","4,050","39,086","6,700","3,112","6,254","3,250","9,498","3,343","4,348"
E07000030,North West,Eden,18.9,5.8,24.6,4,29,78,51,129,228,357,"4,141","8,840","5,238","52,501","12,331","3,359","7,451","3,823","8,872","4,032","5,576"
E07000031,North West,South Lakeland,43.3,10.0,53.4,7,61,166,81,247,324,571,"3,832","8,052","4,626","43,865","9,395","3,115","6,517","3,399","8,895","3,566","5,296"
E08000001,North West,Bolton,111.3,11.0,122.3,8,130,398,66,464,565,"1,029","3,577","5,977","3,793","71,634","7,899","3,098","4,831","3,180","10,207","3,256","3,991"
E08000002,North West,Bury,75.3,6.7,82.0,5,87,279,40,319,354,672,"3,698","5,979","3,884","66,756","7,699","3,183","4,948","3,257","9,888","3,335","4,069"
E08000003,North West,Manchester,192.0,25.1,217.1,18,235,677,158,835,"1,848","2,684","3,524","6,314","3,846","103,204","11,418","2,937","5,570","3,103","11,951","3,209","4,083"
E08000004,North West,Oldham ,89.3,4.8,94.1,6,100,311,29,339,451,790,"3,478","5,960","3,605","72,012","7,873","3,039","4,604","3,079","9,554","3,148","3,789"
E08000005,North West,Rochdale,85.5,5.6,91.0,6,97,303,33,336,494,831,"3,547","5,966","3,695","81,286","8,553","3,091","4,807","3,148","10,608","3,227","3,855"
E08000006,North West,Salford,97.1,13.2,110.3,8,118,348,78,427,655,"1,082","3,587","5,933","3,868","84,947","9,168","3,048","5,088","3,179","10,870","3,261","4,109"
E08000007,North West,Stockport,115.3,11.9,127.2,9,136,433,71,504,651,"1,155","3,756","5,960","3,962","74,360","8,496","3,243","5,104","3,336","10,567","3,422","4,140"
E08000008,North West,Tameside,93.6,6.2,99.8,6,106,324,36,360,460,820,"3,466","5,807","3,611","73,151","7,731","3,030","4,736","3,084","10,255","3,153","3,797"
E08000009,North West,Trafford,88.4,8.9,97.3,8,105,344,54,398,"1,004","1,402","3,891","6,099","4,092","128,080","13,334","3,271","5,120","3,366","11,436","3,461","4,213"
E08000010,North West,Wigan,131.1,9.0,140.1,8,148,459,50,510,647,"1,157","3,502","5,594","3,637","78,979","7,797","3,094","4,356","3,134","10,210","3,199","3,728"
E07000117,North West,Burnley,37.6,2.3,39.9,3,43,129,14,143,197,339,"3,422","5,962","3,570","64,623","7,891","3,012","4,871","3,065","10,359","3,150","3,828"
E07000118,North West,Chorley,43.7,3.2,46.9,3,50,167,21,187,193,380,"3,819","6,400","3,997","60,177","7,595","3,264","5,106","3,326","10,219","3,411","4,112"
E07000119,North West,Fylde,31.5,5.1,36.6,3,40,123,34,157,236,392,"3,904","6,609","4,283","74,535","9,863","3,256","5,701","3,435","9,104","3,531","4,469"
E07000120,North West,Hyndburn,33.5,2.5,36.0,3,39,115,15,130,171,301,"3,440","5,842","3,606","57,789","7,735","2,984","4,303","3,041","9,417","3,125","3,808"
E07000121,North West,Lancaster,54.1,6.8,60.9,6,66,192,46,238,332,570,"3,549","6,792","3,909","60,206","8,578","2,994","5,488","3,122","8,816","3,218","4,124"
E07000122,North West,Pendle,36.5,2.9,39.4,3,43,127,17,144,245,389,"3,472","5,957","3,655","77,892","9,143","2,949","4,370","3,002","7,871","3,076","3,861"
E07000123,North West,Preston,53.5,5.7,59.2,6,65,194,34,228,420,649,"3,624","5,983","3,852","76,152","10,016","3,079","4,916","3,167","10,390","3,271","3,978"
E07000124,North West,Ribble Valley,22.1,2.4,24.5,3,27,94,20,114,289,402,"4,255","8,342","4,651","104,385","14,775","3,462","6,432","3,603","9,637","3,745","4,678"
E07000125,North West,Rossendale,28.8,2.1,30.9,3,33,108,14,122,226,348,"3,747","6,517","3,935","90,234","10,414","3,197","5,133","3,260","8,680","3,351","4,182"
E07000126,North West,South Ribble,44.5,2.9,47.4,3,51,167,19,186,279,465,"3,754","6,545","3,925","85,155","9,169","3,272","5,358","3,334","11,501","3,423","4,043"
E07000127,North West,West Lancashire,43.2,4.1,47.3,4,51,177,29,206,305,511,"4,101","6,973","4,350","81,144","10,007","3,491","5,732","3,585","10,886","3,681","4,530"
E07000128,North West,Wyre,43.9,5.3,49.2,4,53,169,36,204,291,496,"3,850","6,709","4,158","70,541","9,303","3,262","5,603","3,392","9,083","3,478","4,318"
E08000011,North West,Knowsley ,62.5,1.7,64.2,3,67,224,10,234,538,772,"3,583","5,841","3,644","194,147","11,529","3,200","4,250","3,214","13,327","3,266","3,822"
E08000012,North West,Liverpool,199.4,12.4,211.8,14,226,676,80,757,"1,290","2,047","3,392","6,476","3,572","90,134","9,053","2,888","5,474","2,962","10,353","3,038","3,656"
E08000014,North West,Sefton,118.5,6.6,125.1,8,133,432,40,472,508,981,"3,648","6,063","3,775","65,409","7,382","3,135","4,933","3,184","9,681","3,256","3,999"
E08000013,North West,St. Helens,76.3,2.6,78.8,4,83,265,14,279,507,786,"3,475","5,476","3,540","113,947","9,435","3,073","4,109","3,094","11,519","3,160","3,671"
E08000015,North West,Wirral,139.4,7.6,147.1,9,156,502,44,546,553,"1,099","3,601","5,807","3,715","64,130","7,061","3,112","4,638","3,157","9,642","3,220","3,890"
E06000011,Yorkshire and The Humber,East Riding of Yorkshire,137.2,14.4,151.6,13,164,514,95,609,978,"1,587","3,745","6,622","4,018","78,002","9,668","3,141","5,052","3,234","8,986","3,317","4,240"
E06000010,Yorkshire and The Humber,"Kingston upon Hull, City of",108.1,10.4,118.4,8,126,347,49,396,669,"1,065","3,211","4,735","3,344","84,241","8,428","2,782","3,531","2,817","12,031","2,901","3,544"
E06000012,Yorkshire and The Humber,North East Lincolnshire,67.6,4.4,72.0,5,77,237,24,261,536,798,"3,500","5,584","3,626","112,893","10,391","3,040","4,248","3,079","10,649","3,149","3,760"
E06000013,Yorkshire and The Humber,North Lincolnshire,69.2,4.1,73.3,6,79,249,26,275,952,"1,227","3,592","6,329","3,745","163,546","15,501","3,084","4,955","3,134","9,884","3,211","3,879"
E06000014,Yorkshire and The Humber,York,77.1,10.4,87.6,7,95,271,56,327,447,773,"3,509","5,365","3,731","63,685","8,177","2,947","4,159","3,028","10,864","3,123","3,911"
E07000163,Yorkshire and The Humber,Craven,22.9,3.5,26.4,4,30,88,29,117,137,254,"3,851","8,216","4,434","38,932","8,480","3,069","6,508","3,257","9,004","3,416","4,746"
E07000164,Yorkshire and The Humber,Hambleton,33.5,6.0,39.5,5,45,139,40,179,324,503,"4,143","6,690","4,529","62,362","11,244","3,367","5,373","3,523","8,908","3,674","4,648"
E07000165,Yorkshire and The Humber,Harrogate,62.2,8.0,70.3,8,78,258,55,313,523,835,"4,143","6,816","4,449","66,534","10,692","3,279","5,274","3,404","9,265","3,536","4,625"
E07000166,Yorkshire and The Humber,Richmondshire,18.6,4.2,22.8,3,26,75,30,105,127,232,"4,017","7,234","4,604","44,449","9,055","3,288","5,586","3,479","8,046","3,606","4,978"
E07000167,Yorkshire and The Humber,Ryedale,20.5,4.2,24.6,4,28,84,30,114,196,310,"4,099","7,177","4,621","51,639","10,890","3,236","5,551","3,431","7,933","3,577","5,008"
E07000168,Yorkshire and The Humber,Scarborough,48.6,8.7,57.4,6,64,167,50,216,300,516,"3,425","5,720","3,775","48,276","8,119","2,800","4,273","2,913","7,048","3,002","4,384"
E07000169,Yorkshire and The Humber,Selby,31.6,4.9,36.5,3,40,126,34,160,364,524,"3,989","6,816","4,371","113,767","13,180","3,341","5,110","3,461","8,974","3,547","4,582"
E08000016,Yorkshire and The Humber,Barnsley,103.9,2.5,106.4,7,113,344,15,359,541,900,"3,314","5,905","3,374","83,109","7,970","2,856","4,181","2,873","8,433","2,922","3,543"
E08000017,Yorkshire and The Humber,Doncaster,126.3,4.7,131.0,9,140,438,27,465,835,"1,301","3,469","5,766","3,551","95,364","9,305","2,982","4,211","3,008","9,902","3,076","3,690"
E08000018,Yorkshire and The Humber,Rotherham ,110.1,4.0,114.1,7,121,371,23,393,638,"1,031","3,366","5,652","3,447","91,088","8,515","2,918","4,193","2,943","9,683","3,001","3,632"
E08000019,Yorkshire and The Humber,Sheffield,222.4,14.3,236.7,17,254,742,80,822,"1,532","2,354","3,338","5,593","3,473","91,001","9,286","2,828","4,485","2,884","10,189","2,956","3,568"
E08000032,Yorkshire and The Humber,Bradford ,193.3,17.1,210.4,15,225,694,101,794,"1,085","1,879","3,588","5,878","3,775","72,296","8,334","3,032","4,748","3,100","10,096","3,184","4,007"
E08000033,Yorkshire and The Humber,Calderdale,86.3,7.8,94.0,7,101,311,48,359,491,850,"3,601","6,248","3,819","69,186","8,403","3,015","5,173","3,105","9,977","3,196","4,041"
E08000034,Yorkshire and The Humber,Kirklees ,169.3,11.6,180.9,13,194,594,67,661,882,"1,543","3,511","5,742","3,654","69,181","7,966","2,970","4,512","3,023","10,046","3,102","3,811"
E08000035,Yorkshire and The Humber,Leeds ,303.2,37.3,340.5,24,365,"1,083",215,"1,297","2,140","3,437","3,571","5,755","3,810","88,684","9,425","3,003","4,740","3,101","11,590","3,189","4,060"
E08000036,Yorkshire and The Humber,Wakefield,138.6,9.6,148.1,10,158,461,56,518,"1,069","1,587","3,329","5,888","3,494","105,827","10,029","2,881","4,788","2,937","10,355","3,005","3,683"
E06000015,East Midlands,Derby,60.4,47.3,107.7,7,115,200,190,389,631,"1,020","3,305","4,013","3,616","85,844","8,867","2,835","3,268","3,019","12,344","3,098","3,826"
E06000016,East Midlands,Leicester,86.1,43.4,129.5,12,141,280,174,454,"1,026","1,481","3,252","4,013","3,507","86,218","10,469","2,724","3,197","2,865","11,079","2,975","3,731"
E06000018,East Midlands,Nottingham,87.0,43.6,130.6,11,142,286,185,471,801,"1,272","3,286","4,243","3,605","71,281","8,971","2,765","3,356","2,937","10,791","3,032","3,773"
E06000017,East Midlands,Rutland,8.0,8.1,16.0,2,18,31,44,75,274,350,"3,902","5,485","4,698","162,806","19,714","3,199","4,131","3,612","10,329","3,754","5,069"
E07000032,East Midlands,Amber Valley,32.7,22.5,55.2,4,59,112,106,218,378,596,"3,435","4,706","3,953","94,786","10,063","2,910","3,705","3,207","11,654","3,290","4,138"
E07000033,East Midlands,Bolsover,25.0,9.5,34.5,2,36,82,39,122,195,317,"3,303","4,121","3,529","100,656","8,701","2,861","3,365","2,990","11,205","3,059","3,699"
E07000034,East Midlands,Chesterfield,33.7,14.8,48.5,4,53,105,58,163,258,420,"3,117","3,910","3,359","63,802","8,002","2,688","3,217","2,840","9,246","2,919","3,492"
E07000035,East Midlands,Derbyshire Dales,17.9,15.2,33.1,4,38,64,85,149,247,397,"3,591","5,590","4,511","55,514","10,557","2,899","4,129","3,393","9,914","3,579","4,833"
E07000036,East Midlands,Erewash,28.8,21.6,50.5,3,54,97,91,187,230,417,"3,345","4,206","3,714","66,133","7,737","2,871","3,430","3,093","10,543","3,167","3,839"
E07000037,East Midlands,High Peak,36.5,4.1,40.6,4,44,137,27,164,574,738,"3,752","6,597","4,039","163,703","16,733","3,203","4,833","3,294","10,182","3,396","4,199"
E07000038,East Midlands,North East Derbyshire,33.3,10.7,44.0,3,47,114,49,163,214,377,"3,424","4,604","3,710","75,741","8,060","2,911","3,559","3,055","9,589","3,116","3,776"
E07000039,East Midlands,South Derbyshire,22.8,16.9,39.6,3,42,84,82,166,324,490,"3,691","4,845","4,183","123,764","11,601","3,138","3,757","3,372","11,273","3,456","4,191"
E07000129,East Midlands,Blaby,21.8,18.1,39.9,2,42,78,80,159,224,383,"3,597","4,434","3,977","99,032","9,080","3,072","3,677","3,333","15,872","3,415","4,071"
E07000130,East Midlands,Charnwood,39.8,30.2,70.0,5,75,137,133,270,372,641,"3,426","4,418","3,853","73,705","8,548","2,888","3,554","3,156","11,721","3,247","4,019"
E07000131,East Midlands,Harborough,19.1,17.1,36.3,3,40,77,91,167,199,366,"4,006","5,289","4,612","57,529","9,219","3,347","4,096","3,661","11,430","3,786","4,743"
E07000132,East Midlands,Hinckley and Bosworth,24.6,23.0,47.5,3,51,87,103,190,240,430,"3,534","4,489","3,995","69,426","8,430","2,996","3,575","3,252","10,623","3,337","4,154"
E07000133,East Midlands,Melton,11.3,11.0,22.3,2,24,42,57,98,162,260,"3,696","5,145","4,411","76,515","10,647","3,023","3,962","3,436","9,956","3,542","4,559"
E07000134,East Midlands,North West Leicestershire,22.6,18.2,40.9,3,44,83,90,173,387,559,"3,655","4,924","4,221","115,944","12,646","3,101","3,837","3,402","13,052","3,512","4,397"
E07000135,East Midlands,Oadby and Wigston,12.8,9.9,22.7,1,24,44,42,86,111,197,"3,417","4,254","3,782","77,852","8,136","2,914","3,521","3,157","12,086","3,239","4,044"
E07000136,East Midlands,Boston,15.7,13.0,28.6,2,31,57,65,122,214,336,"3,618","5,053","4,268","86,735","10,810","3,024","3,863","3,328","11,533","3,431","4,490"
E07000137,East Midlands,East Lindsey,38.0,27.4,65.3,8,73,145,153,298,370,668,"3,824","5,577","4,558","49,244","9,166","3,101","4,079","3,431","8,035","3,542","4,880"
E07000138,East Midlands,Lincoln,26.4,16.2,42.7,3,46,82,62,145,280,425,"3,112","3,844","3,390","81,753","9,217","2,650","3,133","2,817","12,019","2,921","3,649"
E07000139,East Midlands,North Kesteven,26.0,22.4,48.4,4,52,94,111,205,249,454,"3,618","4,962","4,240","65,725","8,706","3,075","3,751","3,359","9,418","3,434","4,402"
E07000140,East Midlands,South Holland,19.9,19.4,39.3,4,43,77,100,177,326,503,"3,869","5,154","4,502","88,366","11,700","3,211","3,896","3,511","9,682","3,615","4,737"
E07000141,East Midlands,South Kesteven,33.1,27.5,60.6,5,66,120,144,264,392,656,"3,637","5,233","4,362","74,059","9,963","3,065","3,972","3,420","10,347","3,521","4,568"
E07000142,East Midlands,West Lindsey,30.9,9.9,40.8,4,45,117,56,173,227,399,"3,796","5,598","4,234","58,821","8,943","3,201","4,189","3,382","7,614","3,451","4,463"
E07000150,East Midlands,Corby,20.5,6.6,27.0,2,29,70,28,98,343,441,"3,413","4,278","3,623","162,118","15,110","3,003","3,460","3,105","12,484","3,180","3,824"
E07000151,East Midlands,Daventry,17.3,16.4,33.7,3,37,74,95,169,251,420,"4,268","5,790","5,008","81,460","11,425","3,557","4,355","3,879","12,538","4,002","5,304"
E07000152,East Midlands,East Northamptonshire,22.4,15.3,37.7,3,40,86,79,166,171,337,"3,852","5,179","4,392","62,829","8,326","3,222","4,044","3,516","10,683","3,603","4,622"
E07000153,East Midlands,Kettering,27.0,15.1,42.1,3,45,96,70,166,221,387,"3,550","4,626","3,937","74,567","8,589","3,017","3,662","3,223","11,481","3,298","4,140"
E07000154,East Midlands,Northampton,59.2,36.0,95.2,7,102,207,155,362,598,961,"3,503","4,311","3,809","88,696","9,426","2,981","3,512","3,156","11,785","3,228","4,085"
E07000155,East Midlands,South Northamptonshire,20.0,17.0,37.0,3,40,84,100,184,232,417,"4,226","5,858","4,977","75,983","10,395","3,508","4,441","3,876","12,245","3,996","5,249"
E07000156,East Midlands,Wellingborough,21.4,12.2,33.5,3,36,75,56,131,236,367,"3,514","4,571","3,897","87,957","10,134","3,012","3,624","3,209","11,882","3,295","4,068"
E07000170,East Midlands,Ashfield,37.2,16.1,53.2,3,56,125,68,194,361,555,"3,377","4,246","3,640","115,828","9,852","2,924","3,476","3,079","11,589","3,149","3,802"
E07000171,East Midlands,Bassetlaw,34.7,15.7,50.4,4,55,126,77,202,360,562,"3,615","4,910","4,018","84,721","10,296","3,060","3,760","3,252","9,727","3,336","4,240"
E07000172,East Midlands,Broxtowe,30.4,18.7,49.1,3,52,102,81,182,179,361,"3,347","4,306","3,713","60,705","6,936","2,863","3,557","3,103","9,502","3,156","3,876"
E07000173,East Midlands,Gedling,30.0,21.7,51.7,3,54,105,98,202,153,355,"3,489","4,506","3,916","59,185","6,551","2,976","3,651","3,240","10,971","3,296","4,096"
E07000174,East Midlands,Mansfield,33.8,13.7,47.5,3,51,109,54,164,221,385,"3,228","3,990","3,447","72,497","7,611","2,813","3,331","2,951","11,046","3,018","3,649"
E07000175,East Midlands,Newark and Sherwood,31.5,20.0,51.4,4,56,114,97,211,393,604,"3,621","4,836","4,093","90,159","10,820","3,042","3,735","3,274","10,680","3,374","4,296"
E07000176,East Midlands,Rushcliffe,27.1,20.7,47.8,3,51,99,100,199,185,384,"3,660","4,819","4,162","59,959","7,538","3,079","3,813","3,372","10,501","3,452","4,334"
E06000019,West Midlands,"Herefordshire, County of",64.6,16.6,81.1,10,91,260,115,375,566,941,"4,027","6,918","4,618","56,540","10,323","3,293","5,522","3,557","7,079","3,653","4,751"
E06000051,West Midlands,Shropshire,112.3,21.7,133.9,16,150,443,156,598,874,"1,473","3,944","7,190","4,469","55,762","9,846","3,265","5,741","3,470","8,069","3,585","4,577"
E06000021,West Midlands,Stoke-on-Trent,101.5,10.0,111.5,8,119,331,54,385,583,967,"3,260","5,385","3,450","74,080","8,105","2,859","4,249","2,929","10,132","3,001","3,598"
E06000020,West Midlands,Telford and Wrekin,62.8,6.7,69.5,5,75,224,36,260,584,844,"3,572","5,417","3,749","112,618","11,306","3,126","4,129","3,191","10,834","3,269","3,912"
E07000192,West Midlands,Cannock Chase,36.7,5.0,41.6,3,45,137,29,165,182,347,"3,725","5,736","3,966","59,441","7,768","3,264","4,774","3,380","9,793","3,457","4,040"
E07000193,West Midlands,East Staffordshire,26.7,22.2,48.9,4,53,96,105,201,483,684,"3,605","4,721","4,111","110,782","12,847","3,009","3,654","3,275","11,685","3,378","4,231"
E07000194,West Midlands,Lichfield,35.7,7.1,42.8,4,46,143,43,186,252,438,"4,017","6,054","4,355","70,597","9,449","3,375","4,594","3,519","9,343","3,598","4,492"
E07000195,West Midlands,Newcastle-under-Lyme,49.0,5.2,54.2,4,58,171,29,200,247,447,"3,488","5,620","3,692","70,135","7,747","3,002","4,312","3,071","9,680","3,145","3,798"
E07000196,West Midlands,South Staffordshire,40.5,4.9,45.4,3,48,161,30,191,217,408,"3,974","6,103","4,206","73,558","8,439","3,361","4,538","3,453","9,564","3,519","4,286"
E07000197,West Midlands,Stafford,47.2,9.2,56.4,5,61,180,54,235,385,619,"3,820","5,912","4,160","80,542","10,126","3,227","4,509","3,361","10,279","3,451","4,191"
