"Subnational electricity consumption, Great Britain, 2012",,,,,,,,,,,,,,,,,,,,,,,
"This table shows the electricity consumption and the number of electric meters by local authority. Country/region totals are shown where the local authority is specified as ""All local authorities"". ",,,,,,,,,,,,,,,,,,,,,,,
"Some consumption within given countries/regions could not be allocated to specific local authorities. This consumption is shown in the rows where ""Unallocated"" is specified in the local authority column.",,,,,,,,,,,,,,,,,,,,,,,
"Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].",,,,,,,,,,,,,,,,,,,,,,,
Code,Country or region,Local authority,"Number of meters
(thousands):
Domestic Standard","Number of meters
(thousands):
Domestic E7 
","Number of meters
(thousands):
All Domestic
","Number of meters
(thousands):
All Non-Domestic","Number of meters
(thousands):
All meters","Total consumption
(GWh):
Domestic Standard","Total consumption
(GWh):
Domestic E7","Total consumption
(GWh):
All Domestic
","Total consumption
(GWh):
All Non-Domestic","Total consumption
(GWh):
All meters","Mean consumption
(kWh per meter):
Domestic Standard","Mean consumption
(kWh per meter):
Domestic E7","Mean consumption
(kWh per meter):
All Domestic
","Mean consumption
(kWh per meter):
All Non-Domestic","Mean consumption
(kWh per meter):
All meters","Median consumption
(kWh per meter):
Domestic Standard","Median consumption
(kWh per meter):
Domestic E7","Median consumption
(kWh per meter):
All Domestic
","Median consumption
(kWh per meter):
All Non-Domestic","Median consumption
(kWh per meter):
All meters","Mean domestic
consumption
(kWh per household)"
E07000198,West Midlands,Staffordshire Moorlands,38.3,4.8,43.1,4,47,144,31,175,312,487,"3,764","6,437","4,063","82,723","10,392","3,167","4,753","3,276","7,700","3,355","4,172"
E07000199,West Midlands,Tamworth,19.4,12.7,32.1,2,34,72,61,133,189,321,"3,688","4,801","4,128","89,582","9,384","3,242","3,930","3,478","12,660","3,564","4,188"
E07000218,West Midlands,North Warwickshire,17.0,10.2,27.2,3,30,68,53,121,409,530,"3,975","5,240","4,448","162,526","17,854","3,348","4,095","3,594","12,223","3,714","4,666"
E07000219,West Midlands,Nuneaton and Bedworth,32.3,22.8,55.2,3,58,113,101,215,231,446,"3,500","4,447","3,891","70,641","7,634","3,009","3,666","3,265","12,976","3,341","4,065"
E07000220,West Midlands,Rugby,25.5,18.5,44.0,3,47,95,91,185,483,668,"3,718","4,911","4,220","141,345","14,106","3,138","3,812","3,391","11,702","3,487","4,410"
E07000221,West Midlands,Stratford-on-Avon,37.3,16.8,54.1,6,60,162,116,278,370,648,"4,332","6,893","5,128","61,112","10,764","3,423","5,159","3,814","9,879","3,951","5,314"
E07000222,West Midlands,Warwick,34.8,25.8,60.6,6,66,129,130,259,406,664,"3,701","5,040","4,272","71,654","10,030","3,054","3,908","3,359","10,333","3,455","4,410"
E08000025,West Midlands,Birmingham,366.1,58.8,424.9,35,460,"1,339",325,"1,663","2,607","4,271","3,657","5,522","3,915","74,887","9,291","3,088","4,559","3,216","9,465","3,299","4,058"
E08000026,West Midlands,Coventry,90.8,44.9,135.7,8,144,309,198,506,810,"1,316","3,399","4,408","3,733","98,423","9,148","2,916","3,538","3,091","12,718","3,165","3,917"
E08000027,West Midlands,Dudley ,117.2,17.4,134.6,10,144,420,93,514,583,"1,096","3,585","5,383","3,817","60,966","7,608","3,133","4,281","3,231","9,391","3,299","3,953"
E08000028,West Midlands,Sandwell ,112.9,15.7,128.6,10,139,392,82,474,883,"1,356","3,469","5,220","3,683","87,448","9,776","2,985","4,141","3,073","10,272","3,153","3,904"
E08000029,West Midlands,Solihull,75.6,13.4,89.0,5,94,304,79,384,612,996,"4,028","5,936","4,315","116,232","10,570","3,452","4,867","3,592","11,129","3,656","4,455"
E08000030,West Midlands,Walsall,99.0,12.8,111.9,8,120,364,71,435,547,982,"3,678","5,542","3,892","65,410","8,169","3,191","4,548","3,287","8,433","3,351","4,038"
E08000031,West Midlands,Wolverhampton,91.0,14.7,105.8,8,114,324,82,406,606,"1,011","3,558","5,572","3,838","71,907","8,858","3,062","4,460","3,185","9,226","3,257","3,980"
E07000234,West Midlands,Bromsgrove,34.7,4.7,39.4,3,43,144,30,174,146,320,"4,143","6,440","4,416","46,047","7,513","3,513","5,150","3,628","9,697","3,704","4,511"
E07000235,West Midlands,Malvern Hills,27.3,6.3,33.6,3,37,115,45,160,129,289,"4,200","7,157","4,756","38,608","7,825","3,378","5,570","3,623","7,773","3,723","4,929"
E07000236,West Midlands,Redditch,31.6,3.6,35.2,2,38,117,18,136,227,362,"3,716","5,061","3,853","98,289","9,660","3,256","4,057","3,313","11,913","3,381","3,926"
E07000237,West Midlands,Worcester,37.6,6.0,43.6,3,47,134,33,167,263,429,"3,559","5,458","3,821","75,878","9,124","3,083","4,554","3,203","9,332","3,276","3,956"
E07000238,West Midlands,Wychavon,41.7,9.7,51.4,5,56,175,66,242,372,614,"4,208","6,846","4,705","73,244","10,880","3,480","5,414","3,709","9,186","3,813","4,846"
E07000239,West Midlands,Wyre Forest,38.3,5.8,44.0,3,47,145,33,178,199,378,"3,793","5,738","4,047","59,336","7,969","3,207","4,386","3,323","8,817","3,388","4,138"
E06000055,East,Bedford,46.3,22.2,68.6,6,74,169,115,284,432,716,"3,636","5,198","4,142","76,844","9,650","3,039","3,963","3,279","10,471","3,371","4,413"
E06000056,East,Central Bedfordshire,74.7,35.4,110.1,8,118,290,187,477,545,"1,022","3,881","5,277","4,330","67,211","8,643","3,265","4,044","3,475","9,933","3,547","4,497"
E06000032,East,Luton,55.8,20.7,76.6,5,82,199,94,293,442,735,"3,559","4,546","3,826","85,359","8,993","3,027","3,607","3,154","10,607","3,220","3,936"
E06000031,East,Peterborough,53.5,25.0,78.5,6,85,184,111,296,639,935,"3,446","4,460","3,768","99,093","11,007","2,937","3,519","3,093","10,700","3,171","3,985"
E06000033,East,Southend-on-Sea,55.2,24.1,79.3,7,86,204,110,314,317,631,"3,693","4,563","3,957","48,716","7,355","3,102","3,639","3,241","8,651","3,329","4,208"
E06000034,East,Thurrock,42.6,23.3,65.9,4,70,167,117,284,696,981,"3,923","5,020","4,310","160,297","13,957","3,369","4,184","3,603","11,205","3,675","4,545"
E07000008,East,Cambridge,34.0,15.0,49.0,6,55,114,66,181,554,734,"3,358","4,437","3,688","100,115","13,461","2,689","3,441","2,864","11,729","2,996","3,952"
E07000009,East,East Cambridgeshire,24.0,12.5,36.5,3,40,93,75,167,212,380,"3,860","5,963","4,580","64,615","9,537","3,209","4,521","3,543","9,409","3,652","4,774"
E07000010,East,Fenland,27.9,14.9,42.8,4,47,106,80,186,339,525,"3,807","5,372","4,353","88,934","11,266","3,193","4,158","3,457","9,405","3,548","4,569"
E07000011,East,Huntingdonshire,46.6,26.4,73.0,6,80,179,136,315,540,855,"3,834","5,143","4,307","83,320","10,752","3,225","3,935","3,438","9,442","3,530","4,507"
E07000012,East,South Cambridgeshire,41.0,21.9,62.9,5,68,166,133,300,494,794,"4,058","6,076","4,761","92,541","11,627","3,340","4,577","3,672","10,886","3,776","4,940"
E07000066,East,Basildon,53.0,23.1,76.1,6,82,204,116,320,472,792,"3,847","5,023","4,204","83,301","9,689","3,243","4,029","3,444","10,418","3,507","4,380"
E07000067,East,Braintree,40.1,22.5,62.6,5,68,159,127,286,293,579,"3,970","5,653","4,574","54,396","8,518","3,291","4,388","3,609","9,419","3,691","4,657"
E07000068,East,Brentwood,24.0,8.5,32.6,3,35,103,48,151,153,304,"4,275","5,633","4,631","57,860","8,629","3,392","4,366","3,609","11,919","3,721","4,895"
E07000069,East,Castle Point,26.6,10.9,37.5,2,40,110,56,166,94,260,"4,122","5,178","4,429","42,600","6,549","3,537","4,251","3,722","10,037","3,791","4,535"
E07000070,East,Chelmsford,47.2,24.4,71.6,6,77,196,136,332,416,748,"4,154","5,569","4,635","74,926","9,693","3,437","4,401","3,710","11,170","3,798","4,746"
E07000071,East,Colchester,51.1,25.3,76.3,6,83,190,132,322,391,714,"3,726","5,221","4,221","60,714","8,622","3,111","4,112","3,370","8,341","3,436","4,454"
E07000072,East,Epping Forest,43.0,11.8,54.8,5,60,194,71,265,214,479,"4,513","6,063","4,846","42,766","8,016","3,594","4,577","3,766","8,686","3,842","5,074"
E07000073,East,Harlow,25.8,10.3,36.1,3,39,90,41,131,262,393,"3,492","4,006","3,639","91,949","10,086","3,016","3,223","3,072","8,133","3,120","3,803"
E07000074,East,Maldon,16.7,10.3,27.0,3,30,74,66,140,158,298,"4,431","6,420","5,187","61,770","10,076","3,577","4,966","3,994","9,545","4,110","5,380"
E07000075,East,Rochford,24.7,9.8,34.5,2,37,103,51,155,142,296,"4,177","5,246","4,480","60,627","8,040","3,564","4,292","3,739","10,466","3,824","4,580"
E07000076,East,Tendring,44.8,22.9,67.7,5,73,159,120,279,234,514,"3,544","5,263","4,125","44,338","7,034","2,939","4,081","3,236","7,847","3,305","4,490"
E07000077,East,Uttlesford,22.5,11.4,33.9,4,37,101,73,175,225,399,"4,490","6,431","5,143","63,900","10,664","3,590","4,785","3,920","10,016","4,059","5,454"
E07000095,East,Broxbourne,27.5,12.6,40.1,3,43,110,61,171,262,433,"4,005","4,870","4,277","87,949","10,058","3,423","4,061","3,594","9,613","3,664","4,516"
E07000096,East,Dacorum,45.6,16.3,61.9,5,67,178,85,263,325,588,"3,906","5,238","4,257","64,803","8,796","3,237","4,060","3,417","9,416","3,484","4,364"
E07000242,East,East Hertfordshire,38.4,21.9,60.3,5,66,165,128,293,265,558,"4,304","5,824","4,856","49,833","8,504","3,472","4,496","3,773","10,059","3,881","5,124"
E07000098,East,Hertsmere,29.2,12.3,41.5,3,45,126,64,191,293,484,"4,325","5,245","4,597","85,071","10,775","3,455","4,027","3,614","11,350","3,713","4,787"
E07000099,East,North Hertfordshire,39.7,15.8,55.5,5,61,152,86,238,279,517,"3,828","5,441","4,288","53,497","8,514","3,171","4,323","3,420","10,027","3,520","4,436"
E07000240,East,St Albans,45.5,13.3,58.8,5,63,187,73,260,256,516,"4,115","5,456","4,419","55,381","8,131","3,387","4,357","3,564","10,568","3,657","4,619"
E07000243,East,Stevenage,28.6,7.1,35.7,2,38,99,32,131,306,437,"3,466","4,516","3,675","123,880","11,441","2,996","3,776","3,133","9,336","3,175","3,745"
E07000102,East,Three Rivers,26.0,10.5,36.5,3,39,114,57,171,173,343,"4,388","5,410","4,682","67,338","8,793","3,552","4,204","3,724","10,023","3,797","4,801"
E07000103,East,Watford,26.5,12.3,38.8,4,42,97,55,152,351,503,"3,682","4,466","3,931","99,990","11,902","3,033","3,665","3,198","10,489","3,286","4,111"
E07000241,East,Welwyn Hatfield,35.3,10.8,46.1,3,50,136,55,191,432,623,"3,865","5,070","4,149","124,127","12,568","3,170","3,898","3,311","9,940","3,390","4,370"
E07000143,East,Breckland,32.7,25.1,57.8,6,63,127,145,272,341,613,"3,888","5,760","4,701","60,565","9,652","3,202","4,351","3,575","10,181","3,696","4,947"
E07000144,East,Broadland,36.6,18.7,55.2,4,59,136,104,240,239,478,"3,718","5,559","4,341","62,610","8,103","3,135","4,118","3,392","9,642","3,470","4,469"
E07000145,East,Great Yarmouth,27.0,17.8,44.8,4,49,96,92,188,205,394,"3,550","5,189","4,201","49,676","8,043","2,978","3,815","3,259","9,979","3,355","4,469"
E07000146,East,King’s Lynn and West Norfolk,39.0,32.2,71.2,6,78,150,196,346,785,"1,131","3,855","6,090","4,864","123,211","14,588","3,107","4,600","3,621","9,766","3,731","5,486"
E07000147,East,North Norfolk,29.0,24.7,53.7,6,59,104,150,254,268,522,"3,595","6,051","4,725","47,347","8,785","2,871","4,451","3,442","7,847","3,556","5,490"
E07000148,East,Norwich,45.6,18.7,64.3,7,71,134,74,208,416,624,"2,939","3,964","3,237","61,074","8,777","2,452","3,002","2,578","8,581","2,661","3,462"
E07000149,East,South Norfolk,32.7,23.3,56.1,5,61,127,143,269,290,560,"3,868","6,114","4,803","60,228","9,191","3,170","4,560","3,610","8,986","3,709","5,033"
E07000200,East,Babergh,23.2,15.8,39.0,4,43,91,99,190,222,412,"3,908","6,283","4,871","59,446","9,635","3,194","4,628","3,644","9,415","3,761","5,039"
E07000201,East,Forest Heath,16.8,11.0,27.8,3,31,63,72,135,274,409,"3,731","6,533","4,842","97,624","13,362","3,026","4,427","3,451","10,082","3,576","5,402"
E07000202,East,Ipswich,38.2,21.1,59.3,5,64,128,97,225,301,527,"3,358","4,591","3,796","63,968","8,223","2,864","3,606","3,086","10,867","3,171","3,924"
E07000203,East,Mid Suffolk,23.1,19.2,42.3,4,46,93,122,216,268,484,"4,053","6,376","5,108","66,280","10,453","3,340","4,782","3,861","9,593","3,978","5,288"
E07000204,East,St Edmundsbury,29.2,17.6,46.8,5,51,108,98,205,347,552,"3,681","5,563","4,387","76,375","10,752","3,085","4,161","3,415","11,042","3,524","4,469"
E07000205,East,Suffolk Coastal,35.8,22.9,58.7,5,64,134,143,276,348,624,"3,734","6,223","4,707","63,390","9,728","3,079","4,610","3,513","8,922","3,617","5,130"
E07000206,East,Waveney,34.7,20.7,55.3,4,60,117,103,221,339,560,"3,386","4,994","3,986","75,386","9,353","2,858","3,717","3,120","8,854","3,202","4,332"
E09000001,London,City of London ,4.9,1.0,5.9,7,13,21,6,27,"2,456","2,482","4,191","6,062","4,498","352,342","192,836","2,943","5,163","3,262","19,818","6,170","7,171"
E09000002,London,Barking and Dagenham,58.3,15.4,73.7,5,79,201,74,275,438,713,"3,454","4,781","3,732","81,576","9,022","2,984","3,760","3,110","8,932","3,165","3,919"
E09000003,London,Barnet,97.1,45.5,142.6,12,154,413,227,639,529,"1,169","4,249","4,987","4,485","44,772","7,568","3,241","3,756","3,381","8,572","3,459","4,657"
E09000004,London,Bexley,86.6,9.2,95.8,7,102,335,57,392,402,794,"3,867","6,206","4,091","61,151","7,754","3,354","5,544","3,478","8,352","3,537","4,219"
E09000005,London,Brent,92.8,20.5,113.3,13,126,335,103,438,827,"1,265","3,614","5,018","3,868","62,769","10,003","2,851","3,874","2,986","5,186","3,030","3,952"
E09000006,London,Bromley,117.5,19.0,136.5,11,147,471,106,577,449,"1,026","4,006","5,590","4,226","41,609","6,966","3,286","4,526","3,410","6,731","3,460","4,382"
E09000007,London,Camden,94.3,6.6,100.9,26,127,323,38,361,"1,421","1,782","3,424","5,770","3,577","55,136","14,069","2,408","4,255","2,468","5,398","2,596","3,697"
E09000008,London,Croydon,115.2,32.9,148.2,12,160,449,165,614,700,"1,314","3,896","5,014","4,145","59,224","8,215","3,205","3,968","3,344","7,217","3,403","4,210"
E09000009,London,Ealing,119.2,11.4,130.6,12,143,429,65,494,925,"1,419","3,602","5,705","3,785","77,486","9,959","2,943","4,906","3,030","8,244","3,096","3,993"
E09000010,London,Enfield,84.1,40.3,124.4,9,133,321,192,513,537,"1,050","3,823","4,760","4,127","62,891","7,900","3,191","3,756","3,337","9,706","3,407","4,249"
E09000011,London,Greenwich,98.7,7.4,106.1,9,115,336,43,380,420,800,"3,405","5,890","3,577","48,310","6,968","2,846","5,059","2,913","6,312","2,959","3,739"
E09000012,London,Hackney,94.8,8.3,103.1,16,119,304,47,350,549,899,"3,205","5,586","3,398","34,085","7,544","2,463","4,557","2,551","5,280","2,646","3,391"
E09000013,London,Hammersmith and Fulham,76.4,6.2,82.6,13,96,255,35,290,721,"1,011","3,338","5,661","3,513","53,908","10,534","2,498","4,658","2,582","3,864","2,620","3,637"
E09000014,London,Haringey,76.3,29.1,105.4,9,114,262,115,377,403,780,"3,436","3,944","3,576","44,489","6,812","2,667","2,874","2,724","7,406","2,785","3,681"
E09000015,London,Harrow ,63.1,24.6,87.7,6,94,243,119,362,250,612,"3,852","4,831","4,127","42,194","6,538","3,154","3,714","3,295","9,898","3,369","4,270"
E09000016,London,Havering,77.2,23.5,100.7,7,108,301,117,418,400,818,"3,900","4,973","4,150","56,674","7,592","3,334","4,040","3,477","9,605","3,553","4,277"
E09000017,London,Hillingdon,91.1,16.5,107.6,8,116,352,87,438,"1,308","1,747","3,858","5,264","4,073","163,468","15,108","3,234","4,406","3,355","11,358","3,438","4,313"
E09000018,London,Hounslow,88.6,9.6,98.2,8,106,335,57,392,978,"1,370","3,778","6,003","3,995","120,439","12,888","3,068","5,460","3,182","9,285","3,252","4,094"
E09000019,London,Islington,93.6,6.6,100.2,18,118,284,41,325,937,"1,262","3,031","6,207","3,240","52,965","10,705","2,330","5,317","2,408","5,113","2,486","3,422"
E09000020,London,Kensington and Chelsea,81.1,7.3,88.4,18,107,343,43,386,"1,114","1,500","4,233","5,835","4,366","60,962","14,061","2,614","4,036","2,682","3,859","2,735","5,032"
E09000021,London,Kingston upon Thames,53.3,12.0,65.4,6,72,215,64,280,316,596,"4,038","5,351","4,280","50,878","8,323","3,263","4,174","3,388","7,456","3,455","4,376"
E09000022,London,Lambeth,126.3,8.9,135.1,17,153,399,54,453,676,"1,129","3,159","6,123","3,353","38,707","7,398","2,486","4,948","2,561","3,681","2,593","3,455"
E09000023,London,Lewisham,110.3,10.3,120.6,11,132,368,59,427,334,761,"3,335","5,697","3,537","29,952","5,775","2,739","4,976","2,835","4,458","2,870","3,644"
E09000024,London,Merton,75.3,6.9,82.2,7,90,284,41,324,459,783,"3,771","5,883","3,949","62,075","8,744","3,025","5,099","3,118","6,694","3,178","4,126"
E09000025,London,Newham,95.1,9.4,104.6,10,114,330,54,383,995,"1,378","3,464","5,707","3,667","101,377","12,047","2,848","4,791","2,938","6,591","2,999","3,713"
E09000026,London,Redbridge,92.4,9.0,101.4,8,109,362,56,418,277,696,"3,921","6,185","4,122","34,822","6,358","3,287","5,502","3,399","7,098","3,454","4,169"
E09000027,London,Richmond upon Thames,70.8,11.9,82.6,8,91,287,65,352,359,711,"4,061","5,464","4,262","43,175","7,825","3,129","4,131","3,240","6,887","3,317","4,409"
E09000028,London,Southwark,114.5,13.8,128.3,17,146,368,90,458,"1,222","1,680","3,213","6,521","3,570","70,444","11,535","2,527","5,729","2,690","6,610","2,802","3,788"
E09000029,London,Sutton,62.6,18.1,80.7,6,87,245,98,343,377,721,"3,913","5,439","4,254","61,504","8,301","3,275","4,613","3,488","6,482","3,534","4,362"
E09000030,London,Tower Hamlets,96.0,15.0,111.0,16,127,309,101,409,"2,464","2,873","3,214","6,731","3,688","156,371","22,669","2,471","6,027","2,691","9,536","2,858","3,938"
E09000031,London,Waltham Forest,86.1,12.4,98.5,9,107,299,65,365,342,707,"3,477","5,261","3,702","39,326","6,589","2,887","4,165","2,993","6,040","3,053","3,745"
E09000032,London,Wandsworth,125.2,11.1,136.3,16,152,439,71,510,480,990,"3,508","6,362","3,741","30,560","6,513","2,626","5,388","2,732","4,428","2,771","3,926"
E09000033,London,Westminster,109.5,12.3,121.9,41,163,424,80,504,"3,465","3,968","3,870","6,473","4,133","84,911","24,395","2,462","5,135","2,592","9,140","2,964","4,752"
E06000036,South East,Bracknell Forest,41.6,5.1,46.7,3,50,175,32,206,338,544,"4,201","6,196","4,418","117,290","10,973","3,527","5,569","3,663","9,899","3,718","4,455"
E06000043,South East,Brighton and Hove,87.6,37.9,125.5,14,139,296,170,466,561,"1,028","3,383","4,487","3,717","40,353","7,373","2,735","3,496","2,928","5,365","2,974","3,846"
E06000046,South East,Isle of Wight,59.4,11.2,70.6,7,78,208,71,279,277,556,"3,496","6,339","3,947","38,039","7,133","2,870","5,368","3,067","5,797","3,131","4,549"
E06000035,South East,Medway,84.0,26.8,110.8,7,118,313,127,440,450,889,"3,722","4,726","3,965","60,257","7,515","3,184","3,854","3,324","8,642","3,383","4,100"
E06000042,South East,Milton Keynes,67.1,36.7,103.8,7,111,242,168,410,"1,028","1,437","3,604","4,571","3,946","137,135","12,914","3,064","3,650","3,242","13,400","3,326","4,131"
E06000044,South East,Portsmouth,79.2,10.1,89.3,7,96,265,58,323,680,"1,003","3,351","5,716","3,619","96,234","10,410","2,852","4,863","2,972","8,585","3,039","3,771"
E06000038,South East,Reading,57.4,9.6,67.0,6,73,210,61,271,520,791,"3,659","6,342","4,043","82,629","10,794","3,024","5,711","3,224","9,061","3,304","4,328"
E06000039,South East,Slough,44.4,6.8,51.2,4,56,161,40,201,812,"1,013","3,620","5,899","3,923","183,872","18,220","3,059","5,363","3,229","10,582","3,303","3,947"
E06000045,South East,Southampton,87.7,16.5,104.2,9,113,303,103,406,616,"1,022","3,452","6,239","3,893","71,246","9,055","2,930","5,341","3,137","8,261","3,204","4,174"
E06000037,South East,West Berkshire,56.6,9.7,66.3,7,73,259,79,338,580,918,"4,571","8,144","5,094","85,330","12,557","3,687","7,030","3,934","10,093","4,048","5,401"
E06000040,South East,Windsor and Maidenhead,56.0,5.6,61.7,6,68,257,40,296,466,762,"4,582","7,029","4,805","74,009","11,215","3,574","5,899","3,691","10,442","3,804","5,061"
E06000041,South East,Wokingham,59.0,4.1,63.1,4,67,262,29,291,424,715,"4,443","6,899","4,604","104,729","10,638","3,731","5,980","3,815","11,188","3,885","4,776"
E07000004,South East,Aylesbury Vale,48.8,25.1,73.9,6,80,195,145,340,309,650,"3,999","5,786","4,606","51,320","8,127","3,289","4,428","3,594","10,467","3,692","4,845"
E07000005,South East,Chiltern,31.1,7.5,38.6,3,42,151,47,198,156,354,"4,846","6,278","5,123","49,639","8,484","3,841","4,809","3,996","10,500","4,104","5,341"
E07000006,South East,South Bucks,26.3,1.7,28.1,3,31,137,14,151,218,369,"5,204","7,852","5,368","76,664","11,927","3,953","6,239","4,038","11,286","4,177","5,636"
E07000007,South East,Wycombe,61.7,9.5,71.2,7,78,266,68,333,390,724,"4,309","7,129","4,685","58,346","9,295","3,507","6,023","3,704","9,675","3,803","4,904"
E07000061,South East,Eastbourne,33.4,14.0,47.3,5,52,108,65,173,202,375,"3,249","4,660","3,665","43,738","7,221","2,694","3,640","2,913","5,921","2,967","3,850"
E07000062,South East,Hastings,28.5,13.7,42.3,4,46,100,63,163,163,325,"3,488","4,589","3,846","40,146","7,023","2,902","3,609","3,089","4,946","3,125","3,970"
E07000063,South East,Lewes,30.2,13.7,43.9,4,48,112,77,188,153,342,"3,699","5,602","4,293","38,451","7,141","3,043","4,320","3,342","7,420","3,409","4,424"
E07000064,South East,Rother,29.1,15.2,44.4,5,49,112,92,204,152,356,"3,839","6,029","4,591","33,340","7,278","3,078","4,529","3,452","6,474","3,527","4,965"
E07000065,South East,Wealden,43.7,22.0,65.6,7,72,183,144,327,214,541,"4,188","6,545","4,977","32,941","7,500","3,300","4,895","3,709","8,377","3,823","5,134"
E07000084,South East,Basingstoke and Deane,66.7,6.5,73.2,5,79,268,49,317,551,868,"4,020","7,537","4,331","100,746","11,033","3,301","6,463","3,441","10,143","3,513","4,520"
E07000085,South East,East Hampshire,45.1,5.3,50.4,5,55,201,40,241,228,469,"4,451","7,557","4,778","48,209","8,510","3,590","6,263","3,751","8,574","3,846","5,059"
E07000086,South East,Eastleigh,49.3,4.2,53.5,3,57,186,24,210,318,528,"3,767","5,800","3,927","91,166","9,261","3,221","5,195","3,313","11,208","3,385","3,996"
E07000087,South East,Fareham,44.9,3.9,48.8,3,52,171,23,194,247,441,"3,810","5,827","3,970","76,655","8,483","3,254","4,987","3,337","11,166","3,416","4,111"
E07000088,South East,Gosport,31.8,5.3,37.1,2,39,110,31,141,144,286,"3,454","5,954","3,809","64,713","7,267","3,015","5,234","3,183","7,682","3,224","3,967"
E07000089,South East,Hart,34.3,2.9,37.2,3,40,155,19,174,168,342,"4,506","6,711","4,678","59,566","8,541","3,781","6,009","3,884","10,064","3,968","4,856"
E07000090,South East,Havant,49.2,4.7,53.9,3,57,184,27,211,214,425,"3,744","5,734","3,917","64,440","7,437","3,231","4,805","3,314","9,057","3,371","4,100"
E07000091,South East,New Forest,73.3,7.9,81.2,7,88,289,53,342,419,762,"3,941","6,785","4,216","57,914","8,614","3,218","5,551","3,334","8,001","3,412","4,429"
E07000092,South East,Rushmoor,34.6,3.5,38.1,3,41,130,20,150,264,414,"3,754","5,725","3,934","92,075","10,111","3,207","5,111","3,310","11,218","3,395","4,082"
E07000093,South East,Test Valley,45.2,5.9,51.0,5,56,192,47,239,339,578,"4,253","8,011","4,686","65,378","10,280","3,445","7,048","3,642","9,284","3,743","4,984"
E07000094,South East,Winchester,44.2,5.7,49.9,6,56,190,43,233,414,647,"4,293","7,529","4,664","72,019","11,624","3,383","6,394","3,567","8,448","3,665","4,930"
E07000105,South East,Ashford,35.7,14.8,50.5,5,56,142,86,227,285,512,"3,969","5,762","4,496","56,397","9,212","3,229","4,353","3,485","9,304","3,601","4,677"
E07000106,South East,Canterbury,48.8,15.6,64.4,6,70,179,81,259,321,580,"3,662","5,187","4,031","54,483","8,259","2,999","3,984","3,185","8,402","3,275","4,241"
E07000107,South East,Dartford,34.8,6.6,41.4,4,45,132,35,167,288,455,"3,789","5,336","4,036","80,227","10,117","3,199","4,460","3,340","10,246","3,416","4,145"
E07000108,South East,Dover,38.1,12.1,50.2,4,55,131,59,190,243,433,"3,444","4,825","3,777","55,793","7,926","2,844","3,673","3,018","6,411","3,076","3,934"
E07000109,South East,Gravesham,31.9,9.9,41.8,3,45,120,48,169,315,484,"3,779","4,861","4,035","104,414","10,795","3,173","3,938","3,326","7,926","3,391","4,158"
E07000110,South East,Maidstone,47.9,18.2,66.1,6,72,190,101,290,394,685,"3,960","5,527","4,392","65,845","9,495","3,227","4,258","3,457","9,675","3,552","4,536"
E07000111,South East,Sevenoaks,34.1,14.3,48.4,5,53,158,95,252,228,480,"4,618","6,645","5,216","47,558","9,032","3,668","5,000","3,961","8,657","4,064","5,316"
E07000112,South East,Shepway,34.1,15.1,49.2,5,54,122,78,200,256,456,"3,577","5,161","4,063","53,609","8,449","2,960","3,920","3,197","6,005","3,257","4,187"
E07000113,South East,Swale,43.1,14.9,58.0,5,63,166,75,241,397,638,"3,854","5,008","4,151","81,432","10,140","3,246","3,919","3,390","8,455","3,470","4,285"
E07000114,South East,Thanet,48.1,17.2,65.3,6,71,167,79,247,268,515,"3,486","4,611","3,782","48,682","7,273","2,872","3,613","3,037","6,358","3,093","4,124"
E07000115,South East,Tonbridge and Malling,37.4,12.4,49.8,4,54,153,70,224,310,534,"4,091","5,688","4,488","74,434","9,891","3,394","4,352","3,587","10,771","3,684","4,604"
E07000116,South East,Tunbridge Wells,31.2,16.6,47.8,5,53,131,102,233,303,536,"4,205","6,138","4,877","56,806","10,092","3,321","4,623","3,694","8,440","3,804","4,919"
E07000177,South East,Cherwell,49.8,9.8,59.6,6,65,208,67,275,445,720,"4,190","6,802","4,620","80,528","11,064","3,431","5,488","3,637","11,803","3,758","4,826"
E07000178,South East,Oxford,50.7,7.2,57.9,6,64,183,44,227,659,886,"3,608","6,092","3,917","104,415","13,794","2,942","5,283","3,093","10,594","3,212","4,140"
E07000179,South East,South Oxfordshire,49.2,9.7,58.9,6,65,224,72,296,498,794,"4,556","7,440","5,032","85,356","12,265","3,605","6,168","3,855","9,139","3,963","5,440"
E07000180,South East,Vale of White Horse,46.6,6.3,52.9,5,58,195,48,243,490,733,"4,178","7,607","4,589","97,429","12,645","3,403","6,745","3,588","8,664","3,673","4,851"
E07000181,South East,West Oxfordshire,40.9,6.5,47.4,5,52,178,50,228,293,521,"4,362","7,735","4,821","59,118","9,958","3,529","6,686","3,749","8,445","3,850","5,155"
E07000207,South East,Elmbridge,44.9,10.6,55.5,5,61,227,67,294,280,574,"5,056","6,262","5,287","55,115","9,465","3,817","4,790","3,983","8,779","4,077","5,540"
E07000208,South East,Epsom and Ewell,25.1,5.8,30.9,2,33,106,31,137,102,239,"4,213","5,358","4,427","48,271","7,227","3,555","4,360","3,666","9,044","3,723","4,570"
E07000209,South East,Guildford,43.8,12.4,56.3,5,62,193,74,268,376,643,"4,414","5,977","4,760","71,580","10,461","3,489","4,692","3,700","10,184","3,797","4,959"
