"Subnational electricity consumption, Great Britain, 2020",,,,,,,,,,,,,,,,,,,,,,,
"This table shows the electricity consumption and the number of electric meters by local authority. Country/region totals are shown where the local authority is specified as ""All local authorities"". ",,,,,,,,,,,,,,,,,,,,,,,
"Some consumption within given countries/regions could not be allocated to specific local authorities. This consumption is shown in the rows where ""Unallocated"" is specified in the local authority column.",,,,,,,,,,,,,,,,,,,,,,,
"Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].",,,,,,,,,,,,,,,,,,,,,,,
Code,Country or region,Local authority,"Number of meters
(thousands):
Domestic Standard","Number of meters
(thousands):
Domestic E7 
","Number of meters
(thousands):
All Domestic
","Number of meters
(thousands):
All Non-Domestic","Number of meters
(thousands):
All meters","Total consumption
(GWh):
Domestic Standard","Total consumption
(GWh):
Domestic E7","Total consumption
(GWh):
All Domestic
","Total consumption
(GWh):
All Non-Domestic","Total consumption
(GWh):
All meters","Mean consumption
(kWh per meter):
Domestic Standard","Mean consumption
(kWh per meter):
Domestic E7","Mean consumption
(kWh per meter):
All Domestic
","Mean consumption
(kWh per meter):
All Non-Domestic","Mean consumption
(kWh per meter):
All meters","Median consumption
(kWh per meter):
Domestic Standard","Median consumption
(kWh per meter):
Domestic E7","Median consumption
(kWh per meter):
All Domestic
","Median consumption
(kWh per meter):
All Non-Domestic","Median consumption
(kWh per meter):
All meters","Mean domestic
consumption
(kWh per household)"
E13000001,Inner London,All local authorities,"1,436.6",132.8,"1,569.4",237.7,"1,807.1","4,537.0",682.5,"5,219.5","12,607.8","17,827.3","3,158.2","5,138.5","3,325.8","53,043.0","9,865.1","2,335.0","3,928.8","2,402.0","3,844.6","2,455.8","3,446.2"
E13000002,Outer London,All local authorities,"1,812.8",284.4,"2,097.2",172.4,"2,269.6","6,502.0","1,392.4","7,894.4","8,472.3","16,366.7","3,586.7","4,896.4","3,764.3","49,143.9","7,211.3","2,855.1","3,811.8","2,943.1","4,721.5","2,981.7","3,892.0"
E12000008,South East,All local authorities,"3,391.5",603.1,"3,994.6",350.0,"4,344.6","13,155.3","3,316.7","16,472.0","19,393.7","35,865.7","3,878.9","5,499.4","4,123.6","55,409.4","8,255.2","3,030.8","4,214.1","3,146.8","5,551.0","3,197.7","4,326.7"
E12000009,South West,All local authorities,"2,271.3",339.0,"2,610.3",264.3,"2,874.5","8,375.0","2,147.9","10,522.9","11,807.1","22,330.0","3,687.3","6,336.2","4,031.4","44,678.6","7,768.2","2,916.3","5,239.2","3,064.6","5,247.4","3,119.3","4,303.7"
W92000004,Wales,All local authorities,"1,351.1",90.3,"1,441.4",132.3,"1,573.7","4,552.8",553.6,"5,106.4","8,719.5","13,825.9","3,369.8","6,130.1","3,542.8","65,905.7","8,785.8","2,780.9","4,742.4","2,836.8","5,343.8","2,894.3","3,705.1"
S92000003,Scotland (inc unallocated),All local authorities,"2,465.7",385.1,"2,850.8",230.8,"3,081.6","8,190.8","1,842.6","10,033.4","12,674.8","22,708.3","3,321.9","4,784.8","3,519.5","54,913.3","7,369.0","2,675.7","3,433.9","2,722.7","5,939.3","2,778.5","4,001.2"
Unallocated Great Britain,Great Britain (unallocated),Unallocated,25.9,1.0,26.9,20.4,47.4,83.4,5.6,88.9,"3,267.2","3,356.2","3,218.9","5,457.8","3,303.7","159,908.3","70,873.0","2,213.2","4,273.8","2,240.4","4,791.1","2,530.1",
Unallocated England and Wales,England and Wales (unallocated),Unallocated,21.5,0.9,22.4,17.9,40.3,70.4,5.0,75.4,"2,975.9","3,051.2","3,273.6","5,528.1","3,365.1","165,823.2","75,623.3","2,213.2","4,346.6","2,242.8","4,821.3","2,561.8",
Unallocated Scotland,Scotland (unallocated),Unallocated,4.4,0.1,4.5,2.5,7.0,13.0,0.5,13.6,291.4,304.9,"2,952.4","4,882.4","2,999.8","117,210.1","43,520.2","2,200.0","3,625.5","2,221.3","4,575.6","2,400.0",
E06000001,North East,Hartlepool,42.3,1.8,44.1,3.2,47.3,127.8,8.1,136.0,327.3,463.2,"3,022.3","4,597.2","3,085.5","101,694.1","9,796.3","2,551.2","3,425.4","2,569.2","4,214.3","2,599.3","3,231.4"
E06000002,North East,Middlesbrough,60.6,3.0,63.7,4.4,68.0,182.7,11.7,194.4,227.5,421.9,"3,013.1","3,867.2","3,053.5","51,734.5","6,199.8","2,557.3","2,884.4","2,566.2","6,058.1","2,613.4","3,405.1"
E06000003,North East,Redcar and Cleveland,62.5,3.0,65.5,4.0,69.4,190.4,13.3,203.7,540.5,744.2,"3,047.4","4,448.4","3,111.3","135,336.6","10,715.6","2,569.4","3,255.2","2,586.0","5,103.4","2,618.1","3,236.7"
E06000004,North East,Stockton-on-Tees,85.1,3.4,88.5,5.7,94.2,271.6,15.1,286.7,917.0,"1,203.7","3,190.2","4,450.4","3,238.4","161,864.3","12,777.7","2,687.7","3,199.0","2,697.6","6,871.3","2,745.8","3,454.9"
E06000005,North East,Darlington,48.8,3.0,51.9,3.9,55.8,157.5,15.6,173.0,241.8,414.9,"3,223.4","5,176.1","3,336.7","62,075.3","7,441.3","2,633.6","4,031.8","2,667.2","5,225.4","2,706.9","3,581.8"
E06000047,North East,County Durham,239.9,7.5,247.3,16.7,264.0,741.5,40.7,782.1,996.6,"1,778.7","3,091.4","5,438.3","3,162.3","59,853.9","6,738.1","2,557.5","4,034.1","2,576.4","5,523.8","2,621.7","3,319.6"
E06000057,North East,Northumberland,147.7,11.6,159.3,14.5,173.8,501.0,65.6,566.6,855.6,"1,422.2","3,390.6","5,677.1","3,556.5","59,171.1","8,184.6","2,703.0","4,101.4","2,749.2","5,534.9","2,806.2","3,897.9"
E08000021,North East,Newcastle upon Tyne,120.1,10.6,130.7,10.3,141.0,362.5,52.2,414.7,661.1,"1,075.8","3,019.0","4,899.3","3,172.2","64,304.5","7,628.7","2,478.9","3,950.8","2,532.9","5,968.4","2,583.5","3,332.3"
E08000022,North East,North Tyneside,95.8,5.0,100.8,6.0,106.8,282.6,23.4,306.0,425.8,731.8,"2,951.5","4,655.2","3,036.4","71,196.7","6,854.3","2,498.6","3,600.8","2,522.9","5,308.7","2,558.2","3,189.7"
E08000023,North East,South Tyneside,70.6,1.7,72.3,4.2,76.4,200.7,7.5,208.2,174.2,382.4,"2,843.4","4,465.2","2,881.1","41,867.7","5,003.2","2,409.2","3,390.1","2,418.9","4,707.2","2,447.9","2,982.4"
E08000024,North East,Sunderland,125.9,4.7,130.6,8.3,138.9,373.4,20.9,394.3,670.9,"1,065.3","2,966.5","4,419.5","3,019.2","80,765.0","7,668.3","2,506.8","3,342.0","2,519.9","6,319.7","2,567.9","3,226.5"
E08000037,North East,Gateshead,89.8,4.7,94.5,6.6,101.1,266.3,22.8,289.1,490.4,779.5,"2,964.5","4,865.5","3,058.6","74,762.6","7,712.3","2,503.3","3,695.6","2,525.9","7,519.8","2,581.8","3,197.6"
E06000006,North West,Halton,56.0,1.4,57.4,3.7,61.1,184.7,7.2,191.9,426.5,618.4,"3,298.5","5,090.8","3,342.7","116,204.6","10,123.7","2,822.5","4,261.1","2,839.8","7,885.6","2,891.4","3,421.7"
E06000007,North West,Warrington,89.4,3.6,92.9,6.5,99.4,307.8,19.6,327.4,555.9,883.3,"3,444.4","5,484.4","3,522.7","85,766.0","8,884.6","2,883.3","4,593.0","2,919.3","7,893.9","2,980.7","3,586.3"
E06000008,North West,Blackburn with Darwen,58.1,3.3,61.5,5.2,66.6,195.4,17.3,212.7,330.7,543.3,"3,361.9","5,174.1","3,460.3","64,155.1","8,156.7","2,780.1","3,711.1","2,811.5","6,948.8","2,872.1","3,705.7"
E06000009,North West,Blackpool,61.0,6.5,67.5,7.1,74.6,204.6,33.6,238.2,231.5,469.7,"3,354.9","5,143.7","3,528.0","32,827.3","6,299.0","2,744.6","4,099.2","2,817.2","4,737.5","2,867.7","3,786.4"
E06000049,North West,Cheshire East,166.8,13.1,179.8,14.6,194.4,640.9,83.2,724.1,902.5,"1,626.7","3,843.5","6,362.5","4,026.6","61,784.2","8,365.7","3,032.4","4,941.2","3,103.8","7,138.0","3,171.5","4,273.3"
E06000050,North West,Cheshire West and Chester,150.3,8.5,158.9,12.1,171.0,543.0,52.7,595.6,"1,389.1","1,984.8","3,611.4","6,167.8","3,748.8","114,444.9","11,605.2","2,948.1","4,963.8","3,000.7","7,295.8","3,065.6","3,959.9"
E07000026,North West,Allerdale,43.1,4.2,47.3,5.6,53.0,150.4,28.2,178.7,274.1,452.8,"3,487.5","6,744.1","3,775.4","48,626.4","8,549.4","2,817.2","5,005.5","2,903.2","5,828.1","2,989.0","4,070.2"
E07000027,North West,Barrow-in-Furness,31.7,1.7,33.4,2.5,35.9,98.3,8.7,107.0,296.5,403.6,"3,099.0","5,105.0","3,200.8","119,476.8","11,236.6","2,602.6","3,457.9","2,627.4","4,156.3","2,654.6","3,416.8"
E07000028,North West,Carlisle,48.5,4.2,52.7,5.5,58.2,166.3,27.4,193.7,347.9,541.6,"3,425.0","6,554.2","3,673.3","63,666.6","9,307.4","2,774.2","5,182.5","2,853.7","5,948.7","2,921.0","3,901.7"
E07000029,North West,Copeland,30.3,3.0,33.4,2.9,36.3,104.6,20.1,124.7,96.8,221.4,"3,448.7","6,604.2","3,736.9","33,317.0","6,105.2","2,830.3","4,892.8","2,913.0","5,316.7","2,959.5","4,204.4"
E07000030,North West,Eden,21.3,5.0,26.3,4.5,30.8,87.7,38.8,126.5,223.0,349.5,"4,117.9","7,765.4","4,811.9","49,483.2","11,348.3","3,135.0","6,089.0","3,396.4","6,912.1","3,557.3","5,222.3"
E07000031,North West,South Lakeland,46.5,8.4,55.0,7.9,62.9,174.2,60.7,234.9,280.6,515.6,"3,745.7","7,190.1","4,275.2","35,330.4","8,197.2","2,854.6","5,392.7","3,036.4","5,787.2","3,141.8","4,867.9"
E07000117,North West,Burnley,39.8,1.8,41.7,3.3,44.9,127.2,9.6,136.8,186.3,323.1,"3,196.9","5,181.0","3,285.0","57,047.9","7,194.3","2,671.5","4,016.2","2,706.2","6,335.4","2,759.4","3,568.4"
E07000118,North West,Chorley,48.6,2.7,51.3,3.5,54.9,176.0,16.1,192.2,184.0,376.2,"3,621.6","5,888.5","3,742.4","52,411.5","6,857.4","2,968.6","4,618.0","3,014.1","7,252.3","3,064.2","3,770.3"
E07000119,North West,Fylde,35.0,4.5,39.5,3.5,43.0,130.3,26.8,157.0,193.3,350.3,"3,722.0","5,924.7","3,973.7","55,135.0","8,143.6","2,952.0","5,089.2","3,067.6","5,460.0","3,120.9","4,053.1"
E07000120,North West,Hyndburn,35.1,1.8,36.9,3.1,39.9,111.4,9.0,120.4,159.0,279.3,"3,172.4","5,058.5","3,263.0","51,898.6","6,992.1","2,653.9","3,440.8","2,676.4","5,860.6","2,725.7","3,407.7"
E07000121,North West,Lancaster,58.0,5.8,63.8,5.8,69.6,196.6,35.0,231.6,272.2,503.8,"3,389.3","6,072.8","3,632.1","46,677.2","7,238.3","2,739.9","4,743.9","2,834.6","5,514.3","2,891.8","3,838.8"
E07000122,North West,Pendle,38.6,2.1,40.7,3.3,44.0,125.6,10.9,136.5,187.1,323.6,"3,257.6","5,103.4","3,354.4","56,375.5","7,353.0","2,631.0","3,404.7","2,658.4","5,034.2","2,701.3","3,507.1"
E07000123,North West,Preston,58.2,4.8,63.0,5.8,68.8,197.0,26.2,223.2,309.8,533.1,"3,386.9","5,452.4","3,544.4","53,660.3","7,753.0","2,760.6","4,245.3","2,822.3","6,568.3","2,895.6","3,824.2"
E07000124,North West,Ribble Valley,25.5,2.0,27.4,3.0,30.4,104.2,15.6,119.8,305.1,424.9,"4,091.3","7,897.1","4,365.5","102,619.7","13,968.6","3,089.0","5,975.9","3,174.0","7,132.4","3,273.7","4,495.2"
E07000125,North West,Rossendale,30.4,1.7,32.0,2.6,34.6,109.5,9.8,119.2,177.8,297.0,"3,605.9","5,803.3","3,721.3","68,657.9","8,575.8","2,920.0","4,691.8","2,965.4","5,715.4","3,025.1","3,839.4"
E07000126,North West,South Ribble,47.7,2.4,50.1,3.6,53.6,167.6,13.7,181.2,250.2,431.5,"3,515.7","5,677.4","3,619.8","70,071.4","8,043.6","2,935.4","4,596.8","2,971.1","7,267.6","3,029.3","3,786.5"
E07000127,North West,West Lancashire,46.5,3.2,49.7,4.1,53.8,175.8,18.5,194.4,373.1,567.4,"3,779.2","5,837.1","3,910.7","91,936.1","10,555.4","3,066.3","4,284.5","3,100.8","7,509.5","3,170.4","4,160.5"
E07000128,North West,Wyre,47.5,4.4,51.9,4.5,56.3,169.8,25.6,195.5,278.7,474.2,"3,577.2","5,840.9","3,768.9","62,522.4","8,419.0","2,895.1","4,514.6","2,964.4","5,405.9","3,022.2","3,905.8"
E08000001,North West,Bolton,117.0,8.6,125.6,8.4,134.0,393.0,45.9,438.9,454.5,893.4,"3,357.8","5,350.3","3,493.8","54,025.3","6,665.9","2,795.3","4,285.2","2,849.3","6,201.9","2,895.3","3,635.9"
E08000002,North West,Bury,78.9,5.3,84.3,5.6,89.9,273.3,28.1,301.4,290.6,592.1,"3,462.2","5,269.5","3,576.5","51,885.8","6,586.9","2,860.8","4,186.9","2,903.2","6,130.7","2,953.1","3,691.8"
E08000003,North West,Manchester,209.2,22.8,232.0,19.1,251.2,693.4,131.3,824.7,"1,481.2","2,306.0","3,314.5","5,759.1","3,554.7","77,361.4","9,181.4","2,677.4","5,045.9","2,798.8","7,164.6","2,877.2","3,803.4"
E08000004,North West,Oldham,93.5,3.9,97.4,6.5,103.9,307.2,20.8,328.0,375.2,703.2,"3,285.9","5,306.9","3,367.4","57,916.3","6,769.1","2,752.2","3,992.3","2,777.5","6,368.9","2,825.7","3,468.6"
E08000005,North West,Rochdale,90.7,4.4,95.1,6.4,101.5,303.5,23.5,327.0,431.7,758.7,"3,347.4","5,358.7","3,440.3","67,463.2","7,478.2","2,782.7","4,127.3","2,816.1","6,913.9","2,873.6","3,518.6"
E08000006,North West,Salford,115.6,11.0,126.6,8.6,135.2,392.1,60.0,452.0,516.6,968.7,"3,391.1","5,467.2","3,571.0","60,103.4","7,165.9","2,789.8","4,699.8","2,874.6","6,865.7","2,933.3","3,920.0"
E08000007,North West,Stockport,121.5,10.0,131.5,9.1,140.6,430.7,53.2,483.9,466.3,950.2,"3,545.1","5,336.7","3,680.9","51,289.7","6,760.1","2,966.8","4,411.1","3,028.9","6,460.2","3,081.9","3,820.7"
E08000008,North West,Tameside,98.6,4.9,103.5,6.5,110.0,319.9,24.8,344.7,364.5,709.2,"3,243.2","5,100.6","3,330.5","56,412.8","6,449.3","2,725.3","3,872.9","2,752.7","6,361.8","2,797.9","3,483.5"
E08000009,North West,Trafford,92.8,7.6,100.4,8.2,108.7,345.1,42.2,387.4,909.2,"1,296.6","3,719.7","5,525.0","3,857.1","110,291.5","11,931.3","3,042.9","4,593.1","3,106.1","7,580.4","3,175.8","3,954.4"
E08000010,North West,Wigan,141.0,7.1,148.2,8.6,156.8,465.7,35.7,501.4,570.7,"1,072.1","3,301.5","5,018.4","3,384.0","66,120.4","6,837.4","2,783.2","3,889.2","2,812.6","6,198.2","2,852.8","3,460.9"
E08000011,North West,Knowsley,67.5,1.4,68.9,3.1,72.0,213.4,7.0,220.4,389.2,609.6,"3,162.3","4,860.8","3,198.0","125,539.1","8,464.3","2,743.2","3,517.3","2,750.8","7,749.1","2,790.1","3,466.6"
E08000012,North West,Liverpool,213.2,11.2,224.3,15.4,239.8,648.1,61.0,709.1,999.6,"1,708.7","3,040.4","5,462.9","3,161.0","64,747.9","7,126.7","2,523.5","4,533.0","2,562.9","6,176.2","2,616.0","3,182.3"
E08000013,North West,St. Helens,81.8,2.2,84.0,4.9,88.8,262.2,10.7,272.9,418.4,691.4,"3,206.5","4,890.7","3,250.6","86,004.6","7,782.8","2,709.1","3,875.3","2,723.7","6,065.6","2,761.6","3,405.3"
E08000014,North West,Sefton,123.1,5.7,128.8,8.2,137.0,408.6,28.9,437.4,355.4,792.8,"3,320.3","5,053.5","3,397.2","43,145.9","5,786.7","2,768.3","4,234.6","2,800.6","5,015.8","2,836.0","3,604.3"
E08000015,North West,Wirral,144.5,6.2,150.7,9.4,160.1,478.7,30.7,509.4,442.1,951.5,"3,313.7","4,905.6","3,379.6","47,180.0","5,943.7","2,788.4","3,922.8","2,812.5","4,826.8","2,844.1","3,522.6"
E06000010,Yorkshire and The Humber,"Kingston upon Hull, City of",114.5,7.8,122.3,9.0,131.3,341.7,35.5,377.1,651.2,"1,028.4","2,983.1","4,559.9","3,083.4","72,716.3","7,834.5","2,498.0","3,360.2","2,527.1","6,942.5","2,582.4","3,322.9"
E06000011,Yorkshire and The Humber,East Riding of Yorkshire,147.6,11.3,158.9,14.2,173.1,535.1,65.9,601.1,990.8,"1,591.8","3,625.8","5,823.7","3,782.3","69,993.9","9,197.8","2,873.9","4,396.8","2,929.6","6,004.8","2,991.1","4,023.2"
E06000012,Yorkshire and The Humber,North East Lincolnshire,70.3,3.2,73.5,5.0,78.5,230.6,16.6,247.2,547.9,795.0,"3,280.4","5,165.7","3,362.7","109,354.4","10,126.1","2,732.0","3,752.1","2,756.0","5,705.0","2,795.4","3,486.3"
E06000013,Yorkshire and The Humber,North Lincolnshire,72.4,3.1,75.5,6.3,81.8,249.1,18.1,267.2,949.7,"1,216.9","3,440.4","5,848.4","3,539.1","149,820.2","14,868.2","2,797.2","4,582.2","2,831.2","6,232.8","2,888.2","3,622.3"
E06000014,Yorkshire and The Humber,York,82.2,8.6,90.7,7.8,98.6,279.1,42.3,321.4,383.0,704.4,"3,396.2","4,937.0","3,541.7","48,811.6","7,145.0","2,745.0","3,821.2","2,798.5","6,339.8","2,864.1","3,674.1"
E07000163,Yorkshire and The Humber,Craven,24.7,2.8,27.5,3.9,31.4,94.6,22.0,116.6,132.5,249.1,"3,828.4","7,838.5","4,237.1","34,251.4","7,936.0","2,881.2","5,885.6","3,011.6","6,217.4","3,138.6","4,426.0"
E07000164,Yorkshire and The Humber,Hambleton,37.6,4.8,42.4,5.7,48.1,151.7,29.4,181.2,302.6,483.8,"4,036.2","6,188.6","4,277.8","52,951.6","10,065.1","3,054.3","4,682.0","3,137.0","6,785.6","3,258.0","4,434.9"
E07000165,Yorkshire and The Humber,Harrogate,67.7,6.4,74.2,8.4,82.5,272.5,41.2,313.7,458.1,771.8,"4,022.2","6,424.3","4,229.7","54,729.6","9,352.2","2,998.6","4,841.4","3,078.7","5,824.8","3,149.5","4,478.2"
E07000166,Yorkshire and The Humber,Richmondshire,20.2,3.2,23.4,3.2,26.6,79.6,21.2,100.8,115.7,216.4,"3,943.6","6,602.0","4,308.1","36,097.2","8,138.5","3,032.1","4,878.3","3,137.2","5,866.4","3,239.9","4,483.4"
E07000167,Yorkshire and The Humber,Ryedale,22.8,3.4,26.2,4.2,30.5,91.2,22.9,114.2,194.9,309.1,"4,003.2","6,671.0","4,352.9","45,884.9","10,141.8","2,932.9","5,074.1","3,069.5","5,853.4","3,178.9","4,586.9"
E07000168,Yorkshire and The Humber,Scarborough,52.7,6.9,59.6,6.9,66.5,168.2,35.7,203.9,256.9,460.8,"3,191.6","5,198.4","3,422.7","37,212.5","6,932.6","2,490.0","3,838.9","2,568.3","4,298.8","2,622.9","4,015.1"
E07000169,Yorkshire and The Humber,Selby,36.8,3.7,40.5,3.6,44.1,141.0,21.8,162.8,285.4,448.2,"3,826.6","5,974.0","4,020.2","80,327.2","10,174.9","3,019.3","4,120.3","3,071.5","6,287.7","3,138.5","4,278.8"
E08000016,Yorkshire and The Humber,Barnsley,110.5,1.9,112.4,6.9,119.2,358.9,10.6,369.5,524.0,893.5,"3,248.1","5,657.7","3,288.3","76,318.5","7,493.7","2,666.4","4,018.4","2,677.0","5,781.4","2,720.7","3,362.3"
E08000017,Yorkshire and The Humber,Doncaster,134.5,3.7,138.2,9.5,147.7,447.1,19.2,466.3,802.4,"1,268.7","3,323.8","5,228.4","3,374.4","84,562.5","8,591.4","2,717.2","3,812.2","2,733.8","6,331.3","2,787.6","3,524.1"
E08000018,Yorkshire and The Humber,Rotherham,115.5,3.1,118.6,7.5,126.1,372.0,15.5,387.6,557.2,944.8,"3,222.5","4,966.7","3,268.5","74,259.0","7,493.5","2,678.8","3,656.1","2,692.8","6,199.8","2,742.1","3,437.9"
E08000019,Yorkshire and The Humber,Sheffield,231.8,11.9,243.7,18.2,261.9,735.8,61.8,797.6,"1,311.2","2,108.8","3,174.1","5,198.4","3,272.9","72,115.8","8,052.7","2,599.4","4,154.3","2,638.7","6,223.7","2,696.2","3,260.9"
E08000032,Yorkshire and The Humber,Bradford,204.0,13.3,217.3,16.6,233.9,692.7,70.0,762.7,879.9,"1,642.6","3,395.4","5,265.1","3,509.8","53,146.8","7,023.9","2,761.8","4,031.6","2,802.8","5,901.6","2,859.1","3,729.1"
E08000033,Yorkshire and The Humber,Calderdale,89.7,6.2,95.9,7.7,103.6,311.3,35.9,347.2,407.6,754.8,"3,469.2","5,805.9","3,619.6","53,132.0","7,286.8","2,760.2","4,637.0","2,819.8","5,596.1","2,874.4","3,700.3"
E08000034,Yorkshire and The Humber,Kirklees,177.6,9.2,186.8,14.0,200.8,597.9,48.2,646.2,707.4,"1,353.6","3,366.5","5,235.4","3,458.7","50,508.1","6,739.8","2,737.9","3,972.4","2,770.6","5,918.6","2,825.6","3,569.1"
E08000035,Yorkshire and The Humber,Leeds,325.2,29.5,354.7,27.1,381.8,"1,098.4",151.0,"1,249.4","1,784.3","3,033.6","3,377.8","5,114.6","3,522.4","65,905.2","7,946.2","2,743.1","4,098.8","2,798.2","6,729.8","2,864.0","3,753.1"
E08000036,Yorkshire and The Humber,Wakefield,152.2,7.6,159.7,10.9,170.7,486.6,40.1,526.7,"1,060.9","1,587.6","3,197.2","5,312.1","3,297.3","97,045.9","9,302.3","2,651.5","4,234.8","2,687.2","6,251.4","2,737.2","3,463.7"
E06000015,East Midlands,Derby,76.5,34.8,111.3,8.1,119.4,249.2,133.4,382.6,537.0,919.6,"3,259.3","3,826.5","3,436.8","66,046.1","7,698.8","2,703.9","2,989.6","2,786.3","6,625.5","2,841.2","3,653.2"
E06000016,East Midlands,Leicester,102.0,33.3,135.4,13.0,148.4,332.7,132.0,464.7,764.6,"1,229.3","3,261.3","3,958.8","3,433.1","58,651.1","8,283.7","2,627.5","2,960.9","2,697.9","6,199.1","2,772.0","3,719.1"
E06000017,East Midlands,Rutland,11.1,6.4,17.5,1.9,19.5,43.0,35.8,78.8,245.4,324.2,"3,864.6","5,587.5","4,494.2","127,277.6","16,657.1","3,006.9","3,926.4","3,277.4","7,470.1","3,363.7","4,634.8"
E06000018,East Midlands,Nottingham,101.0,31.8,132.8,12.3,145.1,322.0,130.8,452.9,648.8,"1,101.6","3,187.6","4,117.3","3,410.0","52,801.0","7,592.8","2,614.2","3,106.0","2,712.8","6,248.2","2,780.0","3,477.5"
E06000061,East Midlands,North Northamptonshire,116.2,36.8,153.0,11.6,164.7,407.5,175.5,583.0,923.3,"1,506.3","3,505.4","4,769.0","3,809.2","79,425.7","9,147.4","2,852.7","3,495.0","2,978.4","7,050.7","3,033.4","3,932.7"
E06000062,East Midlands,West Northamptonshire,124.1,52.9,177.0,14.3,191.3,462.1,266.6,728.6,959.0,"1,687.7","3,722.0","5,040.1","4,115.8","67,157.9","8,821.3","2,970.7","3,628.1","3,133.7","7,491.7","3,199.3","4,319.9"
