"Subnational gas consumption, Great Britain, 2019",,,,,,,,,,,,,,,,
"This table shows the gas consumption and the number of gas meters by local authority. Country/region totals are shown where the local authority is specified as ""All local authorities"". ",,,,,,,,,,,,,,,,
"Some consumption within given countries/regions could not be allocated to specific local authorities. This consumption is shown in the rows where ""Unallocated"" is specified in the local authority column.",,,,,,,,,,,,,,,,
"Cells in the ""Notes"" columns have been left blank where there is no note for the given row.",,,,,,,,,,,,,,,,
"Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].",,,,,,,,,,,,,,,,
Code,Country or region,Local authority,Notes,"Number of meters
(thousands):
Domestic
","Number of meters
(thousands):
Non-Domestic","Number of meters
(thousands):
All meters","Total consumption
(GWh):
Domestic
","Total consumption
(GWh):
Non-Domestic","Total consumption
(GWh):
All meters","Mean consumption
(kWh per meter):
Domestic
","Mean consumption
(kWh per meter):
Non-Domestic","Mean consumption
(kWh per meter):
All meters","Median consumption
(kWh per meter):
Domestic
","Median consumption
(kWh per meter):
Non-Domestic","Median consumption
(kWh per meter):
All meters","Number of 
non-consuming meters 
(thousands)"
E07000142,East Midlands,West Lindsey,,32.7,0.2,33.0,445.7,186.1,631.9,"13,626.5","772,316.9","19,175.5","12,414.7","157,480.3","12,454.9",0.4
E07000170,East Midlands,Ashfield,,53.8,0.5,54.3,731.1,282.9,"1,014.0","13,583.1","598,173.8","18,675.7","12,667.2","166,260.8","12,731.4",0.4
E07000171,East Midlands,Bassetlaw,,43.4,0.4,43.8,587.2,331.9,919.0,"13,520.3","853,146.8","20,974.4","12,390.2","141,616.1","12,442.2",0.3
E07000172,East Midlands,Broxtowe,,48.1,0.4,48.5,675.1,522.4,"1,197.4","14,037.6","1,292,949.3","24,691.6","12,865.7","144,663.4","12,942.2",0.4
E07000173,East Midlands,Gedling,,49.4,0.4,49.8,725.0,389.8,"1,114.8","14,673.0","1,101,247.0","22,402.9","13,409.8","138,646.2","13,476.5",0.4
E07000174,East Midlands,Mansfield,,48.3,0.4,48.7,679.5,182.3,861.8,"14,069.7","459,108.1","17,698.2","13,124.5","150,149.6","13,190.2",0.4
E07000175,East Midlands,Newark and Sherwood,,46.8,0.5,47.2,651.0,831.7,"1,482.7","13,914.0","1,815,867.5","31,382.0","12,451.0","124,251.0","12,525.5",0.3
E07000176,East Midlands,Rushcliffe,,46.7,0.4,47.1,733.2,530.8,"1,264.0","15,713.4","1,234,401.5","26,841.8","13,986.8","127,651.1","14,087.3",0.3
E06000019,West Midlands,"Herefordshire, County of",,53.1,0.6,53.7,646.3,570.2,"1,216.5","12,165.2","944,035.9","22,641.2","10,584.7","140,100.3","10,666.0",0.5
E06000020,West Midlands,Telford and Wrekin,,73.7,0.8,74.5,910.8,541.5,"1,452.3","12,350.6","702,314.1","19,489.5","11,161.1","164,600.8","11,238.1",0.7
E06000021,West Midlands,Stoke-on-Trent,,110.1,1.2,111.3,"1,440.4","2,112.1","3,552.6","13,080.0","1,830,281.0","31,925.0","12,059.3","163,334.5","12,137.4",1.3
E06000051,West Midlands,Shropshire,,95.3,1.0,96.2,"1,212.6",770.7,"1,983.3","12,728.9","795,352.8","20,609.4","11,254.3","139,221.3","11,327.1",0.9
E07000192,West Midlands,Cannock Chase,,41.7,0.3,42.0,567.4,193.3,760.7,"13,620.3","606,061.6","18,122.4","12,578.1","152,462.5","12,644.3",0.4
E07000193,West Midlands,East Staffordshire,,45.4,0.5,45.8,608.6,576.6,"1,185.2","13,416.2","1,229,513.0","25,861.0","12,119.6","159,137.8","12,201.8",0.5
E07000194,West Midlands,Lichfield,,41.2,0.5,41.7,617.0,153.1,770.1,"14,975.5","328,616.5","18,483.3","13,332.2","129,054.3","13,447.1",0.3
E07000195,West Midlands,Newcastle-under-Lyme,,51.4,0.5,51.9,734.3,415.2,"1,149.5","14,278.7","892,898.2","22,152.6","13,116.6","160,410.1","13,185.8",0.6
E07000196,West Midlands,South Staffordshire,,41.6,0.4,42.0,615.0,440.3,"1,055.3","14,786.3","1,216,434.6","25,154.7","13,437.7","129,773.7","13,508.4",0.2
E07000197,West Midlands,Stafford,,51.5,0.5,51.9,722.3,266.7,989.0,"14,035.5","562,610.7","19,041.9","12,683.8","157,674.9","12,760.9",0.4
E07000198,West Midlands,Staffordshire Moorlands,,36.1,0.3,36.5,543.7,479.5,"1,023.2","15,043.3","1,466,329.9","28,055.6","13,848.8","143,841.9","13,934.8",0.3
E07000199,West Midlands,Tamworth,,31.3,0.3,31.6,396.1,106.5,502.5,"12,654.6","363,470.2","15,908.4","11,745.1","152,875.5","11,814.2",0.2
E07000218,West Midlands,North Warwickshire,,24.6,0.3,24.9,343.9,369.6,713.5,"13,985.5","1,223,765.2","28,664.2","12,746.5","161,614.6","12,869.1",0.2
E07000219,West Midlands,Nuneaton and Bedworth,,54.0,0.5,54.4,700.6,221.3,921.8,"12,978.5","473,777.4","16,930.8","12,118.1","160,561.3","12,174.9",0.8
E07000220,West Midlands,Rugby,,43.1,0.4,43.6,595.4,472.0,"1,067.4","13,808.7","1,065,552.4","24,505.3","12,427.9","149,678.9","12,512.8",0.3
E07000221,West Midlands,Stratford-on-Avon,,41.4,0.5,41.9,567.1,192.0,759.1,"13,703.8","362,287.0","18,112.2","11,856.7","137,314.2","11,966.4",0.3
E07000222,West Midlands,Warwick,,55.4,0.7,56.1,773.8,268.5,"1,042.3","13,967.2","360,396.1","18,563.9","12,264.8","137,525.7","12,384.4",0.5
E07000234,West Midlands,Bromsgrove,,38.3,0.4,38.7,598.0,118.1,716.2,"15,633.1","274,693.8","18,512.6","13,940.7","124,933.8","14,045.5",0.2
E07000235,West Midlands,Malvern Hills,,22.9,0.3,23.2,301.7,76.1,377.8,"13,188.3","279,675.4","16,319.3","11,371.5","151,143.8","11,471.3",0.2
E07000236,West Midlands,Redditch,,35.7,0.4,36.1,442.4,216.7,659.1,"12,378.2","610,406.9","18,259.4","11,196.6","163,328.1","11,270.3",0.3
E07000237,West Midlands,Worcester,,41.4,0.5,41.9,495.1,196.0,691.1,"11,955.2","419,700.2","16,501.5","10,771.7","139,781.6","10,851.3",0.4
E07000238,West Midlands,Wychavon,,43.6,0.4,44.1,564.9,575.4,"1,140.2","12,952.3","1,281,437.9","25,878.7","11,304.3","149,012.8","11,380.4",0.4
E07000239,West Midlands,Wyre Forest,,39.8,0.4,40.1,514.9,179.2,694.2,"12,951.2","489,728.9","17,300.1","11,666.0","141,723.3","11,733.2",0.4
E08000025,West Midlands,Birmingham,,387.2,5.3,392.5,"5,680.6","3,059.0","8,739.6","14,671.1","578,916.0","22,267.5","13,134.4","153,806.8","13,262.8",6.1
E08000026,West Midlands,Coventry,,130.5,1.3,131.8,"1,685.4",895.5,"2,580.9","12,919.7","674,321.8","19,585.0","11,772.7","166,784.6","11,856.7",1.6
E08000027,West Midlands,Dudley,,131.8,1.3,133.1,"1,794.2",605.7,"2,399.9","13,617.4","464,481.1","18,035.8","12,530.6","164,789.0","12,611.7",1.3
E08000028,West Midlands,Sandwell,,124.5,1.4,125.9,"1,658.1",982.2,"2,640.3","13,316.2","700,096.8","20,968.4","12,244.1","163,341.9","12,332.0",1.6
E08000029,West Midlands,Solihull,,85.0,0.9,85.9,"1,293.1",733.0,"2,026.2","15,212.6","818,122.0","23,587.6","13,638.3","150,543.0","13,738.1",0.6
E08000030,West Midlands,Walsall,,107.6,1.1,108.8,"1,499.3",580.1,"2,079.4","13,930.4","507,982.2","19,117.6","12,610.2","148,167.5","12,702.6",1.2
E08000031,West Midlands,Wolverhampton,,99.7,1.2,101.0,"1,408.4",611.8,"2,020.2","14,120.7","494,151.2","20,005.8","12,726.3","161,691.2","12,842.9",1.3
E06000031,East,Peterborough,,77.9,0.8,78.7,966.9,437.6,"1,404.5","12,410.6","583,418.9","17,855.0","11,000.0","170,972.2","11,074.3",0.8
E06000032,East,Luton,,71.2,0.7,71.9,"1,024.6",327.9,"1,352.5","14,390.5","445,454.1","18,800.8","13,254.5","166,639.2","13,339.1",0.8
E06000033,East,Southend-on-Sea,,73.1,0.7,73.8,"1,042.6",209.4,"1,252.0","14,267.3","306,160.1","16,974.0","12,790.3","123,639.8","12,878.3",0.9
E06000034,East,Thurrock,,59.2,0.5,59.6,739.7,596.9,"1,336.7","12,505.0","1,292,057.2","22,420.7","11,419.4","147,143.3","11,474.8",0.5
E06000055,East,Bedford,,64.0,0.7,64.8,849.5,321.2,"1,170.8","13,266.4","433,483.3","18,073.3","11,719.8","144,103.1","11,822.8",0.6
E06000056,East,Central Bedfordshire,,108.9,0.9,109.8,"1,455.0",483.7,"1,938.7","13,361.5","552,838.3","17,661.9","11,985.7","142,804.1","12,049.5",1.0
E07000008,East,Cambridge,,46.9,1.1,48.1,625.0,541.6,"1,166.7","13,318.1","478,452.4","24,272.9","11,258.9","164,616.5","11,462.4",0.5
E07000009,East,East Cambridgeshire,,26.4,0.2,26.6,351.7,84.0,435.7,"13,323.9","428,327.4","16,382.8","11,915.3","156,794.8","11,976.2",0.1
E07000010,East,Fenland,,34.9,0.3,35.2,456.1,614.6,"1,070.7","13,074.9","2,267,874.8","30,457.1","11,756.4","163,714.6","11,824.8",0.3
E07000011,East,Huntingdonshire,,65.2,0.5,65.8,852.1,225.7,"1,077.9","13,068.8","413,409.6","16,393.3","11,795.0","136,384.5","11,862.4",0.7
E07000012,East,South Cambridgeshire,,48.5,0.5,49.0,676.3,481.6,"1,157.8","13,943.4","1,024,607.4","23,643.2","12,273.3","162,191.3","12,350.5",0.4
E07000066,East,Basildon,,70.9,0.6,71.5,908.5,288.1,"1,196.6","12,817.2","508,053.0","16,747.2","11,512.4","152,993.1","11,567.8",0.7
E07000067,East,Braintree,,49.3,0.5,49.8,647.4,169.0,816.4,"13,127.4","373,821.0","16,403.0","11,751.5","134,957.4","11,823.8",0.6
E07000068,East,Brentwood,,30.4,0.4,30.8,503.1,120.5,623.6,"16,545.9","283,415.6","20,224.4","14,604.4","114,175.9","14,767.6",0.2
E07000069,East,Castle Point,,35.3,0.2,35.6,521.9,63.3,585.2,"14,773.7","266,948.5","16,454.1","13,767.6","136,469.4","13,821.0",0.2
E07000070,East,Chelmsford,,62.7,0.6,63.3,866.8,278.4,"1,145.2","13,822.3","439,159.6","18,079.6","12,586.1","147,188.8","12,669.3",0.4
E07000071,East,Colchester,,66.1,0.6,66.7,849.1,259.7,"1,108.8","12,840.8","442,392.3","16,620.3","11,532.7","145,378.6","11,605.0",0.5
E07000072,East,Epping Forest,,48.4,0.7,49.0,774.7,455.3,"1,230.1","16,022.9","684,736.6","25,095.4","13,786.1","119,603.8","13,925.3",0.3
E07000073,East,Harlow,,35.5,0.4,35.9,421.1,321.4,742.5,"11,848.9","882,906.0","20,680.6","10,817.8","162,557.5","10,888.1",0.3
E07000074,East,Maldon,,17.7,0.1,17.8,236.6,70.3,307.0,"13,406.4","505,894.1","17,254.4","12,285.1","131,051.5","12,339.1",0.1
E07000075,East,Rochford,,32.8,0.2,33.0,491.1,62.5,553.6,"14,976.0","251,922.5","16,754.4","13,915.9","132,970.4","13,985.2",0.2
E07000076,East,Tendring,,57.9,0.5,58.4,736.8,243.0,979.8,"12,716.0","540,034.4","16,779.9","11,546.5","122,593.2","11,602.0",0.7
E07000077,East,Uttlesford,,26.6,0.3,26.9,403.9,132.6,536.4,"15,182.4","402,960.8","19,920.0","13,295.0","130,841.4","13,407.9",0.1
E07000095,East,Broxbourne,,36.0,0.3,36.3,498.5,134.4,632.9,"13,863.1","402,309.9","17,437.9","12,488.1","122,235.4","12,561.4",0.3
E07000096,East,Dacorum,,58.3,0.7,59.0,866.0,234.3,"1,100.3","14,845.7","350,702.1","18,648.1","12,964.4","132,501.0","13,070.3",0.4
E07000098,East,Hertsmere,,40.2,0.7,40.9,659.2,242.5,901.7,"16,403.2","364,681.3","22,072.5","14,134.7","127,455.9","14,301.0",0.3
E07000099,East,North Hertfordshire,,48.0,0.6,48.6,687.0,282.3,969.3,"14,303.8","497,003.5","19,945.9","12,655.0","141,349.9","12,740.6",0.7
E07000102,East,Three Rivers,,34.8,0.5,35.3,598.8,141.4,740.2,"17,227.4","263,821.9","20,972.0","14,730.7","108,736.4","14,897.0",0.2
E07000103,East,Watford,,34.3,0.4,34.7,497.1,159.8,656.9,"14,502.2","376,929.3","18,930.3","12,918.8","154,269.6","13,051.5",0.3
E07000143,East,Breckland,,34.7,0.3,35.0,417.6,189.6,607.2,"12,043.4","634,121.4","17,362.1","10,939.6","152,552.0","10,991.1",0.4
E07000144,East,Broadland,,45.3,0.3,45.5,598.5,242.0,840.5,"13,222.0","876,988.8","18,456.9","12,112.9","153,227.0","12,165.3",0.4
E07000145,East,Great Yarmouth,,33.5,0.3,33.8,377.6,125.5,503.1,"11,280.7","382,607.7","14,883.7","9,987.1","142,867.7","10,049.5",0.5
E07000146,East,King's Lynn and West Norfolk,,37.0,0.4,37.4,462.0,"2,029.4","2,491.4","12,494.0","5,257,481.0","66,677.4","11,197.0","151,687.3","11,273.3",0.5
E07000147,East,North Norfolk,,27.7,0.3,28.0,347.5,199.4,546.9,"12,531.1","714,730.8","19,524.8","10,968.8","151,052.5","11,071.3",0.4
E07000148,East,Norwich,,58.5,0.7,59.2,657.3,360.6,"1,017.9","11,236.7","487,998.5","17,184.8","9,761.4","159,618.4","9,851.5",0.6
E07000149,East,South Norfolk,,35.3,0.2,35.5,435.8,264.4,700.2,"12,350.3","1,169,993.4","19,717.3","11,061.4","143,097.6","11,113.9",0.2
E07000200,East,Babergh,,25.8,0.2,26.1,338.3,198.7,537.0,"13,088.5","863,902.7","20,593.3","11,745.5","146,276.0","11,805.9",0.2
E07000202,East,Ipswich,,51.9,0.5,52.4,621.1,185.7,806.8,"11,959.9","362,653.8","15,383.8","10,801.0","160,097.6","10,871.3",0.5
E07000203,East,Mid Suffolk,,21.0,0.1,21.1,244.8,293.0,537.8,"11,668.4","2,049,055.5","25,460.6","10,470.3","179,087.2","10,505.9",0.2
E07000240,East,St Albans,,56.2,0.7,56.9,935.0,236.2,"1,171.2","16,643.8","345,814.4","20,597.6","14,963.4","131,324.1","15,094.1",0.4
E07000241,East,Welwyn Hatfield,,43.6,0.6,44.2,632.2,277.0,909.2,"14,494.3","480,926.3","20,573.8","12,512.9","145,887.0","12,627.7",0.3
E07000242,East,East Hertfordshire,,51.4,0.6,52.0,763.3,254.5,"1,017.8","14,850.8","414,515.2","19,569.0","13,087.6","122,447.0","13,195.0",0.5
E07000243,East,Stevenage,,33.9,0.3,34.2,415.6,407.9,823.5,"12,259.6","1,251,087.3","24,059.0","11,348.5","179,096.6","11,414.9",0.2
E07000244,East,East Suffolk,,90.0,0.7,90.7,"1,121.6",353.0,"1,474.5","12,457.5","513,767.5","16,253.8","11,153.5","141,589.7","11,214.4",1.0
E07000245,East,West Suffolk,,53.7,0.6,54.4,658.8,"1,799.8","2,458.6","12,260.9","2,790,462.3","45,215.5","10,905.9","139,755.2","10,992.1",0.5
E09000001,Inner London,City of London,,2.2,0.9,3.1,30.5,752.3,782.9,"13,726.0","852,033.7","251,893.9","7,559.8","298,225.2","13,009.9",0.3
E09000007,Inner London,Camden,,76.8,2.6,79.4,972.3,"1,528.4","2,500.7","12,653.6","591,702.2","31,485.5","9,559.8","147,513.8","9,882.3",2.0
E09000012,Inner London,Hackney,,90.6,1.0,91.7,"1,008.2",365.0,"1,373.3","11,123.3","354,407.8","14,980.4","9,143.4","159,921.9","9,239.4",1.8
E09000013,Inner London,Hammersmith and Fulham,,73.9,1.0,74.9,904.2,552.5,"1,456.7","12,235.7","547,547.9","19,446.4","9,850.6","157,207.5","9,976.3",1.2
E09000014,Inner London,Haringey,,95.2,1.1,96.3,"1,295.5",346.7,"1,642.2","13,604.9","321,886.8","17,052.6","11,294.1","132,695.7","11,405.0",1.7
E09000019,Inner London,Islington,,86.0,1.2,87.2,927.2,660.7,"1,588.0","10,777.7","551,526.1","18,204.2","8,719.1","168,132.4","8,832.8",1.7
E09000020,Inner London,Kensington and Chelsea,,67.4,2.4,69.8,890.7,840.8,"1,731.5","13,219.1","352,103.6","24,818.7","9,700.3","131,876.0","10,085.6",2.1
E09000022,Inner London,Lambeth,,119.1,1.4,120.5,"1,431.9",714.5,"2,146.4","12,020.6","512,553.1","17,810.4","9,923.1","153,858.9","10,020.7",2.0
E09000023,Inner London,Lewisham,,109.1,0.9,110.0,"1,372.3",376.6,"1,748.9","12,581.8","422,633.3","15,904.2","10,917.2","138,542.9","10,984.2",1.4
E09000025,Inner London,Newham,,92.2,0.9,93.1,"1,130.4",974.5,"2,104.9","12,265.5","1,038,955.7","22,610.1","10,858.6","155,849.3","10,948.6",1.5
E09000028,Inner London,Southwark,,99.9,1.4,101.3,"1,071.7",974.3,"2,046.1","10,732.8","678,984.9","20,200.1","8,819.5","167,056.3","8,932.9",2.2
E09000030,Inner London,Tower Hamlets,,76.0,1.3,77.3,724.3,832.3,"1,556.6","9,536.9","635,332.3","20,147.8","8,226.0","207,920.0","8,350.1",1.5
E09000032,Inner London,Wandsworth,,119.6,1.4,121.0,"1,564.7",653.8,"2,218.5","13,082.6","459,802.2","18,331.6","10,760.4","135,768.5","10,865.9",1.3
E09000033,Inner London,Westminster,,84.5,4.6,89.1,989.3,"2,408.6","3,397.9","11,708.9","524,640.7","38,144.1","8,611.3","177,646.2","9,134.5",3.5
E09000002,Outer London,Barking and Dagenham,[note 1],65.8,0.5,66.3,788.0,213.9,"1,001.9","11,979.4","425,175.2","15,114.9","11,036.6","160,605.7","11,089.5",0.9
E09000003,Outer London,Barnet,,128.3,2.1,130.4,"2,240.0",532.3,"2,772.3","17,459.2","249,186.9","21,254.0","14,702.0","113,368.1","14,921.8",1.6
E09000004,Outer London,Bexley,,89.8,0.7,90.4,"1,256.3",722.3,"1,978.6","13,998.0","1,034,745.2","21,875.2","13,123.3","149,858.8","13,185.4",0.7
E09000005,Outer London,Brent,,102.0,1.2,103.2,"1,580.4",589.6,"2,170.0","15,495.9","482,457.4","21,024.6","13,426.3","136,953.1","13,557.9",1.8
E09000006,Outer London,Bromley,,130.6,1.4,131.9,"2,088.3",370.0,"2,458.3","15,994.7","273,661.8","18,635.5","14,187.9","126,403.8","14,299.8",1.1
E09000008,Outer London,Croydon,,140.9,1.4,142.3,"2,120.1",458.4,"2,578.6","15,046.0","327,462.4","18,119.4","13,315.6","132,250.7","13,428.0",1.7
E09000009,Outer London,Ealing,,118.7,1.5,120.2,"1,723.0",681.9,"2,404.9","14,512.4","469,934.5","20,010.9","12,769.5","149,331.0","12,900.1",1.7
E09000010,Outer London,Enfield,,108.3,1.1,109.4,"1,607.3",566.7,"2,174.0","14,842.7","514,253.6","19,873.7","13,223.8","130,283.9","13,321.3",1.4
E09000011,Outer London,Greenwich,,92.5,0.9,93.4,"1,172.8",507.8,"1,680.7","12,675.3","553,177.7","17,985.0","11,217.9","161,495.1","11,305.7",1.2
E09000015,Outer London,Harrow,,83.7,0.9,84.6,"1,467.0",231.1,"1,698.1","17,531.1","255,666.5","20,076.3","16,066.8","124,954.1","16,199.8",0.7
E09000016,Outer London,Havering,,97.4,0.8,98.2,"1,386.9",240.7,"1,627.6","14,239.9","306,275.9","16,577.9","13,069.2","133,412.1","13,138.5",0.8
E09000017,Outer London,Hillingdon,,99.0,1.1,100.1,"1,494.0",668.3,"2,162.3","15,091.8","594,022.5","21,597.1","13,658.8","164,251.0","13,765.6",0.9
E09000018,Outer London,Hounslow,,84.2,1.1,85.3,"1,214.8",561.8,"1,776.6","14,434.8","513,045.8","20,838.9","12,689.9","166,526.7","12,825.9",1.0
E09000021,Outer London,Kingston upon Thames,,60.3,0.8,61.1,914.1,238.3,"1,152.5","15,155.6","306,733.7","18,864.0","13,391.1","134,161.9","13,531.6",0.5
E09000024,Outer London,Merton,,76.6,0.9,77.6,"1,105.3",290.6,"1,395.9","14,421.2","307,516.9","17,991.0","12,611.9","125,560.7","12,744.6",0.8
E09000026,Outer London,Redbridge,,94.5,0.9,95.4,"1,490.9",250.3,"1,741.1","15,778.0","282,487.5","18,255.7","14,284.9","144,762.8","14,377.8",1.0
E09000027,Outer London,Richmond upon Thames,,77.8,1.0,78.9,"1,215.6",278.4,"1,494.0","15,620.3","267,443.9","18,944.3","13,238.4","120,056.3","13,394.6",0.7
E09000029,Outer London,Sutton,,72.1,0.7,72.9,"1,065.5",258.2,"1,323.7","14,775.5","346,099.8","18,168.0","12,976.3","128,320.3","13,089.7",0.6
E09000031,Outer London,Waltham Forest,,92.8,0.8,93.6,"1,236.7",286.3,"1,523.0","13,330.3","353,926.3","16,274.7","11,930.8","136,861.7","12,008.9",1.3
E06000035,South East,Medway,,107.5,0.8,108.3,"1,308.4",336.7,"1,645.1","12,175.4","407,150.3","15,191.7","11,115.4","150,147.1","11,169.6",0.9
E06000036,South East,Bracknell Forest,,45.7,0.5,46.2,626.0,271.4,897.5,"13,695.7","580,013.1","19,435.3","12,261.1","173,932.8","12,338.3",0.3
E06000037,South East,West Berkshire,[note 1],46.8,0.5,47.4,663.1,409.3,"1,072.3","14,162.1","748,208.9","22,639.2","12,739.5","153,833.5","12,827.6",0.4
E06000038,South East,Reading,,58.8,0.8,59.6,778.3,372.2,"1,150.5","13,239.7","472,344.8","19,312.4","11,655.2","162,632.2","11,770.8",0.7
E06000039,South East,Slough,,45.9,0.5,46.4,613.9,325.7,939.6,"13,372.6","618,024.9","20,235.0","11,922.4","172,085.0","12,028.7",0.5
E06000040,South East,Windsor and Maidenhead,,55.5,1.0,56.5,926.2,282.1,"1,208.3","16,701.0","273,917.4","21,391.1","14,377.8","118,655.6","14,570.7",0.4
E06000041,South East,Wokingham,,64.4,0.6,65.0,995.2,212.4,"1,207.6","15,463.5","340,417.1","18,584.0","14,052.9","139,253.2","14,137.1",0.5
E06000042,South East,Milton Keynes,,104.3,1.3,105.6,"1,328.8",716.8,"2,045.6","12,737.3","560,425.9","19,370.6","11,436.8","172,539.4","11,514.7",1.2
E06000043,South East,Brighton and Hove,[note 1],109.7,1.3,111.0,"1,328.6",406.3,"1,734.8","12,109.5","318,146.5","15,630.6","10,384.6","141,915.1","10,490.1",1.2
E06000044,South East,Portsmouth,,79.0,0.8,79.8,859.6,422.6,"1,282.2","10,876.6","556,730.1","16,068.9","9,695.4","162,595.5","9,764.0",0.8
E06000045,South East,Southampton,,80.7,0.8,81.5,904.6,537.3,"1,441.8","11,210.7","655,989.1","17,689.5","10,025.5","151,621.0","10,097.0",1.2
E06000046,South East,Isle of Wight,,58.0,0.6,58.6,657.9,416.7,"1,074.5","11,341.6","720,921.1","18,342.6","9,834.5","132,145.9","9,921.2",0.6
E06000060,South East,Buckinghamshire,,189.5,2.6,192.1,"3,112.3",862.6,"3,975.0","16,426.6","329,375.8","20,693.5","14,170.1","120,215.4","14,297.7",1.5
E07000061,South East,Eastbourne,,41.2,0.5,41.7,477.0,173.1,650.1,"11,580.1","347,596.4","15,594.2","10,064.1","157,917.6","10,146.0",0.4
E07000062,South East,Hastings,,37.6,0.3,37.9,444.7,86.8,531.6,"11,827.3","252,374.4","14,008.0","10,363.9","137,529.6","10,449.7",0.5
E07000063,South East,Lewes,,37.4,0.3,37.7,481.5,103.0,584.5,"12,871.1","304,839.0","15,485.6","11,362.9","135,755.2","11,432.0",0.2
E07000064,South East,Rother,,34.0,0.3,34.4,478.4,277.0,755.3,"14,050.5","824,267.5","21,968.2","12,309.7","122,713.2","12,402.4",0.3
E07000065,South East,Wealden,,52.2,0.5,52.8,742.2,115.7,857.8,"14,210.6","218,635.5","16,260.4","12,190.3","115,946.7","12,270.2",0.3
E07000084,South East,Basingstoke and Deane,,64.4,0.6,64.9,816.2,430.1,"1,246.3","12,678.2","754,620.7","19,189.9","11,376.1","171,383.9","11,441.7",0.4
E07000085,South East,East Hampshire,,44.4,0.4,44.9,645.6,114.6,760.2,"14,530.3","266,553.0","16,946.1","12,628.8","115,405.5","12,716.5",0.4
E07000086,South East,Eastleigh,,53.7,0.4,54.2,648.0,158.5,806.5,"12,058.3","367,685.8","14,887.8","10,817.3","158,233.1","10,878.6",0.4
E07000087,South East,Fareham,,46.6,0.4,47.0,580.1,203.5,783.6,"12,440.1","525,757.7","16,665.3","11,299.7","139,254.7","11,362.4",0.3
E07000088,South East,Gosport,,32.3,0.2,32.5,342.5,87.6,430.1,"10,612.0","416,934.3","13,238.4","9,660.1","174,219.4","9,695.4",0.2
E07000089,South East,Hart,,36.5,0.4,36.9,587.2,128.8,716.0,"16,081.0","349,896.2","19,411.4","14,471.1","132,131.7","14,563.7",0.2
E07000090,South East,Havant,,51.6,0.4,51.9,621.6,93.8,715.4,"12,055.7","261,347.0","13,779.5","10,877.6","136,545.5","10,926.5",0.3
E07000091,South East,New Forest,[note 1],70.3,0.7,71.0,927.0,226.4,"1,153.4","13,183.3","328,611.1","16,244.0","11,693.9","131,246.8","11,764.0",0.5
E07000092,South East,Rushmoor,,36.0,0.5,36.6,466.8,217.1,683.9,"12,950.8","424,103.3","18,709.4","11,799.2","176,061.7","11,916.7",0.5
E07000093,South East,Test Valley,,41.1,0.4,41.6,500.2,307.7,807.8,"12,164.5","692,976.0","19,437.8","10,823.7","152,621.0","10,901.1",0.2
E07000094,South East,Winchester,,41.7,0.6,42.3,580.4,202.0,782.4,"13,916.7","355,016.0","18,507.9","11,930.0","138,797.3","12,047.0",0.5
E07000105,South East,Ashford,,42.6,0.4,43.0,524.9,225.4,750.3,"12,310.0","573,458.8","17,434.6","10,901.4","163,029.6","10,971.9",0.4
E07000106,South East,Canterbury,,59.3,0.7,60.0,782.7,283.9,"1,066.6","13,198.2","436,060.0","17,789.7","11,683.4","143,020.7","11,778.1",0.4
E07000107,South East,Dartford,,43.3,0.4,43.6,543.5,175.9,719.4,"12,561.1","478,000.0","16,486.6","11,354.0","173,350.0","11,420.1",0.5
E07000108,South East,Dover,,46.7,0.4,47.0,556.7,280.8,837.6,"11,934.2","758,998.7","17,812.7","10,413.2","131,082.9","10,470.4",0.5
E07000109,South East,Gravesham,,39.6,0.3,39.9,513.4,356.5,869.9,"12,965.4","1,426,059.9","21,830.5","11,695.8","145,586.9","11,741.6",0.4
E07000110,South East,Maidstone,,62.5,0.6,63.1,815.6,239.0,"1,054.6","13,042.3","423,716.3","16,713.1","11,610.5","152,278.4","11,694.8",0.8
E07000111,South East,Sevenoaks,,41.5,0.6,42.0,679.8,120.5,800.3,"16,398.9","208,125.0","19,040.0","14,024.7","113,394.9","14,184.4",0.3
E07000112,South East,Folkestone and Hythe,,42.7,0.4,43.0,520.0,126.4,646.4,"12,188.9","336,058.8","15,018.3","10,776.1","140,263.6","10,844.2",0.4
E07000113,South East,Swale,[note 1],56.5,0.4,56.9,680.6,546.7,"1,227.3","12,050.9","1,265,622.8","21,567.2","10,849.1","135,373.6","10,896.4",0.5
E07000114,South East,Thanet,,60.5,0.5,61.0,720.5,695.1,"1,415.6","11,909.4","1,311,573.0","23,196.2","10,603.6","134,437.3","10,670.6",0.7
E07000115,South East,Tonbridge and Malling,[note 1],48.8,0.5,49.3,671.6,236.9,908.5,"13,767.8","435,510.1","18,419.4","12,148.9","140,846.0","12,237.7",0.2
E07000116,South East,Tunbridge Wells,,38.7,0.5,39.2,593.7,132.2,725.9,"15,357.5","244,342.8","18,517.9","12,988.2","117,525.2","13,136.1",0.3
E07000177,South East,Cherwell,,51.0,0.6,51.6,654.7,597.5,"1,252.2","12,835.2","957,452.7","24,250.9","11,482.4","174,585.7","11,549.0",0.5
E07000178,South East,Oxford,,50.6,1.3,51.9,708.2,801.0,"1,509.2","13,995.9","616,165.1","29,078.8","12,083.3","172,394.7","12,317.3",0.5
