"Subnational gas consumption, Great Britain, 2019",,,,,,,,,,,,,,,,
"This table shows the gas consumption and the number of gas meters by local authority. Country/region totals are shown where the local authority is specified as ""All local authorities"". ",,,,,,,,,,,,,,,,
"Some consumption within given countries/regions could not be allocated to specific local authorities. This consumption is shown in the rows where ""Unallocated"" is specified in the local authority column.",,,,,,,,,,,,,,,,
"Cells in the ""Notes"" columns have been left blank where there is no note for the given row.",,,,,,,,,,,,,,,,
"Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].",,,,,,,,,,,,,,,,
Code,Country or region,Local authority,Notes,"Number of meters
(thousands):
Domestic
","Number of meters
(thousands):
Non-Domestic","Number of meters
(thousands):
All meters","Total consumption
(GWh):
Domestic
","Total consumption
(GWh):
Non-Domestic","Total consumption
(GWh):
All meters","Mean consumption
(kWh per meter):
Domestic
","Mean consumption
(kWh per meter):
Non-Domestic","Mean consumption
(kWh per meter):
All meters","Median consumption
(kWh per meter):
Domestic
","Median consumption
(kWh per meter):
Non-Domestic","Median consumption
(kWh per meter):
All meters","Number of 
non-consuming meters 
(thousands)"
E07000179,South East,South Oxfordshire,,50.3,0.6,50.8,736.9,221.4,958.3,"14,663.2","391,196.2","18,856.8","12,660.6","131,620.0","12,759.1",0.3
E07000180,South East,Vale of White Horse,,49.4,0.6,49.9,680.1,263.4,943.5,"13,776.7","456,492.6","18,891.6","12,050.9","144,530.9","12,145.9",0.4
E07000181,South East,West Oxfordshire,,37.2,0.4,37.6,527.8,165.1,692.9,"14,202.8","417,917.6","18,448.6","12,452.7","133,998.0","12,542.6",0.4
E07000207,South East,Elmbridge,,52.3,1.5,53.8,978.9,282.6,"1,261.5","18,721.5","186,425.7","23,446.8","15,575.0","109,208.3","15,935.4",0.4
E07000208,South East,Epsom and Ewell,,29.4,0.3,29.7,495.8,78.3,574.1,"16,852.8","259,382.5","19,317.3","15,349.1","138,348.5","15,460.6",0.2
E07000209,South East,Guildford,,51.3,0.9,52.2,832.5,300.9,"1,133.3","16,223.3","332,808.4","21,704.2","13,925.0","128,277.4","14,103.8",0.4
E07000210,South East,Mole Valley,,33.3,0.6,33.9,588.7,222.7,811.4,"17,702.8","353,463.3","23,945.0","15,504.9","113,915.6","15,721.9",0.2
E07000211,South East,Reigate and Banstead,,56.3,0.8,57.1,932.5,210.1,"1,142.6","16,553.9","261,586.2","19,997.8","14,097.6","119,652.5","14,254.4",0.4
E07000212,South East,Runnymede,,30.5,0.6,31.1,479.8,241.4,721.2,"15,735.5","395,724.4","23,188.6","13,899.6","137,363.1","14,086.5",0.3
E07000213,South East,Spelthorne,,37.9,0.4,38.2,545.7,123.9,669.6,"14,411.2","340,260.5","17,513.6","13,172.1","149,472.8","13,269.0",0.3
E07000214,South East,Surrey Heath,,34.1,0.5,34.6,585.4,168.4,753.8,"17,172.3","342,255.1","21,797.0","15,351.6","127,688.5","15,499.5",0.2
E07000215,South East,Tandridge,,31.9,0.6,32.5,566.2,113.8,680.0,"17,727.5","197,206.1","20,912.5","15,345.2","106,694.0","15,558.2",0.2
E07000216,South East,Waverley,,47.3,0.8,48.1,825.4,194.9,"1,020.3","17,457.1","230,409.1","21,200.5","14,837.4","113,186.1","15,063.1",0.4
E07000217,South East,Woking,,35.9,0.5,36.5,576.8,148.6,725.3,"16,058.5","273,114.0","19,893.8","14,001.0","125,400.3","14,170.6",0.3
E07000223,South East,Adur,,25.7,0.2,25.9,298.7,65.6,364.3,"11,607.7","308,127.9","14,041.9","10,510.4","138,412.6","10,575.0",0.2
E07000224,South East,Arun,,65.9,0.6,66.5,844.1,225.7,"1,069.8","12,809.1","393,954.7","16,094.8","11,273.2","134,943.7","11,344.2",0.7
E07000225,South East,Chichester,,40.2,0.5,40.7,536.9,477.6,"1,014.5","13,361.2","940,237.4","24,932.3","11,447.6","135,194.9","11,548.5",0.3
E07000226,South East,Crawley,,42.2,0.5,42.7,516.1,259.8,775.8,"12,224.3","544,600.6","18,172.3","11,074.0","187,492.6","11,147.9",0.3
E07000227,South East,Horsham,,49.5,0.4,49.9,682.2,248.8,931.1,"13,786.6","580,042.6","18,653.5","12,089.3","131,164.9","12,161.7",0.4
E07000228,South East,Mid Sussex,,55.2,0.6,55.7,783.9,226.0,"1,009.9","14,207.5","393,723.4","18,115.0","12,532.5","131,289.2","12,622.3",0.4
E07000229,South East,Worthing,,43.5,0.4,43.9,535.9,181.3,717.1,"12,313.4","445,375.4","16,326.0","10,899.4","131,721.6","10,968.4",0.4
E06000022,South West,Bath and North East Somerset,,70.0,0.8,70.8,957.5,344.1,"1,301.6","13,681.8","415,069.2","18,381.0","11,783.0","127,862.5","11,883.1",0.6
E06000023,South West,"Bristol, City of",,172.0,1.9,173.9,"2,082.2",837.3,"2,919.4","12,108.0","431,357.5","16,787.4","10,643.2","156,525.7","10,729.9",1.7
E06000024,South West,North Somerset,,84.0,0.7,84.7,"1,063.3",636.3,"1,699.6","12,660.7","903,794.7","20,068.5","11,173.4","136,426.9","11,236.9",0.6
E06000025,South West,South Gloucestershire,,104.4,0.9,105.3,"1,272.3",562.8,"1,835.1","12,183.8","636,670.5","17,426.1","11,139.7","155,555.7","11,206.1",0.6
E06000026,South West,Plymouth,,110.2,0.9,111.1,"1,100.3",516.6,"1,616.8","9,982.8","597,179.0","14,555.3","8,608.5","152,722.2","8,663.0",1.1
E06000027,South West,Torbay,,56.4,0.6,57.0,675.0,324.5,999.5,"11,961.5","533,709.4","17,523.3","10,350.8","140,717.8","10,431.1",0.6
E06000030,South West,Swindon,,88.4,0.9,89.2,"1,102.6",553.8,"1,656.4","12,476.0","649,217.8","18,563.1","11,425.2","171,499.5","11,486.6",0.7
E06000052,South West,Cornwall,,143.1,1.3,144.4,"1,544.0","1,024.2","2,568.1","10,793.1","767,161.6","17,786.6","9,238.9","138,535.3","9,309.2",1.5
E06000054,South West,Wiltshire,,153.3,1.9,155.2,"1,948.0","1,198.9","3,146.9","12,707.2","623,768.6","20,273.6","11,231.9","160,537.1","11,333.0",1.3
E06000058,South West,"Bournemouth, Christchurch and Poole",,159.5,1.7,161.2,"1,979.7",595.0,"2,574.7","12,413.0","351,434.9","15,974.0","10,948.1","147,648.4","11,039.2",1.4
E06000059,South West,Dorset,[note 1],136.4,1.4,137.7,"1,696.4",446.6,"2,143.0","12,441.3","326,946.7","15,560.8","10,916.7","147,954.9","10,997.1",1.0
E07000040,South West,East Devon,,50.0,0.4,50.3,609.3,112.4,721.7,"12,197.3","291,248.4","14,337.1","10,554.5","140,988.9","10,607.5",0.4
E07000041,South West,Exeter,,47.9,0.6,48.5,519.7,380.7,900.4,"10,852.0","630,321.1","18,568.1","9,331.0","158,090.0","9,424.2",0.4
E07000042,South West,Mid Devon,,21.4,0.2,21.6,237.4,203.1,440.5,"11,089.1","902,721.7","20,361.5","9,582.8","131,784.1","9,656.1",0.2
E07000043,South West,North Devon,,32.7,0.3,33.0,384.4,143.5,527.9,"11,764.5","437,498.9","15,995.3","10,265.6","137,841.7","10,342.4",0.3
E07000044,South West,South Hams,,26.7,0.2,26.9,322.6,177.8,500.4,"12,104.2","779,865.5","18,616.4","10,225.0","146,625.8","10,275.0",0.2
E07000045,South West,Teignbridge,,47.9,0.4,48.2,555.2,198.7,754.0,"11,600.4","559,849.5","15,636.9","10,130.8","132,575.0","10,180.4",0.4
E07000046,South West,Torridge,,16.7,0.1,16.8,182.8,33.2,216.0,"10,972.9","304,890.7","12,883.9","9,494.1","140,913.8","9,535.2",0.1
E07000047,South West,West Devon,,14.0,0.1,14.2,177.5,166.4,343.9,"12,633.7","1,331,288.6","24,264.5","10,528.2","123,207.2","10,591.7",0.5
E07000078,South West,Cheltenham,,50.3,0.6,50.9,644.8,268.2,913.0,"12,826.4","418,358.8","17,932.0","11,132.8","136,332.0","11,241.8",0.4
E07000079,South West,Cotswold,,27.7,0.4,28.1,401.8,149.0,550.8,"14,481.1","391,057.1","19,582.4","12,283.9","129,139.4","12,398.4",0.2
E07000080,South West,Forest of Dean,,22.6,0.2,22.8,289.9,331.2,621.1,"12,824.9","1,809,595.5","27,252.1","11,391.5","132,364.6","11,444.0",0.2
E07000081,South West,Gloucester,,52.0,0.5,52.5,616.0,546.6,"1,162.6","11,843.6","1,063,384.8","22,133.0","10,705.6","149,182.5","10,774.0",0.5
E07000082,South West,Stroud,,44.5,0.5,44.9,613.1,267.5,880.6,"13,791.8","557,214.9","19,596.7","11,809.7","131,587.6","11,907.8",0.6
E07000083,South West,Tewkesbury,,35.8,0.3,36.1,442.8,265.7,708.6,"12,366.3","777,041.8","19,600.8","10,774.0","149,075.5","10,829.5",0.3
E07000187,South West,Mendip,,39.2,0.4,39.6,487.3,218.6,705.8,"12,415.9","551,936.6","17,805.6","10,717.5","146,812.7","10,788.9",0.3
E07000188,South West,Sedgemoor,,38.4,0.3,38.8,433.1,284.5,717.6,"11,271.7","864,766.7","18,518.1","9,780.0","139,146.2","9,843.4",0.3
E07000189,South West,South Somerset,,50.8,0.5,51.2,589.6,388.3,977.9,"11,616.8","833,285.8","19,092.4","10,150.6","162,731.8","10,222.0",0.4
E06000053,South West,Isles of Scilly,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E07000246,South West,Somerset West and Taunton,,51.8,0.5,52.3,591.1,172.9,764.1,"11,412.2","347,944.3","14,610.5","9,890.0","138,127.8","9,962.3",0.4
W06000001,Wales,Isle of Anglesey,,16.3,0.2,16.4,190.0,122.3,312.3,"11,687.9","736,672.7","19,015.4","10,225.8","148,629.9","10,321.3",0.2
W06000002,Wales,Gwynedd,,30.6,0.4,31.1,364.3,166.0,530.4,"11,891.3","389,763.4","17,073.5","10,235.1","144,981.4","10,339.9",0.6
W06000003,Wales,Conwy,,46.2,0.5,46.7,574.8,136.6,711.3,"12,451.6","265,198.9","15,240.4","10,900.6","147,257.8","10,996.1",0.6
W06000004,Wales,Denbighshire,,33.7,0.4,34.0,417.7,155.4,573.1,"12,405.3","441,473.1","16,844.8","11,153.8","145,091.7","11,237.0",0.4
W06000005,Wales,Flintshire,[note 1],56.8,0.5,57.2,707.0,868.5,"1,575.6","12,457.1","1,851,906.8","27,532.5","11,548.5","173,995.1","11,606.3",0.5
W06000006,Wales,Wrexham,,51.0,0.5,51.4,622.3,"1,297.7","1,920.0","12,213.9","2,653,699.8","37,325.0","11,201.8","180,702.9","11,271.3",0.4
W06000008,Wales,Ceredigion,,8.9,0.2,9.1,111.2,70.0,181.2,"12,492.1","440,289.7","19,999.0","10,413.3","126,558.8","10,573.9",0.2
W06000009,Wales,Pembrokeshire,,35.6,0.3,35.9,416.5,131.8,548.3,"11,713.9","398,267.5","15,279.3","10,237.0","138,300.1","10,318.3",0.4
W06000010,Wales,Carmarthenshire,[note 1],52.7,0.5,53.2,678.4,287.4,965.8,"12,881.8","566,941.9","18,165.2","11,576.9","152,393.9","11,661.1",0.7
W06000011,Wales,Swansea,,101.3,0.8,102.2,"1,313.4",746.5,"2,059.9","12,960.5","884,461.2","20,158.8","11,754.2","156,869.5","11,822.7",1.1
W06000012,Wales,Neath Port Talbot,[note 1],61.1,0.5,61.5,777.6,421.3,"1,199.0","12,731.2","921,939.5","19,483.3","11,713.0","148,847.5","11,772.8",0.6
W06000013,Wales,Bridgend,,62.3,0.5,62.8,805.5,460.5,"1,265.9","12,920.8","957,299.6","20,151.7","11,851.1","145,216.0","11,916.7",0.5
W06000014,Wales,Vale of Glamorgan,[note 1],53.6,0.3,53.9,685.9,256.3,942.2,"12,805.1","734,375.7","17,475.9","11,318.3","127,381.2","11,370.2",0.4
W06000015,Wales,Cardiff,,138.7,1.5,140.2,"1,733.9","1,167.4","2,901.4","12,501.0","794,169.6","20,698.3","11,098.9","153,796.2","11,187.1",1.3
W06000016,Wales,Rhondda Cynon Taf,,105.7,0.8,106.5,"1,420.7",559.5,"1,980.2","13,439.3","708,182.4","18,592.6","12,577.9","147,210.7","12,642.5",1.2
W06000018,Wales,Caerphilly,,77.0,0.5,77.6,"1,035.4",284.9,"1,320.3","13,440.3","526,573.3","17,018.6","12,538.7","148,161.3","12,592.6",0.6
W06000019,Wales,Blaenau Gwent,,31.5,0.3,31.8,441.5,305.7,747.2,"14,015.3","1,158,001.4","23,522.7","13,188.1","193,480.0","13,252.2",0.4
W06000020,Wales,Torfaen,,40.8,0.3,41.2,502.7,332.1,834.9,"12,309.8","1,000,360.7","20,277.2","11,240.0","157,971.7","11,296.8",0.3
W06000021,Wales,Monmouthshire,,31.6,0.3,31.9,410.1,263.7,673.7,"12,969.0","915,488.9","21,115.3","11,638.6","128,001.5","11,711.1",0.2
W06000022,Wales,Newport,[note 1],63.9,0.5,64.4,777.0,859.4,"1,636.4","12,163.8","1,597,330.3","25,402.6","10,870.7","163,370.5","10,936.3",0.6
W06000023,Wales,Powys,,28.6,0.4,29.0,356.3,151.9,508.2,"12,449.8","364,215.7","17,501.7","10,680.7","162,879.4","10,795.3",0.4
W06000024,Wales,Merthyr Tydfil,,26.3,0.2,26.6,373.3,196.6,569.9,"14,167.6","851,147.0","21,442.1","13,301.7","152,186.7","13,380.5",0.3
S12000005,Scotland,Clackmannanshire,,23.1,0.2,23.3,305.7,809.2,"1,115.0","13,250.9","4,149,899.6","47,918.6","11,805.7","163,774.5","11,868.2",0.2
S12000006,Scotland,Dumfries and Galloway,,44.8,0.4,45.3,619.4,542.1,"1,161.5","13,814.9","1,212,760.5","25,650.8","12,302.3","146,221.6","12,379.6",0.5
S12000008,Scotland,East Ayrshire,,54.3,0.5,54.8,753.6,275.0,"1,028.6","13,884.2","581,353.5","18,786.4","12,543.6","163,580.6","12,612.5",0.6
S12000010,Scotland,East Lothian,,42.2,0.4,42.6,578.0,235.0,813.0,"13,692.4","587,576.7","19,079.6","12,088.2","153,308.1","12,167.5",0.3
S12000011,Scotland,East Renfrewshire,,36.2,0.4,36.6,663.0,107.0,770.0,"18,333.8","256,643.4","21,050.6","16,230.9","118,914.9","16,372.6",0.2
S12000013,Scotland,Na h-Eileanan Siar,,1.7,0.0,1.7,18.4,4.5,22.9,"11,001.6","263,270.9","13,533.2","9,119.9","149,560.8","9,195.2",0.0
S12000014,Scotland,Falkirk,[note 1],67.5,0.6,68.1,937.9,337.5,"1,275.4","13,892.3","605,864.5","18,736.2","12,626.4","164,624.1","12,705.2",0.5
S12000017,Scotland,Highland,,44.8,0.6,45.3,638.3,494.9,"1,133.1","14,253.4","880,551.2","24,990.9","12,495.5","152,851.1","12,609.5",0.4
S12000018,Scotland,Inverclyde,,34.3,0.4,34.7,483.7,158.1,641.8,"14,086.5","410,529.2","18,482.1","12,351.8","144,950.5","12,446.5",0.5
S12000019,Scotland,Midlothian,,38.3,0.3,38.6,518.6,174.2,692.7,"13,551.4","506,281.5","17,941.3","12,232.9","158,826.4","12,308.2",0.2
S12000020,Scotland,Moray,[note 1],31.3,0.4,31.7,457.8,"1,389.4","1,847.2","14,604.4","3,508,644.4","58,197.4","12,839.4","194,739.4","12,950.9",0.3
S12000021,Scotland,North Ayrshire,,59.5,0.5,60.0,776.7,"1,440.7","2,217.4","13,057.3","2,934,221.7","36,971.0","11,639.2","156,828.9","11,709.6",0.7
S12000023,Scotland,Orkney Islands,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
S12000026,Scotland,Scottish Borders,,37.8,0.5,38.2,527.7,258.7,786.4,"13,976.8","538,956.8","20,566.9","12,223.0","139,074.2","12,335.5",0.5
S12000027,Scotland,Shetland Islands,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
S12000028,Scotland,South Ayrshire,,47.2,0.5,47.7,685.3,586.6,"1,271.9","14,528.0","1,141,250.2","26,672.7","12,674.4","170,166.7","12,787.9",0.4
S12000029,Scotland,South Lanarkshire,,128.8,1.4,130.2,"1,913.9",571.9,"2,485.8","14,853.7","415,047.7","19,088.3","13,219.0","152,221.6","13,317.1",1.2
S12000030,Scotland,Stirling,,32.7,0.5,33.2,504.7,690.7,"1,195.4","15,430.4","1,406,732.7","36,006.0","13,266.6","144,170.1","13,430.1",0.2
S12000033,Scotland,Aberdeen City,[note 1],100.9,1.5,102.4,"1,364.5",913.9,"2,278.4","13,526.6","615,029.8","22,258.9","11,233.9","175,667.7","11,376.1",1.0
S12000034,Scotland,Aberdeenshire,,67.8,0.8,68.6,"1,072.1",348.0,"1,420.0","15,808.0","441,564.1","20,698.1","14,312.2","148,632.5","14,434.1",0.5
S12000035,Scotland,Argyll and Bute,,20.7,0.3,21.0,325.3,139.1,464.4,"15,728.9","420,135.0","22,098.9","13,152.6","129,847.7","13,341.9",0.4
S12000036,Scotland,City of Edinburgh,,221.3,3.1,224.3,"2,857.6","1,744.9","4,602.5","12,915.6","569,496.6","20,518.2","10,485.6","151,712.7","10,622.4",2.5
S12000038,Scotland,Renfrewshire,,80.9,0.9,81.8,"1,064.1",522.1,"1,586.2","13,158.6","566,307.0","19,394.3","11,578.8","168,250.7","11,672.0",1.1
S12000039,Scotland,West Dunbartonshire,,41.4,0.4,41.8,495.7,239.7,735.4,"11,977.0","664,061.8","17,615.4","10,747.3","161,827.9","10,811.2",0.5
S12000040,Scotland,West Lothian,,76.3,0.7,77.0,"1,089.4","1,079.0","2,168.4","14,279.3","1,502,762.3","28,157.3","13,106.0","176,791.8","13,182.4",0.6
S12000041,Scotland,Angus,,41.5,0.4,41.9,589.0,292.3,881.3,"14,200.5","702,588.0","21,036.4","12,554.0","163,443.1","12,652.6",0.4
S12000042,Scotland,Dundee City,,60.7,0.8,61.5,778.9,575.0,"1,354.0","12,824.8","710,809.8","21,999.6","11,032.7","176,419.4","11,153.6",0.7
S12000045,Scotland,East Dunbartonshire,,44.4,0.5,44.8,774.1,141.2,915.3,"17,437.1","310,313.0","20,408.5","15,614.0","118,553.9","15,731.4",0.2
S12000047,Scotland,Fife,,164.9,1.5,166.4,"2,310.7",962.6,"3,273.2","14,011.2","643,856.1","19,669.5","12,599.6","157,425.3","12,677.9",1.4
S12000048,Scotland,Perth and Kinross,,48.3,0.7,49.0,724.3,302.5,"1,026.8","15,000.2","440,276.5","20,965.8","12,940.0","154,410.5","13,094.2",0.4
S12000049,Scotland,Glasgow City,,258.1,3.4,261.5,"2,972.2","2,221.8","5,194.1","11,517.6","651,757.3","19,865.0","9,796.8","169,534.1","9,902.9",3.7
S12000050,Scotland,North Lanarkshire,,144.8,1.4,146.2,"2,022.2",860.6,"2,882.9","13,962.1","626,382.2","19,717.2","12,704.7","163,161.2","12,782.0",1.2
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
