"Subnational electricity consumption, Great Britain, 2017",,,,,,,,,,,,,,,,,,,,,,,
"This table shows the electricity consumption and the number of electric meters by local authority. Country/region totals are shown where the local authority is specified as ""All local authorities"". ",,,,,,,,,,,,,,,,,,,,,,,
"Some consumption within given countries/regions could not be allocated to specific local authorities. This consumption is shown in the rows where ""Unallocated"" is specified in the local authority column.",,,,,,,,,,,,,,,,,,,,,,,
"Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].",,,,,,,,,,,,,,,,,,,,,,,
Code,Country or region,Local authority,"Number of meters
(thousands):
Domestic Standard","Number of meters
(thousands):
Domestic E7 
","Number of meters
(thousands):
All Domestic
","Number of meters
(thousands):
All Non-Domestic","Number of meters
(thousands):
All meters","Total consumption
(GWh):
Domestic Standard","Total consumption
(GWh):
Domestic E7","Total consumption
(GWh):
All Domestic
","Total consumption
(GWh):
All Non-Domestic","Total consumption
(GWh):
All meters","Mean consumption
(kWh per meter):
Domestic Standard","Mean consumption
(kWh per meter):
Domestic E7","Mean consumption
(kWh per meter):
All Domestic
","Mean consumption
(kWh per meter):
All Non-Domestic","Mean consumption
(kWh per meter):
All meters","Median consumption
(kWh per meter):
Domestic Standard","Median consumption
(kWh per meter):
Domestic E7","Median consumption
(kWh per meter):
All Domestic
","Median consumption
(kWh per meter):
All Non-Domestic","Median consumption
(kWh per meter):
All meters","Mean domestic
consumption
(kWh per household)"
E13000001,Inner London,All local authorities,"1,381.3",137.6,"1,518.9",235.8,"1,754.7","4,418.2",723.9,"5,142.1","16,001.9","21,144.0","3,198.5","5,261.6","3,385.4","67,860.0","12,049.9","2,343.2","4,114.4","2,429.7","5,783.6","2,526.3","3,499.8"
E13000002,Outer London,All local authorities,"1,737.5",305.8,"2,043.4",168.1,"2,211.5","6,191.8","1,488.6","7,680.5","9,577.5","17,257.9","3,563.6","4,867.4","3,758.7","56,958.1","7,803.6","2,875.5","3,803.3","2,973.2","7,086.1","3,033.6","3,844.7"
E12000008,South East,All local authorities,"3,221.9",656.7,"3,878.5",341.1,"4,219.6","12,211.9","3,558.9","15,770.8","22,077.3","37,848.2","3,790.3","5,419.6","4,066.2","64,730.5","8,969.6","3,019.9","4,161.4","3,154.0","8,269.2","3,234.0","4,228.7"
E12000009,South West,All local authorities,"2,182.9",359.5,"2,542.5",258.0,"2,800.5","7,868.0","2,314.0","10,182.0","13,496.2","23,678.2","3,604.3","6,435.9","4,004.7","52,302.8","8,454.9","2,910.2","5,320.8","3,075.2","7,326.0","3,164.9","4,280.6"
W92000004,Wales,All local authorities,"1,318.8",96.5,"1,415.3",129.2,"1,544.5","4,367.8",615.4,"4,983.2","9,921.8","14,905.0","3,311.9","6,376.6","3,520.9","76,779.8","9,650.1","2,797.9","4,966.0","2,865.6","7,670.1","2,947.7","3,691.5"
S92000003,Scotland (inc unallocated),All local authorities,"2,390.6",418.4,"2,808.9",227.1,"3,036.1","7,972.8","2,122.0","10,094.7","15,090.2","25,184.9","3,335.1","5,072.2","3,593.8","66,438.1","8,295.2","2,749.0","3,794.7","2,821.2","8,993.1","2,902.0","4,099.0"
Unallocated Great Britain,Great Britain (unallocated),Unallocated,21.0,1.5,22.4,21.1,43.6,73.7,7.5,81.1,"4,038.2","4,119.3","3,512.9","5,051.9","3,614.2","191,059.0","94,521.6","2,304.3","4,102.4","2,376.8","5,557.8","2,782.3",
Unallocated England and Wales,England and Wales (unallocated),Unallocated,15.8,1.3,17.1,18.3,35.5,58.7,6.7,65.4,"3,652.3","3,717.7","3,717.1","5,086.1","3,822.2","199,120.9","104,839.3","2,341.5","4,104.3","2,439.0","5,658.1","2,896.0",
Unallocated Scotland,Scotland (unallocated),Unallocated,5.2,0.2,5.3,2.8,8.1,14.9,0.8,15.7,385.9,401.6,"2,887.4","4,777.4","2,945.6","138,134.8","49,462.6","2,216.7","3,890.0","2,240.6","5,258.3","2,444.9",
E06000001,North East,Hartlepool,41.4,1.9,43.3,3.1,46.4,125.6,8.5,134.1,307.0,441.1,"3,037.5","4,365.7","3,097.1","98,324.2","9,500.5","2,608.6","3,261.5","2,622.7","5,903.2","2,665.8","3,236.8"
E06000002,North East,Middlesbrough,58.8,3.5,62.3,4.3,66.6,178.8,13.9,192.7,268.8,461.5,"3,042.3","3,938.9","3,093.1","62,360.7","6,929.3","2,631.7","2,919.6","2,641.7","9,259.0","2,701.0","3,367.5"
E06000003,North East,Redcar and Cleveland,60.9,3.3,64.2,3.9,68.1,185.2,15.3,200.5,603.1,803.6,"3,042.6","4,574.8","3,122.2","156,648.1","11,805.4","2,634.9","3,383.1","2,651.4","8,461.7","2,701.7","3,270.6"
E06000004,North East,Stockton-on-Tees,82.5,3.8,86.4,5.5,91.9,261.0,17.0,278.0,"1,000.1","1,278.1","3,162.6","4,428.3","3,218.9","181,085.0","13,911.4","2,733.7","3,240.3","2,745.3","10,390.0","2,809.3","3,410.2"
E06000005,North East,Darlington,47.1,3.4,50.5,3.8,54.2,149.7,16.8,166.5,233.1,399.6,"3,176.5","5,016.9","3,298.6","62,164.3","7,370.2","2,675.5","3,791.2","2,710.1","8,144.9","2,771.7","3,494.2"
E06000047,North East,County Durham,233.8,8.4,242.2,16.2,258.3,715.2,46.5,761.7,"1,149.3","1,911.0","3,059.4","5,545.4","3,145.5","71,114.7","7,397.9","2,598.4","4,032.6","2,618.1","7,847.6","2,677.4","3,302.2"
E06000057,North East,Northumberland,141.9,12.8,154.8,14.0,168.8,479.0,75.5,554.5,942.0,"1,496.5","3,374.2","5,891.7","3,582.7","67,095.9","8,865.3","2,761.0","4,316.2","2,817.2","7,595.3","2,900.4","3,897.5"
E08000021,North East,Newcastle upon Tyne,116.5,11.2,127.7,10.1,137.8,351.4,57.2,408.6,824.5,"1,233.1","3,017.0","5,116.7","3,201.0","81,235.4","8,948.1","2,516.3","4,208.9","2,584.8","9,071.0","2,661.4","3,352.4"
E08000022,North East,North Tyneside,93.1,5.5,98.6,5.8,104.3,272.7,25.7,298.3,440.2,738.6,"2,929.8","4,663.0","3,026.5","76,325.4","7,078.4","2,528.1","3,663.5","2,555.8","8,383.7","2,608.4","3,185.9"
E08000023,North East,South Tyneside,69.7,1.8,71.5,4.0,75.5,198.7,8.6,207.3,205.8,413.1,"2,852.3","4,672.9","2,899.3","51,137.4","5,470.1","2,464.2","3,744.4","2,478.1","8,071.0","2,522.0","3,020.4"
E08000024,North East,Sunderland,123.5,5.0,128.5,8.2,136.7,368.4,23.4,391.8,856.2,"1,248.0","2,983.3","4,649.1","3,048.6","104,517.2","9,128.3","2,570.4","3,589.7","2,589.5","8,778.5","2,647.1","3,229.5"
E08000037,North East,Gateshead,88.4,5.2,93.6,6.4,100.0,262.2,25.4,287.6,555.0,842.6,"2,967.3","4,863.7","3,073.0","86,245.8","8,424.2","2,551.4","3,921.2","2,586.9","10,386.6","2,655.9","3,198.9"
E06000006,North West,Halton,54.8,1.5,56.4,3.6,60.0,179.3,8.2,187.5,521.4,708.9,"3,268.8","5,289.3","3,324.3","145,842.8","11,820.6","2,855.0","4,171.8","2,872.4","10,677.6","2,930.0","3,420.9"
E06000007,North West,Warrington,87.5,3.8,91.3,6.3,97.6,296.6,21.2,317.7,584.5,902.2,"3,387.5","5,574.9","3,478.5","92,719.2","9,239.8","2,894.2","4,608.2","2,931.5","11,348.2","3,004.3","3,539.5"
E06000008,North West,Blackburn with Darwen,56.4,3.8,60.2,5.1,65.3,191.2,20.1,211.3,390.6,601.9,"3,387.2","5,315.4","3,508.3","77,037.1","9,217.8","2,853.4","3,822.7","2,888.5","10,071.3","2,979.7","3,696.4"
E06000009,North West,Blackpool,59.7,7.2,66.9,6.9,73.8,202.3,38.4,240.7,289.4,530.1,"3,389.6","5,314.4","3,597.7","42,104.5","7,185.1","2,815.5","4,240.5","2,895.6","7,314.7","2,984.4","3,807.2"
E06000049,North West,Cheshire East,157.7,14.1,171.7,14.2,185.9,595.1,90.3,685.4,"1,023.3","1,708.7","3,774.7","6,421.6","3,991.4","71,960.2","9,189.5","3,040.8","4,966.9","3,124.7","10,681.0","3,223.2","4,144.9"
E06000050,North West,Cheshire West and Chester,145.1,9.0,154.1,11.8,165.9,510.9,56.3,567.2,"1,635.1","2,202.3","3,521.6","6,222.6","3,680.1","138,920.0","13,274.8","2,948.7","5,008.8","3,007.6","10,696.1","3,096.4","3,884.1"
E07000026,North West,Allerdale,41.9,4.4,46.4,5.6,51.9,144.7,31.7,176.4,287.2,463.6,"3,450.4","7,160.5","3,804.2","51,641.6","8,928.2","2,862.2","5,350.3","2,962.7","8,679.2","3,083.3","4,078.5"
E07000027,North West,Barrow-in-Furness,31.4,1.9,33.2,2.2,35.5,96.5,9.7,106.2,335.3,441.5,"3,078.7","5,131.9","3,194.9","150,216.2","12,447.7","2,649.0","3,504.7","2,683.1","8,202.2","2,738.1","3,417.2"
E07000028,North West,Carlisle,46.6,4.5,51.1,5.4,56.5,160.1,30.7,190.9,390.2,581.0,"3,434.3","6,854.0","3,734.3","72,789.4","10,288.6","2,821.4","5,479.5","2,919.9","8,678.9","3,018.9","3,893.5"
E07000029,North West,Copeland,29.8,3.3,33.1,2.9,35.9,101.5,23.1,124.6,101.5,226.1,"3,405.2","7,098.2","3,768.9","35,460.8","6,294.6","2,881.4","5,262.4","2,986.3","7,969.8","3,071.5","4,170.4"
E07000030,North West,Eden,20.2,5.2,25.4,4.5,29.9,82.0,43.1,125.1,250.1,375.2,"4,064.4","8,212.8","4,919.6","56,034.7","12,553.3","3,183.6","6,705.1","3,518.0","8,528.9","3,749.2","5,266.1"
E07000031,North West,South Lakeland,45.2,9.0,54.2,7.9,62.1,167.1,67.7,234.8,336.1,570.9,"3,697.2","7,512.9","4,331.2","42,742.3","9,197.9","2,891.4","5,705.9","3,108.8","8,129.3","3,272.6","4,943.6"
E07000117,North West,Burnley,38.7,2.1,40.8,3.2,44.0,124.7,11.1,135.9,202.8,338.7,"3,220.8","5,420.0","3,331.7","62,420.1","7,691.6","2,762.2","4,214.7","2,804.1","9,007.4","2,870.2","3,611.9"
E07000118,North West,Chorley,46.8,2.9,49.7,3.5,53.2,167.0,17.2,184.3,198.1,382.3,"3,566.6","5,930.0","3,704.5","57,382.2","7,188.1","2,996.4","4,544.5","3,040.7","9,721.4","3,116.5","3,761.9"
E07000119,North West,Fylde,33.3,4.7,38.0,3.4,41.4,121.2,28.9,150.1,230.7,380.8,"3,641.1","6,091.6","3,946.5","67,669.3","9,188.8","2,951.1","5,213.4","3,100.9","7,739.8","3,191.7","4,046.9"
E07000120,North West,Hyndburn,34.4,2.0,36.4,3.0,39.4,109.7,10.3,120.1,172.3,292.3,"3,187.6","5,181.0","3,296.9","57,490.2","7,418.1","2,716.9","3,605.7","2,744.4","8,317.4","2,817.8","3,463.6"
E07000121,North West,Lancaster,56.8,6.1,62.9,5.7,68.6,191.3,38.6,229.9,305.4,535.2,"3,369.7","6,310.1","3,655.9","53,271.9","7,800.8","2,780.5","5,010.8","2,888.0","8,275.0","2,976.4","3,899.4"
E07000122,North West,Pendle,37.6,2.4,40.0,3.3,43.2,123.6,13.3,136.8,233.8,370.6,"3,289.0","5,555.6","3,424.4","71,367.1","8,573.1","2,716.6","3,771.0","2,750.7","7,073.1","2,816.2","3,588.0"
E07000123,North West,Preston,55.8,5.1,60.9,5.7,66.6,189.1,27.7,216.9,339.8,556.6,"3,391.5","5,413.7","3,561.6","59,401.5","8,356.6","2,823.8","4,254.2","2,889.0","9,426.5","2,989.9","3,748.9"
E07000124,North West,Ribble Valley,23.9,2.1,26.0,2.9,28.9,95.7,16.7,112.4,319.8,432.2,"4,002.7","7,946.0","4,321.5","110,533.9","14,952.3","3,144.6","5,782.3","3,241.6","9,500.2","3,371.9","4,384.0"
E07000125,North West,Rossendale,29.9,1.8,31.7,2.6,34.3,107.4,10.6,118.0,188.0,306.1,"3,590.2","5,911.2","3,722.1","73,312.6","8,930.1","2,992.0","4,515.0","3,038.1","8,320.5","3,120.1","3,906.0"
E07000126,North West,South Ribble,46.3,2.6,48.9,3.5,52.4,161.6,15.9,177.5,289.9,467.4,"3,488.9","6,184.9","3,630.9","83,516.1","8,925.8","2,985.6","4,908.6","3,030.6","10,232.8","3,111.4","3,758.0"
E07000127,North West,West Lancashire,44.7,3.5,48.3,3.9,52.2,169.7,21.1,190.8,326.2,517.0,"3,795.0","5,942.9","3,952.7","83,481.7","9,909.2","3,163.1","4,381.8","3,202.5","10,120.8","3,291.0","4,106.5"
E07000128,North West,Wyre,45.7,4.7,50.3,4.4,54.7,161.9,28.4,190.3,305.3,495.6,"3,546.1","6,060.1","3,779.9","69,999.2","9,059.6","2,938.9","4,807.0","3,021.4","8,199.4","3,107.7","3,898.5"
E08000001,North West,Bolton,114.5,9.5,124.0,8.2,132.3,386.1,52.4,438.5,528.4,966.9,"3,373.0","5,485.1","3,535.5","64,125.4","7,310.4","2,873.8","4,289.6","2,930.1","9,055.3","2,991.5","3,680.9"
E08000002,North West,Bury,77.7,5.8,83.5,5.5,89.0,266.5,31.2,297.7,338.9,636.6,"3,430.9","5,354.8","3,565.0","61,769.5","7,154.1","2,893.5","4,284.8","2,942.9","9,472.6","3,020.1","3,709.6"
E08000003,North West,Manchester,199.4,23.7,223.1,18.9,242.0,666.4,139.7,806.1,"1,822.1","2,628.2","3,341.7","5,896.8","3,613.0","96,628.4","10,862.2","2,736.0","5,171.3","2,882.4","10,726.1","2,988.3","3,748.9"
E08000004,North West,Oldham,91.8,4.2,96.0,6.4,102.4,302.6,22.8,325.3,428.3,753.6,"3,294.6","5,441.6","3,388.2","67,035.3","7,359.0","2,824.8","4,111.4","2,851.5","9,002.4","2,916.9","3,521.8"
E08000005,North West,Rochdale,88.2,4.9,93.2,6.3,99.5,296.0,27.1,323.1,483.6,806.8,"3,354.7","5,485.9","3,467.9","77,021.2","8,111.3","2,861.1","4,285.5","2,900.5","9,819.6","2,975.6","3,572.5"
E08000006,North West,Salford,104.8,11.8,116.6,8.0,124.6,358.0,65.8,423.8,597.0,"1,020.8","3,417.0","5,582.3","3,636.1","74,191.9","8,192.6","2,845.4","4,684.0","2,945.4","9,998.7","3,014.8","3,820.8"
E08000007,North West,Stockport,118.2,10.6,128.8,9.0,137.7,415.8,57.9,473.7,556.0,"1,029.7","3,519.0","5,456.6","3,678.6","62,076.0","7,476.6","3,008.4","4,485.1","3,077.3","9,815.3","3,150.8","3,787.8"
E08000008,North West,Tameside,96.5,5.3,101.8,6.4,108.2,314.0,28.2,342.2,421.3,763.5,"3,253.6","5,302.6","3,360.5","66,110.8","7,055.7","2,788.5","4,070.7","2,824.0","9,633.6","2,891.3","3,518.8"
E08000009,North West,Trafford,90.9,8.2,99.1,8.2,107.3,332.2,45.9,378.1,"1,032.9","1,411.0","3,653.6","5,633.5","3,816.5","126,178.0","13,155.0","3,033.1","4,637.1","3,106.8","11,112.0","3,200.7","3,910.2"
E08000010,North West,Wigan,135.6,7.8,143.4,8.5,151.9,445.4,40.3,485.8,633.4,"1,119.1","3,284.7","5,171.4","3,387.3","74,855.6","7,369.0","2,838.7","3,889.6","2,873.5","9,500.1","2,934.8","3,429.8"
E08000011,North West,Knowsley,64.8,1.6,66.3,3.0,69.4,209.5,7.8,217.3,500.4,717.7,"3,234.8","4,967.0","3,275.7","164,498.0","10,345.4","2,851.0","3,485.4","2,860.4","10,570.5","2,905.1","3,469.5"
E08000012,North West,Liverpool,206.5,11.5,218.0,15.1,233.1,635.0,64.8,699.8,"1,205.4","1,905.1","3,075.0","5,629.4","3,209.9","80,069.4","8,174.4","2,589.6","4,663.7","2,642.2","9,192.7","2,710.1","3,212.3"
E08000013,North West,St. Helens,79.4,2.3,81.7,4.7,86.4,254.4,11.6,266.0,464.4,730.5,"3,206.0","4,947.9","3,255.9","98,650.4","8,453.6","2,785.1","3,862.6","2,801.7","9,750.8","2,851.0","3,388.4"
E08000014,North West,Sefton,120.4,6.1,126.5,8.1,134.6,398.9,32.0,430.9,417.1,848.0,"3,311.8","5,261.3","3,405.5","51,732.7","6,300.4","2,822.4","4,333.8","2,861.3","8,047.5","2,920.4","3,595.2"
E08000015,North West,Wirral,141.9,6.7,148.7,9.1,157.7,468.4,34.2,502.6,533.1,"1,035.7","3,300.2","5,078.7","3,380.9","58,826.1","6,566.9","2,832.6","4,059.4","2,861.5","8,162.8","2,916.1","3,519.5"
E06000010,Yorkshire and The Humber,"Kingston upon Hull, City of",111.9,8.6,120.4,8.5,129.0,336.6,38.9,375.4,735.3,"1,110.7","3,008.8","4,528.7","3,117.1","86,243.4","8,612.6","2,566.1","3,414.8","2,598.4","10,990.8","2,677.6","3,312.6"
E06000011,Yorkshire and The Humber,East Riding of Yorkshire,142.2,12.3,154.5,13.7,168.3,504.3,73.6,578.0,"1,021.9","1,599.9","3,546.7","5,979.1","3,740.6","74,360.4","9,508.6","2,885.4","4,526.3","2,951.0","7,991.0","3,034.5","3,948.5"
E06000012,Yorkshire and The Humber,North East Lincolnshire,68.7,3.6,72.3,5.0,77.3,227.2,18.7,245.9,578.5,824.3,"3,306.0","5,228.2","3,401.2","115,858.0","10,666.7","2,795.9","3,790.0","2,823.9","8,580.5","2,881.5","3,492.7"
E06000013,Yorkshire and The Humber,North Lincolnshire,71.0,3.4,74.5,6.2,80.7,240.0,20.1,260.1,963.1,"1,223.2","3,378.0","5,869.5","3,492.9","155,941.2","15,166.9","2,830.5","4,458.4","2,866.0","8,580.3","2,935.0","3,582.3"
E06000014,Yorkshire and The Humber,York,80.2,9.3,89.5,7.6,97.1,265.9,45.4,311.3,426.9,738.3,"3,315.4","4,898.5","3,479.3","56,102.9","7,604.0","2,735.4","3,781.9","2,796.7","9,628.8","2,890.1","3,605.2"
E07000163,Yorkshire and The Humber,Craven,23.8,3.0,26.9,3.7,30.6,88.7,24.1,112.8,148.0,260.7,"3,719.9","7,907.2","4,194.0","39,571.6","8,514.5","2,867.6","5,943.5","3,005.0","8,767.6","3,173.5","4,388.6"
E07000164,Yorkshire and The Humber,Hambleton,35.6,5.3,40.9,5.5,46.3,140.1,33.3,173.4,302.4,475.8,"3,937.7","6,294.4","4,242.8","55,157.6","10,266.7","3,077.8","4,981.3","3,194.4","8,594.1","3,344.5","4,338.7"
E07000165,Yorkshire and The Humber,Harrogate,64.4,6.9,71.4,8.2,79.6,253.3,44.7,298.0,504.4,802.4,"3,930.5","6,455.5","4,175.7","61,491.3","10,083.4","3,020.1","4,859.9","3,113.3","8,193.1","3,229.8","4,309.6"
E07000166,Yorkshire and The Humber,Richmondshire,19.7,3.5,23.2,3.1,26.3,75.5,24.2,99.7,126.3,226.0,"3,838.7","6,824.3","4,294.5","40,687.6","8,586.8","3,050.3","5,233.2","3,188.4","7,180.7","3,316.1","4,478.7"
E07000167,Yorkshire and The Humber,Ryedale,21.9,3.7,25.6,4.0,29.6,86.6,24.4,111.0,207.4,318.5,"3,953.5","6,684.0","4,343.9","51,944.4","10,774.4","2,980.8","5,219.0","3,132.2","7,642.8","3,310.0","4,627.9"
E07000168,Yorkshire and The Humber,Scarborough,51.3,7.4,58.7,6.5,65.2,164.8,40.1,204.9,296.3,501.2,"3,211.9","5,437.6","3,491.4","45,386.2","7,686.5","2,538.9","3,955.5","2,627.2","6,341.8","2,718.3","4,102.6"
E07000169,Yorkshire and The Humber,Selby,34.4,4.2,38.5,3.5,42.0,127.9,25.1,153.1,300.1,453.1,"3,720.7","6,043.7","3,971.3","86,347.1","10,784.3","3,025.4","4,177.4","3,092.9","8,473.5","3,181.0","4,184.2"
E08000016,Yorkshire and The Humber,Barnsley,107.7,2.1,109.8,6.7,116.5,343.2,11.8,355.0,582.5,937.4,"3,186.2","5,619.5","3,232.6","87,563.3","8,049.4","2,677.2","3,940.6","2,690.1","8,612.4","2,748.2","3,325.3"
E08000017,Yorkshire and The Humber,Doncaster,130.9,4.0,134.9,9.1,144.0,427.4,20.7,448.1,813.9,"1,262.1","3,264.4","5,223.8","3,322.1","89,434.2","8,764.4","2,741.5","3,810.4","2,761.2","9,280.8","2,826.5","3,456.5"
E08000018,Yorkshire and The Humber,Rotherham,113.2,3.5,116.7,7.3,124.0,358.0,18.0,375.9,633.8,"1,009.7","3,161.3","5,165.9","3,221.1","87,199.3","8,144.1","2,702.7","3,691.0","2,719.9","9,051.8","2,780.0","3,392.9"
E08000019,Yorkshire and The Humber,Sheffield,226.9,12.8,239.6,17.6,257.2,711.0,65.6,776.6,"1,438.7","2,215.3","3,133.9","5,141.1","3,240.7","81,921.0","8,613.4","2,612.9","4,136.3","2,657.8","9,409.2","2,735.0","3,246.6"
E08000032,Yorkshire and The Humber,Bradford,199.5,14.7,214.1,16.1,230.2,672.9,78.5,751.4,"1,009.4","1,760.8","3,373.5","5,352.2","3,509.0","62,723.9","7,648.3","2,805.3","4,099.6","2,849.5","8,616.5","2,925.7","3,724.4"
E08000033,Yorkshire and The Humber,Calderdale,87.9,6.8,94.7,7.5,102.2,299.7,39.2,338.9,485.7,824.5,"3,408.0","5,788.9","3,578.3","64,642.0","8,066.5","2,786.3","4,732.3","2,853.5","8,765.2","2,934.3","3,681.2"
E08000034,Yorkshire and The Humber,Kirklees,173.4,10.1,183.5,13.5,197.0,576.9,52.7,629.6,878.1,"1,507.7","3,327.2","5,236.9","3,431.9","64,807.4","7,653.0","2,754.5","3,949.2","2,791.7","9,011.6","2,867.7","3,527.4"
E08000035,Yorkshire and The Humber,Leeds,314.5,32.6,347.0,26.1,373.2,"1,051.1",173.5,"1,224.6","2,027.3","3,251.9","3,342.5","5,328.5","3,528.8","77,573.3","8,714.4","2,765.0","4,349.8","2,838.6","10,269.1","2,923.7","3,720.3"
E08000036,Yorkshire and The Humber,Wakefield,146.6,8.4,155.0,10.6,165.6,458.7,45.4,504.2,"1,135.5","1,639.6","3,129.8","5,411.0","3,253.4","107,027.5","9,902.6","2,653.1","4,344.9","2,693.8","9,593.7","2,760.4","3,436.9"
E06000015,East Midlands,Derby,69.9,39.8,109.7,7.8,117.5,224.6,150.9,375.5,650.9,"1,026.3","3,211.2","3,796.5","3,423.3","82,996.1","8,732.8","2,715.3","3,025.0","2,820.2","11,217.3","2,893.9","3,606.2"
E06000016,East Midlands,Leicester,96.0,37.2,133.2,12.6,145.9,308.8,146.3,455.0,893.4,"1,348.4","3,215.4","3,929.5","3,414.8","70,744.6","9,243.9","2,629.4","3,006.1","2,724.3","9,771.2","2,823.4","3,642.7"
E06000017,East Midlands,Rutland,10.0,7.1,17.1,1.9,19.0,37.0,37.4,74.4,263.7,338.1,"3,706.1","5,266.6","4,353.8","141,222.6","17,835.6","2,939.4","3,773.7","3,240.9","9,886.7","3,386.3","4,540.3"
E06000018,East Midlands,Nottingham,94.6,36.4,131.0,12.0,143.0,300.7,148.6,449.3,806.8,"1,256.1","3,179.9","4,077.1","3,429.5","67,446.5","8,785.5","2,627.5","3,142.6","2,753.4","9,286.2","2,844.1","3,464.3"
E06000061,East Midlands,North Northamptonshire,106.5,41.8,148.3,11.1,159.5,366.3,193.1,559.5,"1,053.7","1,613.2","3,439.6","4,618.5","3,772.0","94,647.7","10,116.8","2,867.1","3,483.3","3,013.3","10,652.8","3,086.9","3,925.2"
